Unnamed: 0,NAME,PAGE,IMG_URL,LOGP,PKA,MW,FORM,SOL,DESC
479,D-Leucine,https://www.drugbank.ca/drugs/DB01746,https://www.drugbank.ca/structures/DB01746/thumb.svg,-1.8,2.79,131.1729,C6H13NO2,69.8,An essential branched-chain amino acid important for hemoglobin formation. [PubChem]
480,Coprogen,https://www.drugbank.ca/drugs/DB01747,https://www.drugbank.ca/structures/DB01747/thumb.svg,2.31,4.14,821.683,C35H53FeN6O13,0.0285,Not Available
481,N-Benzyl-4-Sulfamoyl-Benzamide,https://www.drugbank.ca/drugs/DB01748,https://www.drugbank.ca/structures/DB01748/thumb.svg,1.27,9.95,290.338,C14H14N2O3S,0.0451,Not Available
482,Naphthalen-1-Yl-Acetic Acid,https://www.drugbank.ca/drugs/DB01750,https://www.drugbank.ca/structures/DB01750/thumb.svg,2.24,4.75,186.2066,C12H10O2,0.11,Not Available
483,"3,3&#39;,5,5&#39;-Tetraiodothyroacetic Acid",https://www.drugbank.ca/drugs/DB01751,https://www.drugbank.ca/structures/DB01751/thumb.svg,4.99,2.25,747.8288,C14H8I4O4,0.00489,Not Available
484,S-Adenosyl-L-Homocysteine,https://www.drugbank.ca/drugs/DB01752,https://www.drugbank.ca/structures/DB01752/thumb.svg,-2.4,1.81,384.411,C14H20N6O5S,4.08,5&#39;-S-(3-Amino-3-carboxypropyl)-5&#39;-thioadenosine. Formed from S-adenosylmethionine after transmethylation reactions. [PubChem]
485,"3,4-Dihydroxy-1-Methylquinolin-2(1h)-One",https://www.drugbank.ca/drugs/DB01754,https://www.drugbank.ca/structures/DB01754/thumb.svg,0.03,6.09,191.1834,C10H9NO3,13.6,Not Available
486,N-[Isoleucinyl]-N&#39;-[Adenosyl]-Diaminosufone,https://www.drugbank.ca/drugs/DB01755,https://www.drugbank.ca/structures/DB01755/thumb.svg,-0.81,3.78,458.493,C16H26N8O6S,2.26,Not Available
487,D-4-Phosphoerythronic Acid,https://www.drugbank.ca/drugs/DB01756,https://www.drugbank.ca/structures/DB01756/thumb.svg,-2.3,1.47,216.0832,C4H9O8P,19.6,Not Available
488,3-Iodo-Tyrosine,https://www.drugbank.ca/drugs/DB01758,https://www.drugbank.ca/structures/DB01758/thumb.svg,-1.5,0.99,307.0851,C9H10INO3,0.937,Not Available
489,5-Hydroxy-2-(Hydroxymethyl)-4h-Pyran-4-One,https://www.drugbank.ca/drugs/DB01759,https://www.drugbank.ca/structures/DB01759/thumb.svg,-0.64,9.3,142.1094,C6H6O4,92.3,Not Available
490,4-[5-[2-(1-Phenyl-Ethylamino)-Pyrimidin-4-Yl]-1-Methyl-4-(3-Trifluoromethylphenyl)-1h-Imidazol-2-Yl]-Piperidine,https://www.drugbank.ca/drugs/DB01761,https://www.drugbank.ca/structures/DB01761/thumb.svg,5.43,14.11,506.5653,C28H29F3N6,0.00438,Not Available
491,Acetoacetic Acid,https://www.drugbank.ca/drugs/DB01762,https://www.drugbank.ca/structures/DB01762/thumb.svg,-0.47,4.02,102.0886,C4H6O3,240.0,Not Available
492,7-thionicotinamide-adenine-dinucleotide phosphate,https://www.drugbank.ca/drugs/DB01763,https://www.drugbank.ca/structures/DB01763/thumb.svg,-0.95,0.66,759.471,C21H28N7O16P3S,7.49,Not Available
493,Dalfopristin,https://www.drugbank.ca/drugs/DB01764,https://www.drugbank.ca/structures/DB01764/thumb.svg,2.57,11.38,690.847,C34H50N4O9S,0.0716,Dalfopristin is a combination of two antibiotics (Dalfopristin and quinupristin) used to treat infections by staphylococci and by vancomycin-resistant Enterococcus faecium. It is not effective against Enterococcus faecalis infections. Dalfopristin inhibits the early phase of protein synthesis in the bacterial ribosome and quinupristin inhibits the late phase of protein synthesis.
494,"(5-Oxo-5,6-Dihydro-Indolo[1,2-a]Quinazolin-7-Yl)-Acetic Acid",https://www.drugbank.ca/drugs/DB01765,https://www.drugbank.ca/structures/DB01765/thumb.svg,2.3,4.22,292.2888,C17H12N2O3,0.13,Not Available
495,Beta-(2-Naphthyl)-Alanine,https://www.drugbank.ca/drugs/DB01766,https://www.drugbank.ca/structures/DB01766/thumb.svg,-0.41,2.61,215.2478,C13H13NO2,0.201,Not Available
496,Hemi-Babim,https://www.drugbank.ca/drugs/DB01767,https://www.drugbank.ca/structures/DB01767/thumb.svg,1.86,11.47,290.3226,C16H14N6,0.0274,Not Available
497,Methylumbelliferyl Sialic Acid,https://www.drugbank.ca/drugs/DB01768,https://www.drugbank.ca/structures/DB01768/thumb.svg,-0.91,2.81,467.4233,C21H25NO11,3.88,Not Available
498,3-Sulfinoalanine,https://www.drugbank.ca/drugs/DB01769,https://www.drugbank.ca/structures/DB02153/thumb.svg,-2.1,-0.78,153.157,C3H7NO4S,30.2,Not Available
499,CRA_10991,https://www.drugbank.ca/drugs/DB01771,https://www.drugbank.ca/structures/DB01771/thumb.svg,1.81,9.49,369.845,C20H20ClN3O2,0.000264,Not Available
500,"3-[3-(2,3-Dihydroxy-Propylamino)-Phenyl]-4-(5-Fluoro-1-Methyl-1h-Indol-3-Yl)-Pyrrole-2,5-Dione",https://www.drugbank.ca/drugs/DB01772,https://www.drugbank.ca/structures/DB01772/thumb.svg,2.16,9.47,409.4103,C22H20FN3O4,0.0455,Not Available
501,4-[3-Carboxymethyl-3-(4-Phosphonooxy-Benzyl)-Ureido]-4-[(3-Cyclohexyl-Propyl)-Methyl-Carbamoyl]Butyric Acid,https://www.drugbank.ca/drugs/DB01773,https://www.drugbank.ca/structures/DB01773/thumb.svg,1.86,1.78,571.5571,C25H38N3O10P,0.00321,Not Available
502,Adenosine-5&#39;-Monophosphate Glucopyranosyl-Monophosphate Ester,https://www.drugbank.ca/drugs/DB01774,https://www.drugbank.ca/structures/DB01774/thumb.svg,-1.8,1.73,589.3417,C16H25N5O15P2,4.84,"Serves as the glycosyl donor for formation of bacterial glycogen, amylose in green algae, and amylopectin in higher plants. [PubChem]"
503,Dihydroxyacetone,https://www.drugbank.ca/drugs/DB01775,https://www.drugbank.ca/structures/DB01775/thumb.svg,-1.6,13.49,90.0779,C3H6O3,838.0,"A ketotriose compound. Its addition to blood preservation solutions results in better maintenance of 2,3-diphosphoglycerate levels during storage. It is readily phosphorylated to dihydroxyacetone phosphate by triokinase in erythrocytes. In combination with naphthoquinones it acts as a sunscreening agent. [PubChem]"
504,M-Cresol,https://www.drugbank.ca/drugs/DB01776,https://www.drugbank.ca/structures/DB01776/thumb.svg,1.96,10.13,108.1378,C7H8O,25.1,Not Available
505,Coa-S-Trimethylene-Acetyl-Tryptamine,https://www.drugbank.ca/drugs/DB01777,https://www.drugbank.ca/structures/DB01777/thumb.svg,0.52,0.83,1008.842,C36H53N9O17P3S,2.1,Not Available
506,Glycerol-2-Phosphate,https://www.drugbank.ca/drugs/DB01779,https://www.drugbank.ca/structures/DB01779/thumb.svg,-1.8,1.13,172.0737,C3H9O6P,30.7,Not Available
507,Fusicoccin,https://www.drugbank.ca/drugs/DB01780,https://www.drugbank.ca/structures/DB01780/thumb.svg,2.42,12.24,680.8226,C36H56O12,0.0849,Not Available
508,"2,6-Dihydroanthra/1,9-Cd/Pyrazol-6-One",https://www.drugbank.ca/drugs/DB01782,https://www.drugbank.ca/structures/DB01782/thumb.svg,2.76,12.77,220.2261,C14H8N2O,0.186,Not Available
509,Pantothenic acid,https://www.drugbank.ca/drugs/DB01783,https://www.drugbank.ca/structures/DB01783/thumb.svg,-1.1,4.35,219.235,C9H17NO5,60.5,"Pantothenic acid, also called pantothenate or vitamin B5 (a B vitamin), is a water-soluble vitamin discovered by Roger J. Williams in 1919. For many animals, pantothenic acid is an essential nutrient. Animals require pantothenic acid to synthesize coenzyme-A (CoA), as well as to synthesize and metabolize proteins, carbohydrates, and fats.
Pantothenic acid is the amide between pantoic acid and β-alanine. Small quantities of pantothenic acid are found in nearly every food, with high amounts in whole-grain cereals, legumes, eggs, meat, royal jelly, avocado, and yogurt. It is commonly found as its alcohol analog, the provitamin panthenol, and as calcium pantothenate. Pantothenic acid is an ingredient in some hair and skin care products. Only the dextrorotatory (D) isomer of pantothenic acid possesses biologic activity. The levorotatory (L) form may antagonize the effects of the dextrorotatory isomer. [Wikipedia]"
510,4-Flourobenzenesulfonamide,https://www.drugbank.ca/drugs/DB01784,https://www.drugbank.ca/structures/DB01784/thumb.svg,0.62,9.81,175.181,C6H6FNO2S,2.16,Not Available
511,Dimethylallyl Diphosphate,https://www.drugbank.ca/drugs/DB01785,https://www.drugbank.ca/structures/DB01785/thumb.svg,0.3,1.77,246.0921,C5H12O7P2,6.54,Not Available
512,D-Alanine,https://www.drugbank.ca/drugs/DB01786,https://www.drugbank.ca/structures/DB01786/thumb.svg,-3.0,2.47,89.0932,C3H7NO2,447.0,Not Available
513,"1-Amino-2,3-Dihydroxy-5-Hydroxymethyl Cyclohex-5-Ene",https://www.drugbank.ca/drugs/DB01789,https://www.drugbank.ca/structures/DB01789/thumb.svg,-1.9,13.43,159.183,C7H13NO3,293.0,Not Available
514,"Sp-Adenosine-3&#39;,5&#39;-Cyclic-Monophosphorothioate",https://www.drugbank.ca/drugs/DB01790,https://www.drugbank.ca/structures/DB01790/thumb.svg,-0.93,1.89,345.272,C10H12N5O5PS,1.84,Not Available
515,Piclamilast,https://www.drugbank.ca/drugs/DB01791,https://www.drugbank.ca/structures/DB01791/thumb.svg,4.65,8.25,381.253,C18H18Cl2N2O3,0.0061,"Piclamilast (RP-73,401), is a selective PDE4 inhibitor. It is comparable to other PDE4 inhibitors for its anti-inflammatory effects. It has been investigated for its applications to the treatment of conditions such as chronic obstructive pulmonary disease, bronchopulmonary dysplasia and asthma. It is a second generation compound that exhibits structural functionalities of the PDE4 inhibitors cilomilast and roflumilast. The structure for piclamilast was first elucidated in a 1995 European patent application."
516,Adenylyl-3&#39;-5&#39;-Phospho-Uridine-3&#39;-Monophosphate,https://www.drugbank.ca/drugs/DB01792,https://www.drugbank.ca/structures/DB01792/thumb.svg,-1.8,0.83,653.3872,C19H25N7O15P2,3.64,Not Available
517,I-5,https://www.drugbank.ca/drugs/DB01793,https://www.drugbank.ca/structures/DB01793/thumb.svg,3.43,3.73,377.178,C17H10Cl2N2O4,0.00214,Not Available
518,Phenyl Boronic Acid,https://www.drugbank.ca/drugs/DB01795,https://www.drugbank.ca/structures/DB01795/thumb.svg,0.53,8.76,121.93,C6H7BO2,10.1,Not Available
519,Quinolinic Acid,https://www.drugbank.ca/drugs/DB01796,https://www.drugbank.ca/structures/DB01796/thumb.svg,0.15,0.29,167.1189,C7H5NO4,4.07,A metabolite of tryptophan with a possible role in neurodegenerative disorders. Elevated CSF levels of quinolinic acid are correlated with the severity of neuropsychological deficits in patients who have AIDS. [PubChem]
520,"(2r)-2-(Aminomethyl)-2,4-Dihydroxy-5-Oxo-3-(2-Oxoethyl)-2,5-Dihydro-1h-Imidazol-3-Ium",https://www.drugbank.ca/drugs/DB01797,https://www.drugbank.ca/structures/DB01797/thumb.svg,-0.41,1.77,204.1607,C6H10N3O5,12.0,Not Available
521,Ethyl Dihydrogen Diphosphate,https://www.drugbank.ca/drugs/DB01798,https://www.drugbank.ca/structures/DB01798/thumb.svg,-0.3,1.78,206.0282,C2H8O7P2,13.0,Not Available
522,4-Hydroxy-3-Methyl Butyl Diphosphate,https://www.drugbank.ca/drugs/DB01799,https://www.drugbank.ca/structures/DB01799/thumb.svg,-0.45,1.78,264.1074,C5H14O8P2,10.5,Not Available
523,"N,4-Dihydroxy-N-Oxo-3-(Sulfooxy)Benzenaminium",https://www.drugbank.ca/drugs/DB01800,https://www.drugbank.ca/structures/DB01800/thumb.svg,-0.63,-3.0,235.171,C6H5NO7S,1.14,Not Available
524,2-(Trimethylammonium)Ethyl Thiol,https://www.drugbank.ca/drugs/DB01803,https://www.drugbank.ca/structures/DB01803/thumb.svg,-3.1,9.7,120.236,C5H14NS,0.0511,Not Available
525,"2-Ammoniobut-3-Enoate, 2-Amino-3-Butenoate",https://www.drugbank.ca/drugs/DB01804,https://www.drugbank.ca/structures/DB01804/thumb.svg,-1.7,2.42,101.1039,C4H7NO2,7.71,Not Available
526,Monoisopropylphosphorylserine,https://www.drugbank.ca/drugs/DB01805,https://www.drugbank.ca/structures/DB01805/thumb.svg,-1.6,1.67,227.1522,C6H14NO6P,26.8,Not Available
527,"10-{4-Dimethylamino-5-[4-Hydroxy-6-Methyl-5-(6-Methyl-5-Oxo-Tetrahydro-Pyran-2-Yloxy)-Tetrahydro-Pyrane-2-Yloxy]-6-Methyl-Tetrahydro-Pyran-2-Yloxy}-8-Ethyl-1,8,11-Trihydroxy-7,8,9,10-Tetrahydro-Naphthacene-5,12-Dione",https://www.drugbank.ca/drugs/DB01806,https://www.drugbank.ca/structures/DB01806/thumb.svg,2.94,8.94,753.8318,C40H51NO13,0.134,Not Available
528,"N-[(3z)-5-Tert-Butyl-2-Phenyl-1,2-Dihydro-3h-Pyrazol-3-Ylidene]-N&#39;-(4-Chlorophenyl)Urea",https://www.drugbank.ca/drugs/DB01807,https://www.drugbank.ca/structures/DB01807/thumb.svg,4.34,7.15,368.86,C20H21ClN4O,0.0123,Not Available
529,Thiarsahydroxy-Cysteine,https://www.drugbank.ca/drugs/DB01808,https://www.drugbank.ca/structures/DB01808/thumb.svg,-3.0,1.47,213.087,C3H8AsNO3S,33.7,Not Available
530,"1-Ter-Butyl-3-P-Tolyl-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine",https://www.drugbank.ca/drugs/DB01809,https://www.drugbank.ca/structures/DB01809/thumb.svg,3.06,19.69,281.3556,C16H19N5,0.0953,Not Available
531,"[1-(1-Methyl-4,5-Dioxo-Pent-2-Enylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester",https://www.drugbank.ca/drugs/DB01810,https://www.drugbank.ca/structures/DB01810/thumb.svg,2.49,13.43,408.4471,C23H24N2O5,0.0017,Not Available
532,Adenosine-3&#39;-5&#39;-Diphosphate,https://www.drugbank.ca/drugs/DB01812,https://www.drugbank.ca/structures/DB01812/thumb.svg,-1.6,0.71,427.2011,C10H15N5O10P2,3.33,Not Available
533,Pyridoxyl-Glutamic Acid-5&#39;-Monophosphate,https://www.drugbank.ca/drugs/DB01813,https://www.drugbank.ca/structures/DB01813/thumb.svg,-1.1,0.98,379.2797,C13H20N2O9P,0.257,Not Available
534,2-Tridecanoyloxy-Pentadecanoic Acid,https://www.drugbank.ca/drugs/DB01814,https://www.drugbank.ca/structures/DB01814/thumb.svg,9.13,4.52,454.726,C28H54O4,2.97e-05,Not Available
535,Nz-(Dicarboxymethyl)Lysine,https://www.drugbank.ca/drugs/DB01815,https://www.drugbank.ca/structures/DB01815/thumb.svg,-3.1,0.082,248.2331,C9H16N2O6,6.37,Not Available
536,Castanospermine,https://www.drugbank.ca/drugs/DB01816,https://www.drugbank.ca/structures/DB01816/thumb.svg,-2.1,12.89,189.209,C8H15NO4,1110.0,Not Available
537,Threonine-Aspartic Ester,https://www.drugbank.ca/drugs/DB01817,https://www.drugbank.ca/structures/DB01817/thumb.svg,-4.2,1.62,236.2224,C8H16N2O6,28.1,Not Available
538,O3-Sulfonylgalactose,https://www.drugbank.ca/drugs/DB01818,https://www.drugbank.ca/structures/DB01818/thumb.svg,-2.1,-2.0,260.219,C6H12O9S,104.0,Not Available
539,Phosphoenolpyruvate,https://www.drugbank.ca/drugs/DB01819,https://www.drugbank.ca/structures/DB01819/thumb.svg,-1.2,0.76,168.042,C3H5O6P,13.2,Not Available
540,"Compound 12, N-Acetyl-4-[(Carboxycarbonyl)(2-Carboxyphenyl)Amino]-N-Pentyl-1-Napthylalaniamide",https://www.drugbank.ca/drugs/DB01820,https://www.drugbank.ca/structures/DB01820/thumb.svg,2.77,2.53,533.5723,C29H31N3O7,0.000812,Not Available
541,"L-N(Omega)-Nitroarginine-2,4-L-Diaminobutyric Amide",https://www.drugbank.ca/drugs/DB01821,https://www.drugbank.ca/structures/DB01821/thumb.svg,-1.9,10.15,318.3329,C10H22N8O4,0.256,Not Available
542,Dithiane Diol,https://www.drugbank.ca/drugs/DB01822,https://www.drugbank.ca/structures/DB01822/thumb.svg,-0.44,13.48,152.235,C4H8O2S2,70.5,Not Available
543,Beta-D-Glucopyranose Spirohydantoin,https://www.drugbank.ca/drugs/DB01823,https://www.drugbank.ca/structures/DB01823/thumb.svg,-2.3,9.09,248.1901,C8H12N2O7,230.0,Not Available
544,"(3s)-Tetrahydrofuran-3-Yl (1r,2s)-3-[4-((1r)-2-{[(S)-Amino(Hydroxy)Methyl]Oxy}-2,3-Dihydro-1h-Inden-1-Yl)-2-Benzyl-3-Oxopyrrolidin-2-Yl]-1-Benzyl-2-Hydroxypropylcarbamate",https://www.drugbank.ca/drugs/DB01824,https://www.drugbank.ca/structures/DB01824/thumb.svg,1.63,11.4,629.7425,C36H43N3O7,0.00753,Not Available
545,2-Amino-8-Methylquinazolin-4(3h)-One,https://www.drugbank.ca/drugs/DB01825,https://www.drugbank.ca/structures/DB01825/thumb.svg,0.73,10.0,175.1873,C9H9N3O,1.12,Not Available
546,N-Butyl Isocyanide,https://www.drugbank.ca/drugs/DB01826,https://www.drugbank.ca/structures/DB01826/thumb.svg,2.16,16.22,83.1317,C5H9N,0.5,Not Available
547,"2,3,5,6-Tetrafluoro-4-Methoxy-Benzamide",https://www.drugbank.ca/drugs/DB01827,https://www.drugbank.ca/structures/DB01827/thumb.svg,1.31,10.49,223.1244,C8H5F4NO2,0.309,Not Available
548,Desulfo-Coenzyme A,https://www.drugbank.ca/drugs/DB01829,https://www.drugbank.ca/structures/DB01829/thumb.svg,-0.63,0.83,735.4691,C21H36N7O16P3,4.61,Not Available
549,"{4-[2-Acetylamino-2-(3-Carbamoyl-2-Cyclohexylmethoxy-6,7,8,9-Tetrahydro-5h-Benzocyclohepten-5ylcarbamoyl)-Ethyl]-2-Phosphono-Phenyl}-Phosphonic Acid",https://www.drugbank.ca/drugs/DB01830,https://www.drugbank.ca/structures/DB01830/thumb.svg,1.25,1.27,665.6082,C30H41N3O10P2,0.0101,Not Available
550,Tryptophanyl-5&#39;amp,https://www.drugbank.ca/drugs/DB01831,https://www.drugbank.ca/structures/DB01831/thumb.svg,-0.62,0.77,533.4311,C21H24N7O8P,1.11,Not Available
551,4-[Hydroxy-[Methyl-Phosphinoyl]]-3-Oxo-Butanoic Acid,https://www.drugbank.ca/drugs/DB01832,https://www.drugbank.ca/structures/DB01832/thumb.svg,-1.9,1.85,180.0957,C5H9O5P,29.9,Not Available
552,L-2-Amino-4-(Guanidinooxy)Butyric Acid,https://www.drugbank.ca/drugs/DB01833,https://www.drugbank.ca/structures/DB01833/thumb.svg,-3.9,2.1,176.1738,C5H12N4O3,2.77,Not Available
553,"(9r,10r)-9-(S-Glutathionyl)-10-Hydroxy-9,10-Dihydrophenanthrene",https://www.drugbank.ca/drugs/DB01834,https://www.drugbank.ca/structures/DB01834/thumb.svg,-1.3,1.8,501.552,C24H27N3O7S,0.031,Not Available
554,4r-Fluoro-N6-Ethanimidoyl-L-Lysine,https://www.drugbank.ca/drugs/DB01835,https://www.drugbank.ca/structures/DB01835/thumb.svg,-3.2,2.54,205.2299,C8H16FN3O2,0.442,Not Available
555,O-acetyl-L-serine,https://www.drugbank.ca/drugs/DB01837,https://www.drugbank.ca/structures/DB01837/thumb.svg,-2.9,1.86,147.1293,C5H9NO4,174.0,Not Available
556,"6,4&#39;-Dihydroxy-3-Methyl-3&#39;,5&#39;-Dibromoflavone",https://www.drugbank.ca/drugs/DB01838,https://www.drugbank.ca/structures/DB01838/thumb.svg,4.9,6.01,426.056,C16H10Br2O4,0.0196,Not Available
557,"1,2-Propanediol",https://www.drugbank.ca/drugs/DB01839,https://www.drugbank.ca/structures/DB01839/thumb.svg,-0.92,14.47,76.0944,C3H8O2,952.0,"A clear, colorless, viscous organic solvent and diluent used in pharmaceutical preparations. [PubChem]"
558,2-Deoxy-D-Glucitol 6-(E)-Vinylhomophosphonate,https://www.drugbank.ca/drugs/DB01840,https://www.drugbank.ca/structures/DB01840/thumb.svg,-1.9,3.54,242.1636,C7H15O7P,21.0,Not Available
559,"4,6-Dideoxyglucose",https://www.drugbank.ca/drugs/DB01841,https://www.drugbank.ca/structures/DB01841/thumb.svg,-1.8,11.33,148.1571,C6H12O4,904.0,Not Available
560,3&#39;-Phosphate-Adenosine-5&#39;-Diphosphate,https://www.drugbank.ca/drugs/DB01842,https://www.drugbank.ca/structures/DB01842/thumb.svg,-1.1,0.82,507.181,C10H16N5O13P3,4.61,Not Available
561,"3-Amino-8,9,10-Trihydroxy-7-Hydroxymethyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione",https://www.drugbank.ca/drugs/DB01843,https://www.drugbank.ca/structures/DB01843/thumb.svg,-2.2,9.63,263.2047,C8H13N3O7,212.0,Not Available
562,Oxidized Coenzyme A,https://www.drugbank.ca/drugs/DB01846,https://www.drugbank.ca/structures/DB01846/thumb.svg,-0.87,0.83,783.534,C21H36N7O17P3S,4.91,Not Available
563,N-Carbamyl-D-Valine,https://www.drugbank.ca/drugs/DB01847,https://www.drugbank.ca/structures/DB01847/thumb.svg,-0.63,4.02,160.1711,C6H12N2O3,21.4,Not Available
564,Isocitrate Calcium Complex,https://www.drugbank.ca/drugs/DB01848,https://www.drugbank.ca/structures/DB01848/thumb.svg,0.21,2.72,231.194,C6H7CaO7,99.3,Not Available
565,"3,4-Dihydrouracil",https://www.drugbank.ca/drugs/DB01849,https://www.drugbank.ca/structures/DB01849/thumb.svg,-1.3,11.73,114.1026,C4H6N2O2,25.9,Not Available
566,"(2s,3s,8s,9s)-3-Amino-9-Methoxy-2,6,8-Trimethyl-10-Phenyldeca-4,6-Dienoic Acid",https://www.drugbank.ca/drugs/DB01850,https://www.drugbank.ca/structures/DB01850/thumb.svg,0.71,4.01,331.4492,C20H29NO3,0.00813,Not Available
567,Kaempherol,https://www.drugbank.ca/drugs/DB01852,https://www.drugbank.ca/structures/DB01852/thumb.svg,1.99,6.44,286.2363,C15H10O6,0.178,Not Available
568,Bacteriochlorophyll A,https://www.drugbank.ca/drugs/DB01853,https://www.drugbank.ca/structures/DB01853/thumb.svg,3.45,4.19,911.504,C55H74MgN4O6,2.84e-05,A specific bacteriochlorophyll that is similar in structure to CHLOROPHYLL A. [PubChem]
569,5-Bromonicotinamide,https://www.drugbank.ca/drugs/DB01854,https://www.drugbank.ca/structures/DB01854/thumb.svg,0.08,13.07,201.021,C6H5BrN2O,16.7,Not Available
570,5-(Hydroxy-Methyl-Amino)-3-Methyl-Pyrrolidine-2-Carboxylic Acid,https://www.drugbank.ca/drugs/DB01855,https://www.drugbank.ca/structures/DB01855/thumb.svg,-2.5,3.11,174.1977,C7H14N2O3,170.0,Not Available
571,Pimelic Acid,https://www.drugbank.ca/drugs/DB01856,https://www.drugbank.ca/structures/DB01856/thumb.svg,0.61,4.05,160.1678,C7H12O4,13.3,A group of compounds that are derivatives of heptanedioic acid with the general formula R-C7H11O4. [PubChem]
572,Phosphoaspartate,https://www.drugbank.ca/drugs/DB01857,https://www.drugbank.ca/structures/DB01857/thumb.svg,-1.9,1.08,213.0826,C4H8NO7P,13.2,Not Available
573,[1-(4-Fluorobenzyl)Cyclobutyl]Methyl (1s)-1-[Oxo(1h-Pyrazol-5-Ylamino)Acetyl]Pentylcarbamate,https://www.drugbank.ca/drugs/DB01858,https://www.drugbank.ca/structures/DB01858/thumb.svg,2.92,11.9,444.4992,C23H29FN4O4,0.00446,Not Available
574,4-Diphosphocytidyl-2-C-Methyl-D-Erythritol 2-Phosphate,https://www.drugbank.ca/drugs/DB01859,https://www.drugbank.ca/structures/DB01859/thumb.svg,-0.88,1.07,601.2874,C14H26N3O17P3,15.1,Not Available
575,Cordycepin Triphosphate,https://www.drugbank.ca/drugs/DB01860,https://www.drugbank.ca/structures/DB01860/thumb.svg,-0.68,0.9,491.1816,C10H16N5O12P3,3.83,Not Available
576,Uridine diphosphate glucose,https://www.drugbank.ca/drugs/DB01861,https://www.drugbank.ca/structures/DB01861/thumb.svg,-1.4,1.73,566.3018,C15H24N2O17P2,15.0,"A key intermediate in carbohydrate metabolism. Serves as a precursor of glycogen, can be metabolized into UDPgalactose and UDPglucuronic acid which can then be incorporated into polysaccharides as galactose and glucuronic acid. Also serves as a precursor of sucrose lipopolysaccharides, and glycosphingolipids."
577,Isopropyl beta-D-thiogalactopyranoside,https://www.drugbank.ca/drugs/DB01862,https://www.drugbank.ca/structures/DB01862/thumb.svg,-1.26,12.48,238.301,C9H18O5S,128.0,A non-metabolizable galactose analog that induces expression of the LAC operon. [PubChem]
578,"Inositol 1,3,4,5-Tetrakisphosphate",https://www.drugbank.ca/drugs/DB01863,https://www.drugbank.ca/structures/DB01863/thumb.svg,-0.45,0.33,500.0755,C6H16O18P4,11.5,Not Available
579,5&#39;-Guanosine-Diphosphate-Monothiophosphate,https://www.drugbank.ca/drugs/DB01864,https://www.drugbank.ca/structures/DB01864/thumb.svg,-0.24,0.91,539.246,C10H16N5O13P3S,7.89,"Guanosine 5&#39;-(trihydrogen diphosphate), monoanhydride with phosphorothioic acid. A stable GTP analog which enjoys a variety of physiological actions such as stimulation of guanine nucleotide-binding proteins, phosphoinositide hydrolysis, cyclic AMP accumulation, and activation of specific proto-oncogenes. [PubChem]"
580,RU79256,https://www.drugbank.ca/drugs/DB01866,https://www.drugbank.ca/structures/DB01866/thumb.svg,-0.26,-1.3,216.211,C8H8O5S,2.41,Not Available
581,Glycyl-L-a-Aminopimelyl-E-(D-2-Aminoethyl)Phosphonate,https://www.drugbank.ca/drugs/DB01868,https://www.drugbank.ca/structures/DB01868/thumb.svg,-1.3,1.87,322.2747,C11H21N3O6P,3.71,Not Available
582,L-Rhamnose,https://www.drugbank.ca/drugs/DB01869,https://www.drugbank.ca/structures/DB02961/thumb.svg,-2.0,11.84,164.1565,C6H12O5,258.0,A methylpentose whose L- isomer is found naturally in many plant glycosides and some gram-negative bacterial lipopolysaccharides. [PubChem]
583,"1,4-Dithio-Alpha-D-Mannose",https://www.drugbank.ca/drugs/DB01870,https://www.drugbank.ca/structures/DB01870/thumb.svg,-0.41,8.59,212.287,C6H12O4S2,8.09,Not Available
584,[1-(1-Benzyl-3-Hydroxy-2-Oxo-Propylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester,https://www.drugbank.ca/drugs/DB01871,https://www.drugbank.ca/structures/DB01871/thumb.svg,2.72,12.54,460.5216,C27H28N2O5,0.00155,Not Available
585,Acetylgalactosamine-4-Sulfate,https://www.drugbank.ca/drugs/DB01872,https://www.drugbank.ca/structures/DB01872/thumb.svg,-2.0,-1.9,301.271,C8H15NO9S,42.9,Not Available
586,Epothilone D,https://www.drugbank.ca/drugs/DB01873,https://www.drugbank.ca/structures/DB01873/thumb.svg,4.54,14.09,491.683,C27H41NO5S,0.00246,Not Available
587,Tropinone,https://www.drugbank.ca/drugs/DB01874,https://www.drugbank.ca/structures/DB01874/thumb.svg,0.44,18.02,139.1949,C8H13NO,541.0,Not Available
588,"N-Hydroxy 1n(4-Methoxyphenyl)Sulfonyl-4-(Z,E-N-Methoxyimino)Pyrrolidine-2r-Carboxamide",https://www.drugbank.ca/drugs/DB01877,https://www.drugbank.ca/structures/DB01877/thumb.svg,-0.31,8.71,345.371,C13H19N3O6S,2.32,Not Available
589,(S)-2-{Methyl-[2-(Naphthalene-2-Sulfonylamino)-5-(Naphthalene-2-Sulfonyloxy)-Benzoyl]-Amino}-Succinicacid,https://www.drugbank.ca/drugs/DB01879,https://www.drugbank.ca/structures/DB01879/thumb.svg,3.6,2.38,662.686,C32H26N2O10S2,0.000444,Not Available
