Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Db,Raw Date,Labels
FLA,Ky989971,2015-12-01,South America,Colombia,Colombia,Kneubehl Et Al,Submitted  26-apr-2017  Molecular Virology And Microbiology Baylor College Of Medicine One Baylor Plaza Houston Tx 77030 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KY989971,2015.92,Genbank,2015-12-xx,Aa: Ns1: K33r;
PAN/CDC_259249_V1_V3/2015,Kx156775,2015-12-11,North America,Panama,Panama,Shabman Et Al,Submitted  29-apr-2016  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KX156775,2015.94,Genbank,2015-12-11,Aa: Ns1: S58f;
PAN/CDC_259364_V1_V2/2015,Kx156776,2015-12-18,North America,Panama,Panama,Shabman Et Al,Submitted  29-apr-2016  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KX156776,2015.96,Genbank,2015-12-18,Aa: Ns1: K146e;
PAN/CDC_259359_V1_V3/2015,Kx156774,2015-12-18,North America,Panama,Panama,Shabman Et Al,Submitted  29-apr-2016  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KX156774,2015.96,Genbank,2015-12-18,unknown
COL/PAN_00030/2015,Mf574587,2016-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  30-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574587,2016.92,Genbank,2016-12-xx,unknown
COL/PAN_00029/2015,Mf574585,2016-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  30-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574585,2016.92,Genbank,2016-12-xx,Aa: Mp: S16p;
VEN/UF_1/2016,Kx702400,2016-03-25,South America,Venezuela,Venezuela,Blohm Et Al,Genome Announc 5  17  E00231-17  2017 ,Complete Genome Sequences Of Identical Zika Virus Isolates In A Nursing Mother And Her Infant,https://www.ncbi.nlm.nih.gov/nuccore/KX702400,2016.23,Genbank,2016-03-25,Aa: Ca: E76d; Ns1: T301p;
COL/UF_1/2016,Kx247646,2016-02-09,South America,Colombia,Colombia,Lednicky Et Al,Unpublished,Complete Genomic Sequence Of Zika Virus Isolated From A Traveler To Colombia In 2016,https://www.ncbi.nlm.nih.gov/nuccore/KX247646,2016.11,Genbank,2016-02-09,unknown
COL/FLR_00012/2015,Mf574568,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574568,2016.00,Genbank,2015-12-xx,Aa: Ns2a: A157v; Mp: R23g; Ns4a: K125r;
COL/FLR_00023/2015,Mf574566,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574566,2015.94,Genbank,2015-12-xx,Aa: Ns5: I413v; Mp: S16p;
COL/FLR_00018/2015,Mf574573,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574573,2015.94,Genbank,2015-12-xx,Aa: Env: L196h;
COL/FLR_00021/2015,Mf574556,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574556,2016.00,Genbank,2015-12-xx,Aa: Ns2a: V143a; Ns5: K45m; Mp: Y63c; Env: A229v;
COL/FLR_00004/2015,Mf574561,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574561,2016.00,Genbank,2015-12-xx,Aa: Ns4b: E21d; Ns5: A746v; Env: Q344r; Ns1: Y175h;
COL/FLR_00002/2015,Mf574559,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574559,2016.00,Genbank,2015-12-xx,Aa: Mp: Y74h; Ns3: E173d K587r;
COL/FLR_00006/2015,Mf574555,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574555,2016.00,Genbank,2015-12-xx,Aa: Env: H288r; Ns1: K245q;
COL/FLR_00005/2015,Mf574571,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574571,2015.97,Genbank,2015-12-xx,Aa: Ca: T57m; Env: R283k;
COL/FLR_00008/2015,Mf574562,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574562,2016.00,Genbank,2015-12-xx,Aa: Ns1: L169i;
COL/FLR_00016/2015,Mf574575,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574575,2016.00,Genbank,2015-12-xx,Aa: Ns2b: E27g; Mp: S58r;
COL/FLR_00024/2015,Mf574569,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574569,2015.91,Genbank,2015-12-xx,unknown
COL/FLR_00026/2015,Mf574564,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574564,2015.95,Genbank,2015-12-xx,unknown
COL/FLR_00025/2015,Mf574563,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574563,2016.00,Genbank,2015-12-xx,Aa: Ns4a: A3v;
COL/FLR_00010/2015,Mf574570,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574570,2015.93,Genbank,2015-12-xx,Aa: Ns1: E142d;
COL/FLR_00007/2015,Mf574557,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574557,2015.98,Genbank,2015-12-xx,Aa: Mp: K11e;
COL/FLR_00022/2015,Mf574554,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574554,2015.95,Genbank,2015-12-xx,Aa: Env: T315i;
COL/FLR_00017/2015,Mf574553,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574553,2015.92,Genbank,2015-12-xx,unknown
COL/FLR_00001/2015,Mf574552,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574552,2015.97,Genbank,2015-12-xx,unknown
COL/FLR_00020/2015,Mf574577,2015-12-01,South America,Colombia,Colombia,Pickett Et Al,Submitted  28-jul-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MF574577,2015.97,Genbank,2015-12-xx,unknown
BR_SJRP21,Ky441401,2016-02-29,South America,Brazil,Brazil,Bittar Et Al,Unpublished,Sequencing Of The Complete Genome Of Zika Virus From Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KY441401,2016.16,Genbank,2016-02-29,Aa: Ns5: V662i; Ns1: T222a; Ns3: D122e;
BR/AM/16800005,Ky631492,2016-01-08,South America,Brazil,Brazil,Souza Et Al,Unpublished,Complete Genome Of A Zika Virus Isolate Amazonas Brazil 2016,https://www.ncbi.nlm.nih.gov/nuccore/KY631492,2016.02,Genbank,2016-01-08,unknown
FVM00318/VEN/Maracay/2016,Ky693680,2016-10-19,South America,Venezuela,Venezuela,Leguia Et Al,Unpublished,Full-genome Amplification And Sequencing Of Zika Viruses Using A Targeted Amplification Approach,https://www.ncbi.nlm.nih.gov/nuccore/KY693680,2016.80,Genbank,2016-10-19,Aa: Ns4b: M30v;
Brazil/2016/ZBRX106,Ky559020,2016-03-07,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559020,2016.18,Genbank,2016-03-07,Aa: Ns2a: I150v; Ns1: L145p;
SSABR1,Ku707826,2015-07-01,South America,Brazil,Brazil,Giovanetti Et Al,Infect. Genet. Evol. 41 142-145  2016 ,Zika Virus Complete Genome From Salvador Bahia Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KU707826,2015.50,Genbank,2015-07-01,unknown
BeH819966,Ku365779,2015-01-01,South America,Brazil,Brazil,Azevedo Et Al,Unpublished,Genome Sequences Of Four Zika Virus Isolates From Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KU365779,2015.50,Genbank,2015-xx-xx,unknown
BeH818995,Ku365777,2015-01-01,South America,Brazil,Brazil,Azevedo Et Al,Unpublished,Genome Sequences Of Four Zika Virus Isolates From Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KU365777,2015.81,Genbank,2015-xx-xx,unknown
BeH815744,Ku365780,2015-01-01,South America,Brazil,Brazil,Azevedo Et Al,Unpublished,Genome Sequences Of Four Zika Virus Isolates From Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KU365780,2016.00,Genbank,2015-xx-xx,unknown
Z1106033,Ku312312,2015-10-02,South America,Suriname,Suriname,Enfissi Et Al,Lancet 387  10015  227-228  2016 ,Zika Virus Genome From The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KU312312,2015.75,Genbank,2015-10-02,Aa: Env: T479a; Pro: M44t;
BRA/2016/FC_6863,Ky785450,2016-04-12,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785450,2016.28,Genbank,2016-04-12,unknown
BRA/2016/FC_6864,Ky014297,2016-04-12,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014297,2016.28,Genbank,2016-04-12,unknown
BR_SJRP61,Ky441402,2016-04-05,South America,Brazil,Brazil,Bittar Et Al,Unpublished,Sequencing Of The Complete Genome Of Zika Virus From Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KY441402,2016.26,Genbank,2016-04-05,unknown
BR_SJRP1840,Ky441403,2016-01-11,South America,Brazil,Brazil,Bittar Et Al,Unpublished,Sequencing Of The Complete Genome Of Zika Virus From Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KY441403,2016.03,Genbank,2016-01-11,Aa: Ns4b: I157t; Ns5: T422i; 2k: V15a;
GZ01,Ku820898,2016-02-14,South America,Venezuela,Venezuela,Deng Et Al,Unpublished,Complete Genome Of Zika Virus Gz01 Isolate From China,https://www.ncbi.nlm.nih.gov/nuccore/KU820898,2016.12,Genbank,2016-02-14,Aa: Ca: D107e; Ns5: T229i;
R114916,Kx766028,2016-06-06,North America,Dominican Republic,Dominican Republic,Lanciotti Et Al,Submitted  23-aug-2016  Diagnostic & Reference Laboratory Arbovirus Diseases Branch Centers For Disease Control & Prevention 3150 Rampart Road Fort Collins Co 80521 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KX766028,2016.43,Genbank,2016-06-06,Aa: Ca: A106t;
USVI/11/2016,Vi11,2016-03-22,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.22,Fh,2016-03-22,Aa: Ns5: K388r; Ns3: I115t;
GZ02/2016,Kx056898,2016-02-25,South America,Venezuela,Venezuela,Li Et Al,Unpublished,The Isolation And Characterization Of Zika Virus Imported Into Guangdong China,https://www.ncbi.nlm.nih.gov/nuccore/KX056898,2016.15,Genbank,2016-02-25,unknown
Z16019,Ku955590,2016-02-26,South America,Venezuela,Venezuela,Wu Et Al,Unpublished,Large Returning Population Of Oversea Chinese Of Guangdong Province Combined With Tourists Increase The Risks Of Zikv Transmission In Guangdong China,https://www.ncbi.nlm.nih.gov/nuccore/KU955590,2016.15,Genbank,2016-02-26,unknown
GDZ16021,Mf167360,2016-02-26,China,China,China,Sun Et Al,Unpublished,Returning Ex-patriot Chinese To Guangdong China Increases The Risk For The Local Transmission Of Zika Virus,https://www.ncbi.nlm.nih.gov/nuccore/MF167360,2016.15,Genbank,2016-02-26,unknown
BeH819015,Ku365778,2015-01-01,South America,Brazil,Brazil,Azevedo Et Al,Unpublished,Genome Sequences Of Four Zika Virus Isolates From Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KU365778,2016.00,Genbank,2015-xx-xx,unknown
SL1602,Ky348640,2016-01-22,South America,Suriname,Suriname,Van Boheemen Et Al,Sci Rep 7  1  2368  2017 ,Quasispecies Composition And Evolution Of A Typical Zika Virus Clinical Isolate From Suriname,https://www.ncbi.nlm.nih.gov/nuccore/KY348640,2016.06,Genbank,2016-01-22,Aa: Ns2a: I34v; Ns5: M883v; Ns1: V93a; Ns3: M536i;
V17271,Ku758877,2015-12-01,South America,French Guiana,French Guiana,Enfissi Et Al,Submitted  25-feb-2016  Laboratoire De Virologie Institut Pasteur De La Guyane 23 Avenue Pasteur Cayenne French Guiana 97300 France,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KU758877,2015.91,Genbank,2015-12-xx,Aa: Ns2a: K25r;
USVI/4/2016,Vi4,2016-10-14,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.79,Fh,2016-10-14,unknown
NL00013,Ku937936,2016-02-11,South America,Suriname,Suriname,Stalin Raj Et Al,Submitted  18-mar-2016  Department Of Viroscience Erasmus Medical Center Dr Molewaterplein 50 Rotterdam 3015 Ge The Netherlands,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KU937936,2016.11,Genbank,2016-02-11,Aa: Ns1: R69s;
USVI/40/2016,Vi40,2016-11-05,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.85,Fh,2016-11-05,Aa: Ns5: V267a; Ns3: T526m;
BRA/2016/FC_DQ122D1,Ky785456,2016-04-15,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785456,2016.29,Genbank,2016-04-15,unknown
PRI/2016/MA_WGS16_005,Ky785481,2016-04-12,North America,Puerto Rico,Puerto Rico,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785481,2016.28,Genbank,2016-04-12,Aa: Ns2a: S52n; Ns5: V267a;
BRA/2016/FC_DQ75D1,Ky785409,2016-04-04,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785409,2016.26,Genbank,2016-04-04,unknown
BRA/2016/FC_DQ12D1,Ky785436,2016-03-15,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785436,2016.20,Genbank,2016-03-15,Aa: Env: V330l; Ns1: R276w;
PuertoRico/2016/FL016U,Ky075934,2016-07-03,North America,Puerto Rico,Puerto Rico,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY075934,2016.50,Genbank,2016-07-03,Aa: Ns5: A91v;
PRI/2016/MA_WGS16_004,Ky785464,2016-04-13,North America,Puerto Rico,Puerto Rico,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785464,2016.28,Genbank,2016-04-13,unknown
PRI/2016/MA_WGS16_016,Ky785462,2016-06-26,North America,Puerto Rico,Puerto Rico,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785462,2016.48,Genbank,2016-06-26,Aa: Env: G182s V257a;
PRVABC59,Ku501215,2015-12-01,North America,Puerto Rico,Puerto Rico,Lanciotti Et Al,Emerging Infect. Dis. 22  5  933-935  2016 ,Phylogeny Of Zika Virus In Western Hemisphere 2015,https://www.ncbi.nlm.nih.gov/nuccore/KU501215,2016.00,Genbank,2015-12-xx,unknown
PuertoRico/2016/FL008U,Ky075933,2016-06-21,North America,Puerto Rico,Puerto Rico,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY075933,2016.47,Genbank,2016-06-21,Aa: Ns5: N556h; Env: I1l; Ns3: K587r A613v;
BRA/2016/FC_DQ68D1,Ky785467,2016-04-01,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785467,2016.25,Genbank,2016-04-01,unknown
BRA/2016/FC_DQ192D1,Ky785485,2016-05-10,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785485,2016.36,Genbank,2016-05-10,unknown
USVI/23/2016,Vi23,2016-07-12,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/,2016.53,Fh,2016-07-12,Aa: Ns4b: T159a; Ns5: S406g E441k M883v;
USVI/39/2016,Vi39,2016-11-09,North America,USVI,Saint Croix,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.86,Fh,2016-11-09,unknown
USVI/30/2016,Vi30,2016-08-07,North America,USVI,Saint Croix,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/,2016.60,Fh,2016-08-07,unknown
USVI/32/2016,Vi32,2016-08-11,North America,USVI,Saint Croix,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/,2016.61,Fh,2016-08-11,unknown
USVI/37/2016,Vi37,2016-10-06,North America,USVI,Saint Croix,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.76,Fh,2016-10-06,Aa: Ns1: K213e;
USVI/12/2016,Vi12,2016-11-04,North America,USVI,Saint Croix,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.84,Fh,2016-11-04,Aa: Ns5: T337a; Ns1: H35y I236m;
USVI/2/2016,Vi2,2016-09-28,North America,USVI,Saint Croix,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.74,Fh,2016-09-28,unknown
USVI/1/2016,Vi1,2016-09-28,North America,USVI,Saint Croix,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.74,Fh,2016-09-28,unknown
USIV/35/2016,Vi35,2016-09-08,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.69,Fh,2016-09-08,Aa: Ns4a: T36i;
USVI/27/2016,Vi27,2016-08-19,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/,2016.63,Fh,2016-08-19,Aa: Ns2a: V42a;
USVI/25/2016,Vi25,2016-09-27,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/,2016.74,Fh,2016-09-27,Aa: Ca: W69l; Ns5: T833a;
USVI/6/2016,Vi6,2016-10-19,North America,USVI,Saint John,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.80,Fh,2016-10-19,unknown
USVI/21/2016,Vi21,2016-11-07,North America,USVI,Saint John,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/,2016.85,Fh,2016-11-07,Aa: Ns3: K530r;
USVI/34/2016,Vi34,2016-08-01,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.58,Fh,2016-08-01,Aa: Ns5: S651n;
USVI/43/2016,Vi43,2016-07-19,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.55,Fh,2016-07-19,Aa: Ns5: K45r;
USVI/3/2016,Vi3,2016-09-26,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.74,Fh,2016-09-26,unknown
USVI/5/2016,Vi5,2016-10-17,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.79,Fh,2016-10-17,Aa: Ns1: V194a;
USVI/13/2016,Vi13,2016-08-13,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.62,Fh,2016-08-13,unknown
USVI/38/2016,Vi38,2016-10-25,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.82,Fh,2016-10-25,unknown
USVI/24/2016,Vi24,2016-09-13,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/,2016.70,Fh,2016-09-13,Aa: Ns5: V267a;
BRA/2016/FC_6418,Ky785410,2016-03-27,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785410,2016.24,Genbank,2016-03-27,unknown
Brazil/2016/ZBRC16,Ky558991,2016-01-19,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY558991,2016.05,Genbank,2016-01-19,Aa: Ns5: P247s K560r; Env: S368g I448v;
Rio_U1,Ku926309,2016-01-14,South America,Brazil,Brazil,Bonaldo Et Al,Plos Negl Trop Dis 10  6  E0004816  2016 ,Isolation Of Infective Zika Virus From Urine And Saliva Of Patients In Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KU926309,2016.04,Genbank,2016-01-14,Aa: Ns2b: M32i;
RIO_BM1,Ky272991,2016-02-12,South America,Brazil,Brazil,Bonaldo Et Al,Unpublished,Zika Virus From Breast Milk,https://www.ncbi.nlm.nih.gov/nuccore/KY272991,2016.11,Genbank,2016-02-12,Aa: Ns2a: G131s; Ns1: N95s;
BRA/2016/FC_DQ5D1,Ky785437,2016-03-14,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785437,2016.20,Genbank,2016-03-14,Aa: Ns5: V267a T646n;
Brazil/2016/ZBRY7,Ky559032,2016-01-01,South America,Brazil,Brazil,Faria Et Al,Nature 546  7658  406-410  2017 ,Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559032,2016.08,Genbank,2016-01-xx,Aa: Ns5: M377i N428s;
Brazil/2016/ZBRY1,Ky559025,2016-01-15,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559025,2016.04,Genbank,2016-01-15,Aa: Mp: S8p; Ns1: K191n;
BRA/2016/FC_5905,Ky014308,2016-03-23,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014308,2016.22,Genbank,2016-03-23,Aa: Ca: I80t; Ns4a: T63s;
NIC/6188_13A1/2016,Ky765326,2016-06-30,North America,Nicaragua,Nicaragua,Shabman Et Al,Submitted  13-mar-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KY765326,2016.50,Genbank,2016-06-30,Aa: Ns5: A91t;
