Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Fauna Date,Raw Date,Host,Labels
A/Henan/11157/2017,Epi971253,2017-02-04,unknown,China,Henan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-04,Human,Aa: Np: D375e;
A/Henan/13706/2017,Epi971477,2017-02-21,unknown,China,Henan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.14,2018.22,2017-02-21,Human,unknown
A/Henan/13705/2017,Epi971469,2017-02-21,unknown,China,Henan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.14,2018.22,2017-02-21,Human,unknown
A/Environment/Hubei/1049,Epi1100952,2017-01-20,unknown,China,Hubei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.05,2018.22,2017-01-20,Environment,unknown
A/Henan/11159/2017,Epi971293,2017-02-08,unknown,China,Henan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-08,Human,unknown
A/Hunan/25364/2017,Epi1104000,2017-03-19,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.21,2018.22,2017-03-19,Human,unknown
A/Henan/17867/2017,Epi1101968,2017-03-18,unknown,China,Henan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.21,2018.22,2017-03-18,Human,unknown
A/Hebei/22045/2017,Epi1101800,2017-04-13,unknown,China,Hebei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.28,2018.22,2017-04-13,Human,unknown
A/Hunan/25349/2017,Epi1102246,2017-04-13,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.28,2018.22,2017-04-13,Human,unknown
A/Hunan/25355/2017,Epi1103952,2017-03-29,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.24,2018.22,2017-03-29,Human,unknown
A/Hunan/25363/2017,Epi1103992,2017-03-16,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.20,2018.22,2017-03-16,Human,unknown
A/Anhui/13443/2017,Epi1100424,2017-01-13,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.03,2018.22,2017-01-13,Human,Aa: Np: V67i;
A/Anhui/60927/2016,Epi887981,2016-12-18,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.96,2018.22,2016-12-18,Human,Aa: Np: N370k;
A/Anhui/60928/2016,Epi888005,2016-12-15,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.96,2018.22,2016-12-15,Human,unknown
A/Anhui/60929/2016,Epi888013,2016-12-15,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.96,2018.22,2016-12-15,Human,unknown
A/Anhui/13431/2017,Epi971373,2017-01-13,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.03,2018.22,2017-01-13,Human,unknown
A/Henan/15336/2017,Epi1101944,2017-03-07,unknown,China,Henan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.18,2018.22,2017-03-07,Human,unknown
A/Henan/15338/2017,Epi1101952,2017-03-13,unknown,China,Henan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.19,2018.22,2017-03-13,Human,unknown
A/Anhui/60933/2016,Epi888037,2016-12-19,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.97,2018.22,2016-12-19,Human,unknown
A/Anhui/60934/2016,Epi888045,2016-12-19,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.97,2018.22,2016-12-19,Human,unknown
A/Anhui/60935/2016,Epi888053,2016-12-19,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.97,2018.22,2016-12-19,Human,unknown
A/Anhui/13433/2017,Epi971389,2017-01-17,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.04,2018.22,2017-01-17,Human,unknown
A/Anhui/13432/2017,Epi971381,2017-01-17,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.04,2018.22,2017-01-17,Human,unknown
A/Anhui/29171/2017,Epi1100464,2017-02-28,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.16,2018.22,2017-02-28,Human,unknown
A/Anhui/29172/2017,Epi1100472,2017-03-02,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.16,2018.22,2017-03-02,Human,unknown
A/Anhui/60931/2016,Epi888029,2016-12-13,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.95,2018.22,2016-12-13,Human,unknown
A/Anhui/13439/2017,Epi971413,2017-01-06,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-06,Human,unknown
A/Environment/Hubei/1216,Epi1104056,2017-02-18,unknown,China,Hubei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.13,2018.22,2017-02-18,Environment,unknown
A/Chongqing-shapingba/61/2017,Epi1100752,2017-05-15,unknown,China,Chongqing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.37,2018.22,2017-05-15,Human,unknown
A/Chongqing-Kaixian/61/2017,Epi1100744,2017-06-03,unknown,China,Chongqing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.42,2018.22,2017-06-03,Human,unknown
A/Sichuan/29765/2017,Epi1102894,2017-05-31,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.41,2018.22,2017-05-31,Human,unknown
A/Hunan/2650/2016,Epi961188,2016-01-26,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.07,2018.22,2016-01-26,Human,unknown
A/Fujian/30766/2016,Epi1101480,2016-03-15,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.20,2018.22,2016-03-15,Human,Aa: Np: S84n;
A/Environment/Hunan/5112,Epi1101024,2016-02-02,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.09,2018.22,2016-02-02,Environment,unknown
A/Chicken/Liaoning/304,Epi979566,2017-03-04,unknown,China,Liaoning,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.17,2018.22,2017-03-04,Chicken,unknown
A/Chicken/Shandong/210,Epi979574,2017-02-10,unknown,China,Shandong,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.11,2018.22,2017-02-10,Chicken,Aa: Np: S344l T433n;
A/Jiangsu/24150/2017,Epi1102270,2017-01-31,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.08,2018.22,2017-01-31,Human,unknown
A/Jiangsu/60452/2016,Epi888061,2016-12-19,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.97,2018.22,2016-12-19,Human,Aa: Np: V406i;
A/Jiangsu/JT530/2016,Epi1102326,2016-12-24,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.98,2018.22,2016-12-24,Human,Aa: Np: A70s T433a;
A/Zhejiang/10/2016,Epi887773,2016-12-18,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.96,2018.22,2016-12-18,Human,unknown
A/Jiangsu/6454/2017,Epi1103904,2017-01-06,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-06,Human,Aa: Np: D101e;
A/Jiangsu/60451/2016,Epi887949,2016-12-19,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.97,2018.22,2016-12-19,Human,unknown
A/Jiangsu/8190/2017,Epi1103228,2017-01-02,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.00,2018.22,2017-01-02,Human,Aa: Np: M371i R452k;
A/Jiangsu/11556/2017,Epi971229,2017-02-01,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.08,2018.22,2017-02-01,Human,unknown
A/Jiangsu/11557/2017,Epi971237,2017-02-07,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-07,Human,unknown
A/Environment/Jiangsu/1209,Epi1101176,2016-12-29,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.99,2018.22,2016-12-29,Environment,unknown
A/Beijing/19955/2017,Epi1100544,2017-04-05,unknown,China,Beijing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.26,2018.22,2017-04-05,Human,unknown
A/Shandong/19419/2017,Epi1102598,2017-02-24,unknown,China,Shandong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.15,2018.22,2017-02-24,Human,unknown
A/Jiangsu/60461/2016,Epi887885,2016-12-20,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.97,2018.22,2016-12-20,Human,unknown
A/Jiangsu/60462/2016,Epi887877,2016-12-16,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.96,2018.22,2016-12-16,Human,unknown
A/Environment/Jiangsu/1205,Epi1101144,2016-12-14,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.95,2018.22,2016-12-14,Environment,unknown
A/Jiangsu/60465/2016,Epi887861,2016-12-09,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.94,2018.22,2016-12-09,Human,unknown
A/Jiangsu/8188/2016,Epi1103207,2016-12-31,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.00,2018.22,2016-12-31,Human,unknown
A/Environment/Hunan/806,Epi1100976,2017-01-17,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.04,2018.22,2017-01-17,Environment,unknown
A/Beijing/10934/2017,Epi1100528,2017-02-14,unknown,China,Beijing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.12,2018.22,2017-02-14,Human,unknown
A/Zhejiang/9/2016,Epi887781,2016-12-12,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.95,2018.22,2016-12-12,Human,unknown
A/Environment/Hunan/807,Epi1100992,2017-01-17,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.04,2018.22,2017-01-17,Environment,Aa: Np: N21s;
A/Hunan/8593/2017,Epi1102140,2017-01-18,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.05,2018.22,2017-01-18,Human,unknown
A/Hunan/6946/2017,Epi1102088,2017-01-16,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.04,2018.22,2017-01-16,Human,unknown
A/Hunan/11025/2017,Epi1102206,2017-02-10,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.11,2018.22,2017-02-10,Human,unknown
A/Hunan/6947/2017,Epi1102096,2017-01-09,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.02,2018.22,2017-01-09,Human,unknown
A/Anhui/60936/2016,Epi887941,2016-12-16,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.96,2018.22,2016-12-16,Human,unknown
A/Jiangsu/60450/2016,Epi887957,2016-12-19,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.97,2018.22,2016-12-19,Human,unknown
A/Beijing/22670/2017,Epi1100608,2017-04-23,unknown,China,Beijing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.31,2018.22,2017-04-23,Human,unknown
A/Hebei/24994/2017,Epi1101824,2017-04-29,unknown,China,Hebei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.32,2018.22,2017-04-29,Human,unknown
A/Jiangsu/11586/2017,Epi971205,2017-02-03,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-03,Human,unknown
A/Jiangsu/11587/2017,Epi971165,2017-02-03,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-03,Human,unknown
A/Jiangsu/11590/2017,Epi971189,2017-02-07,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-07,Human,unknown
A/Gansu/27151/2017,Epi1101520,2017-04-21,unknown,China,Gansu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.30,2018.22,2017-04-21,Human,unknown
A/Environment/Xinjiang/2273,Epi1101312,2017-06-28,unknown,China,Xinjiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.49,2018.22,2017-06-28,Environment,unknown
A/Environment/Xinjiang/3231,Epi1101320,2017-06-28,unknown,China,Xinjiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.49,2018.22,2017-06-28,Environment,unknown
A/Shanxi/26570/2017,Epi1102654,2017-05-14,unknown,China,Shanxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.36,2018.22,2017-05-14,Human,unknown
A/Shanxi/26569/2017,Epi1102646,2017-05-14,unknown,China,Shanxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.36,2018.22,2017-05-14,Human,unknown
A/Shanxi/26571/2017,Epi1102662,2017-05-14,unknown,China,Shanxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.36,2018.22,2017-05-14,Human,unknown
A/Environment/Hebei/2742,Epi1100888,2017-05-01,unknown,China,Hebei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.33,2018.22,2017-05-01,Environment,Aa: Np: L328m;
A/Environment/Xinjiang/3232,Epi1101352,2017-06-28,unknown,China,Xinjiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.49,2018.22,2017-06-28,Environment,unknown
A/Environment/InnerMongolia/2866,Epi1101056,2017-05-26,unknown,China,Neimenggu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.40,2018.22,2017-05-26,Environment,unknown
A/Environment/InnerMongolia/2867,Epi1101080,2017-05-26,unknown,China,Neimenggu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.40,2018.22,2017-05-26,Environment,unknown
A/Beijing/19957/2017,Epi1100552,2017-04-06,unknown,China,Beijing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.26,2018.22,2017-04-06,Human,unknown
A/Beijing/27154/2017,Epi1100632,2017-05-18,unknown,China,Beijing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.38,2018.22,2017-05-18,Human,Aa: Np: T424a;
A/Beijing/25687/2017,Epi1100624,2017-05-09,unknown,China,Beijing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.35,2018.22,2017-05-09,Human,unknown
A/Hebei/22042/2017,Epi1101784,2017-04-15,unknown,China,Hebei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.28,2018.22,2017-04-15,Human,unknown
A/Hebei/24991/2017,Epi1101808,2017-04-22,unknown,China,Hebei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.30,2018.22,2017-04-22,Human,unknown
A/Beijing/22669/2017,Epi1100600,2017-04-23,unknown,China,Beijing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.31,2018.22,2017-04-23,Human,unknown
A/Hebei/24997/2017,Epi1101840,2017-04-29,unknown,China,Hebei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.32,2018.22,2017-04-29,Human,unknown
A/Hebei/24992/2017,Epi1101816,2017-04-27,unknown,China,Hebei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.32,2018.22,2017-04-27,Human,unknown
A/Beijing/25686/2017,Epi1100616,2017-05-05,unknown,China,Beijing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.34,2018.22,2017-05-05,Human,unknown
A/Beijing/28708/2017,Epi1100672,2017-06-07,unknown,China,Beijing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.43,2018.22,2017-06-07,Human,unknown
A/Jiangsu/8186/2016,Epi1103185,2016-12-29,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.99,2018.22,2016-12-29,Human,unknown
A/Zhejiang/16/2016,Epi887725,2016-12-21,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.97,2018.22,2016-12-21,Human,unknown
A/Jiangsu/8191/2017,Epi1103240,2017-01-03,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-03,Human,unknown
A/Jiangsu/8193/2017,Epi1103261,2017-01-04,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-04,Human,Aa: Np: E454g;
A/Jiangsu/8206/2017,Epi1103348,2017-01-05,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-05,Human,unknown
A/Jiangsu/8189/2016,Epi1103218,2016-12-31,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.00,2018.22,2016-12-31,Human,unknown
A/Jiangxi/10665/2017,Epi1102366,2017-01-07,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.02,2018.22,2017-01-07,Human,unknown
A/Jiangsu/11582/2017,Epi1103365,2017-01-11,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.03,2018.22,2017-01-11,Human,unknown
A/Jiangsu/11555/2017,Epi971501,2017-02-03,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-03,Human,unknown
A/Jiangsu/11581/2017,Epi971245,2017-01-13,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.03,2018.22,2017-01-13,Human,unknown
A/Guangdong/17SF039/2017,Epi1013242,2017-02-15,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.12,2018.22,2017-02-15,Human,unknown
A/Guangxi/18910/2017,Epi1018161,2017-03-18,unknown,China,Guangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.21,2018.22,2017-03-18,Human,Aa: Np: S34g;
A/Hunan/17875/2017,Epi1022626,2017-02-28,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.16,2018.22,2017-02-28,Human,unknown
A/Jiangsu/6463/2017,Epi1103800,2017-01-07,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.02,2018.22,2017-01-07,Human,unknown
A/Jiangxi/10662/2017,Epi1102350,2017-01-06,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-06,Human,unknown
A/Jiangxi/10666/2017,Epi1102374,2017-01-10,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.02,2018.22,2017-01-10,Human,unknown
A/Jiangsu/6456/2017,Epi1103920,2017-01-09,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.02,2018.22,2017-01-09,Human,unknown
A/Hunan/8591/2017,Epi1102128,2017-01-22,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-22,Human,unknown
A/Environment/Hebei/2744,Epi1100904,2017-05-17,unknown,China,Hebei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.37,2018.22,2017-05-17,Environment,unknown
A/Tianjin/22164/2017,Epi1102910,2017-04-13,unknown,China,Tianjin,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.28,2018.22,2017-04-13,Human,unknown
A/Tianjin/22163/2017,Epi1102902,2017-04-13,unknown,China,Tianjin,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.28,2018.22,2017-04-13,Human,unknown
A/Jiangxi/10680/2017,Epi1102478,2017-02-02,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-02,Human,unknown
A/Jiangsu/11588/2017,Epi971197,2017-02-03,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-03,Human,Aa: Np: M448l;
A/Liaoning/13453/2017,Epi1102502,2017-01-27,unknown,China,Liaoning,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.07,2018.22,2017-01-27,Human,unknown
A/Liaoning/13454/2017,Epi971309,2017-01-27,unknown,China,Liaoning,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.07,2018.22,2017-01-27,Human,unknown
A/Liaoning/14356/2017,Epi1102510,2017-01-27,unknown,China,Liaoning,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.07,2018.22,2017-01-27,Human,unknown
A/Liaoning/14358/2017,Epi1102518,2017-01-27,unknown,China,Liaoning,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.07,2018.22,2017-01-27,Human,unknown
A/Jiangsu/11583/2017,Epi971213,2017-01-29,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.08,2018.22,2017-01-29,Human,unknown
A/Jiangsu/11585/2017,Epi971157,2017-01-31,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.08,2018.22,2017-01-31,Human,unknown
A/Jilin/24141/2017,Epi1102494,2017-04-20,unknown,China,Jilin,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.30,2018.22,2017-04-20,Human,unknown
A/Beijing/22136/2017,Epi1100584,2017-04-19,unknown,China,Beijing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.30,2018.22,2017-04-19,Human,unknown
A/Zhejiang/34/2017,Epi1103070,2017-02-06,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-06,Human,unknown
A/Jiangsu/11589/2017,Epi971173,2017-02-06,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-06,Human,unknown
A/Jiangsu/60459/2016,Epi887901,2016-12-12,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.95,2018.22,2016-12-12,Human,Aa: Np: A403t;
A/Zhejiang/4/2017,Epi887677,2017-01-05,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-05,Human,unknown
A/Jiangsu/YY201602/2016,Epi1102334,2016-12-29,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.99,2018.22,2016-12-29,Human,unknown
A/Sichuan/8606/2017,Epi1102670,2017-01-24,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-24,Human,unknown
A/Sichuan/11020/2017,Epi1102694,2017-02-07,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-07,Human,unknown
A/Suzhou/78/2016,Epi922190,2016-12-26,unknown,China,Jiangsu,Jiangsu Provincial Center For Disease Control & Prevention,unknown,unknown,unknown,2016.99,2018.22,2016-12-26,Human,unknown
A/Jiangsu/8178/2016,Epi1103840,2016-12-26,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.99,2018.22,2016-12-26,Human,unknown
A/Jiangsu/8180/2016,Epi1103856,2016-12-26,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.99,2018.22,2016-12-26,Human,unknown
A/Jiangsu/8192/2017,Epi1103252,2017-01-04,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-04,Human,unknown
A/Jiangsu/8167/2016,Epi1103816,2016-12-16,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.96,2018.22,2016-12-16,Human,unknown
A/Suzhou/67/2016,Epi921570,2016-12-16,unknown,China,Jiangsu,Jiangsu Provincial Center For Disease Control & Prevention,unknown,unknown,unknown,2016.96,2018.22,2016-12-16,Human,unknown
A/Sichuan/9680/2017,Epi1102686,2017-01-25,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.07,2018.22,2017-01-25,Human,Aa: Np: G5s S84g;
A/Sichuan/11021/2017,Epi1102702,2017-02-09,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.11,2018.22,2017-02-09,Human,unknown
A/Sichuan/24986/2017,Epi1102798,2017-04-07,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.26,2018.22,2017-04-07,Human,unknown
A/Sichuan/11022/2017,Epi1102710,2017-02-11,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.11,2018.22,2017-02-11,Human,unknown
A/Sichuan/12219/2017,Epi971125,2017-02-19,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.13,2018.22,2017-02-19,Human,unknown
A/Sichuan/12218/2017,Epi971117,2017-02-19,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.13,2018.22,2017-02-19,Human,unknown
A/Sichuan/17267/2017,Epi1102718,2017-03-06,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.18,2018.22,2017-03-06,Human,unknown
A/Sichuan/24987/2017,Epi1102806,2017-04-22,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.30,2018.22,2017-04-22,Human,unknown
A/Chongqing-Shapingba/62/2017,Epi1100760,2017-06-06,unknown,China,Chongqing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.43,2018.22,2017-06-06,Human,Aa: Np: L328m;
A/Sichuan/24976/2017,Epi1102734,2017-04-27,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.32,2018.22,2017-04-27,Human,Aa: Np: I425v;
A/Sichuan/24984/2017,Epi1102782,2017-05-01,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.33,2018.22,2017-05-01,Human,Aa: Np: I316t;
A/Sichuan/24989/2017,Epi1102814,2017-04-30,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.33,2018.22,2017-04-30,Human,unknown
A/Sichuan/24982/2017,Epi1102766,2017-04-26,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.31,2018.22,2017-04-26,Human,unknown
A/Sichuan/24981/2017,Epi1102758,2017-04-21,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.30,2018.22,2017-04-21,Human,unknown
A/Sichuan/27181/2017,Epi1102830,2017-05-06,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.34,2018.22,2017-05-06,Human,unknown
A/Sichuan/27184/2017,Epi1102854,2017-05-15,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.37,2018.22,2017-05-15,Human,unknown
A/Sichuan/24983/2017,Epi1102774,2017-04-30,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.33,2018.22,2017-04-30,Human,unknown
A/Sichuan/24985/2017,Epi1102790,2017-04-19,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.30,2018.22,2017-04-19,Human,unknown
A/Sichuan/27182/2017,Epi1102838,2017-05-07,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.34,2018.22,2017-05-07,Human,unknown
A/Sichuan/27180/2017,Epi1102822,2017-05-04,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.34,2018.22,2017-05-04,Human,unknown
