#data from https://doi.org/10.1371/journal.pntd.0001039.s001 Table S3
Strongyloides_contig_number,p-value,log2_(L3i/L1)_signal_ratio,annotation,PFAM_database_id,
1664,0.3369659,-0.0704,nr,WD40,
1665,0.06061436,-0.63851,unk,zf-C2H2,
1666,0.098780601,-0.1869,cs,Myosin_head,
1667,0.013191234,-0.46702,extmat,Collagen,
1668,0.0059900638,-0.68576,met,adh_short,
1669,0.15320544,-0.56112,unk,SF-assemblin,
1670,0.00540467,-1.26122,met,CLAG,
1671,0.0058834026,-1.04964,cs,Myosin_head,
1672,0.00060695101,-1.70864,unk,PEMT,
1673,0.49199094,-0.05904,nr,DUF1777,
1674,0.16690208,-0.25164,unk,7tm_7,
1675,0.12350793,0.23966,extmat,Col_cuticle_N,
1676,0.99465095,-0.00077,st,UPF0182,
1677,0.069431794,0.2267,prot,UBACT,
1678,0.017484749,0.3968,nr,Histone,
1679,0.0044979613,-0.82076,unk,ECM1,
1680,0.0011685771,-0.93207,nr,Macro,
1681,0.25471564,0.29046,extmat,Sporozoite_P67,
1682,0.014204992,-1.21185,unk,DUF271,
1683,0.025246456,-0.92984,nr,Thioredoxin,
1684,0.12936578,0.25008,tr,zf-CCCH,
1685,0.33302852,0.26036,tr,MFS_1,
1686,0.0056379975,0.32592,extmat,DUF990,
1687,0.029758593,1.84453,cs,Calponin,
1688,0.27951611,0.11116,st,fn3,
1689,0.0068870945,1.89107,met,KH_1,
1690,0.068906652,-0.7999,unk,ShK,
1691,0.080666161,-0.39272,em,Band_7,
1692,0.0075024673,1.52071,met,Phage_rep_org_N,
1693,0.023269714,-0.90598,tr,Adaptin_N,
1694,0.041430179,-0.7782,nr,DEAD,
1695,0.010926728,-0.80841,tr,PRELI,
1696,0.0039983056,-1.17117,st,Neur_chan_LBD,
1697,0.061585584,0.28212,st,BAF1_ABF1,
1698,0.00015016824,1.76607,unk,WD40,
1699,0.00041965065,-1.80322,unk,Ras,
1700,0.70507947,-0.02747,unk,VAR1,
1701,0.0063042606,-0.97848,pm,DnaJ,
1702,0.51323578,0.05159,tf,HLH,
1703,0.85521284,0.03704,met,Pyridoxal_deC,
1704,0.70804083,-0.19935,unk,An_peroxidase,
1705,0.69786701,-0.04249,unk,Spore_permease,
1706,0.91919671,-0.01475,unk,MF_alpha_N,
1707,0.64772113,-0.04908,ps,S4,
1708,0.46972354,-0.07108,tr,HEAT,
1709,0.0010087103,-1.4597,unk,TLC,
1710,0.034926635,-0.43539,nr,DNA_pol_B,
1711,0.0010869017,-1.26812,nr,Seryl_tRNA_N,
1712,0.30996785,-0.0971,met,Peptidase_M24,
1713,0.012956171,0.19491,st,I-set,
1714,0.30516609,-0.30399,cs,Myosin_head,
1715,0.86193175,0.01631,tr,PsiE,
1716,0.010749392,-0.58091,tm,Ribosomal_S11,
1717,0.0002081603,1.35794,unk,Ndr,
1718,0.71748411,-0.14336,unk,DUF682,
1719,0.0074385511,1.42947,unk,MAD,
1720,0.0017662924,-1.31425,unk,NADH5_C,
1721,0.31967108,0.15863,met,Thiolase_N,
1722,0.005521078,-1.17439,unk,Mpp10,
1723,0.0022193821,-1.55063,unk,Glyco_transf_22,
1724,0.034799433,0.21005,unk,DUF443,
1725,0.056548781,-0.24832,em,Complex1_51K,
1726,0.0031123585,-1.10091,unk,Utp14,
1727,0.12858771,-0.138,met,ketoacyl-synt,
1728,0.0010467242,-1.67038,tr,Bestrophin,
1729,0.0062887312,-0.48779,unk,Serpentine_recp,
1730,0.16674398,-0.15797,pm,SAC3_GANP,
1731,0.2581722,-0.15806,st,I-set,
1732,0.0026027541,-0.81299,unk,DUF973,
1733,0.58333831,-0.09326,pm,HSP20,
1734,0.093084748,-0.91227,ps,Pox_VERT_large,
1735,0.0018055477,-1.38519,met,Methyltransf_11,
1736,0.61923687,0.1364,pm,SHQ1,
1737,2.39E-05,3.20473,unk,DUF290,
1738,0.38435144,-0.09296,met,GCV_T,
1739,0.026010195,-0.86009,ps,Brix,
1740,0.68006068,0.05778,st,Calcipressin,
1741,8.06E-05,2.80944,unk,YfhO,
1742,0.3210886,0.06653,nr,Filament,
1743,0.001009877,-1.25061,unk,SAM_2,
1744,0.00033317929,2.35825,cs,7TMR-DISM_7TM,
1745,0.034138306,-0.77392,nr,STAG,
1746,0.019928826,-0.78278,nr,Filament,
1747,0.023648941,-1.15656,unk,DoxD,
1748,0.017388283,-0.84509,unk,Phospholip_B,
1749,0.30166104,0.17229,pm,TLV_coat,
1750,0.012508803,0.51994,unk,YibE_F,
1751,0.0066603737,-0.50013,unk,Capsid_Iridovir,
1752,0.0048194868,-0.86322,unk,DUF713,
1753,0.69406004,-0.02325,unk,DUF1087,
1754,0.00050070704,-0.70147,unk,UPF0057,
1755,0.0089275972,0.82063,unk,DUF1296,
1756,0.85212747,0.01895,unk,UCR_TM,
1757,0.86005693,0.0143,em,ADH_N,
1758,0.48288539,0.05605,pm,Peptidase_M16,
1759,0.01743559,-1.05176,unk,PIG-U,
1760,0.0066054694,-1.37524,cs,Myosin_tail_1,
1761,0.0039200252,-1.13127,imm,MARVEL,
1762,0.001155094,-0.65345,tf,Anti-silence,
1763,0.023467,0.57068,met,CN_hydrolase,
1764,0.0072082524,-1.45994,nr,KH_1,
1765,0.0042035881,-1.58285,tf,GAL11,
1766,0.010119983,-0.36501,em,Mito_carr,
1767,0.36478203,0.12317,unk,ATP-synt_A,
1768,0.94925134,-0.00414,nr,BAF,
1769,0.0090503582,-0.95058,cs,Glycos_transf_1,
1770,3.76E-05,1.7212,met,Fer4_NifH,
1771,0.0036996537,-1.47393,unk,7tm_4,
1772,0.6056686,-0.0445,ps,tRNA-synt_1b,
1773,0.94254995,0.02427,cs,Syndecan,
1774,0.0032815295,-1.36272,unk,Thioredoxin,
1775,0.15003096,-0.546,met,Cation_ATPase_N,
1776,0.0013743498,-1.11571,ps,MAP7,
1777,0.64458443,0.03973,ps,GTP_EFTU,
1778,0.029088993,0.89874,st,Ldl_recept_b,
1779,0.021172835,-1.06105,unk, ,
1780,0.73408511,-0.04554,nr,RB_A,
1781,0.00049898568,-0.8192,st,I-set,
1782,0.24930634,-0.07522,unk,XendoU,
1783,0.51522879,-0.09505,em,efhand,
1784,0.14371905,0.41315,cs,FERM_C,
1785,0.0018066094,-1.50938,unk, ,
1786,0.114887,-0.71646,unk,EGF,
1787,0.031191465,-0.55838,pm,7tm_4,
1788,0.0054985624,0.85833,met,Aminotran_4,
1789,0.32688525,0.09902,unk,Lectin_C,
1790,0.0009432687,-1.16036,met,ABC_membrane_2,
1791,0.68507359,0.01484,cs,Myosin_head,
1792,0.42025172,0.09788,unk,Aa_trans,
1793,0.50046733,0.11816,unk,CAP_N,
1794,0.00087146795,-1.11793,tf,CP2,
1795,0.49498062,0.04608,met,GXGXG,
1796,0.18367861,-0.16191,em,DUF1430,
1797,3.07E-05,-0.59833,extmat,Mucin,
1798,0.14472396,-0.27382,met,Iso_dh,
1799,0.085461809,-0.63919,unk,PAP1,
1800,0.005146214,-0.89133,unk,Sra,
1801,0.37284272,0.21773,unk,PRANC,
1802,0.00049740235,-0.71308,unk,FEZ,
1803,0.68112884,-0.05352,unk,AAA_PrkA,
1804,0.00049927658,-0.92669,nr,Serpentine_recp,
1805,0.02526483,-0.78754,met,2-Hacid_dh,
1806,0.00094350809,0.97133,cs,FHA,
1807,0.0067331814,-1.1344,pm,Baculo_p48,
1808,0.8169529,0.01306,ps,BOP1NT,
1809,0.050789963,-0.19654,cs,Myosin_tail_1,
1810,0.0070950031,-0.59254,unk,Nucleos_tra2_C,
1811,0.087547113,-0.25499,unk,PRANC,
1812,9.57E-05,1.64328,unk,PAN_1,
1813,0.0010286081,-1.32248,unk,AF-4,
1814,0.0037312612,-0.89866,unk,DUF405,
1815,0.069503543,0.80472,unk,Oxidored_q1,
1816,0.62653561,0.11186,unk, ,
1817,0.12866444,0.16862,nr,SBP_bac_10,
1818,0.90775978,0.02904,unk,LRR_1,
1819,0.0076590782,0.34259,unk,CD47,
1820,0.310513,-0.06123,tr,AA_permease,
1821,0.068384918,-0.29276,unk,CHD5,
1822,0.0063013968,-1.06023,met,Peptidase_S10,
1823,0.0031166998,-1.4658,unk,DUF1261,
1824,0.00041659749,-0.99319,tr,Ctr,
1825,0.0043171093,-0.39886,st,DUF773,
1826,0.0060342563,-1.36655,unk,Nop53,
1827,0.003710865,-1.12065,unk,Colicin_im,
1828,0.035927737,-0.45202,unk,Serpentine_recp,
1829,0.035924401,-1.10212,extmat,Col_cuticle_N,
1830,0.00023790296,1.35916,unk,Herpes_BLLF1,
1831,0.12350389,-0.32141,unk,DUF929,
1832,0.0014225252,2.82549,unk,TK,
1833,0.0029763995,-1.11683,tr,SSP160,
1834,0.00062164581,-1.58909,st,Y_phosphatase,
1835,0.00059357076,-1.25729,nr,Pkinase,
1836,0.006696089,0.55454,tf,HLH,
1837,3.64E-05,3.74956,cs,Filamin,
1838,0.0012664426,-1.22728,nr,RRM_1,
1839,0.0083174672,-1.17256,unk,DUF798,
1840,0.011747474,-0.79877,met,CDC45,
1841,0.00013220632,1.89587,unk,Borrelia_orfA,
1842,0.012131975,-0.76238,tr,Merozoite_SPAM,
1843,0.0030629505,-1.04051,tr,Srg,
1844,0.018643126,-0.32087,unk,ELF,
1845,0.0039228064,-0.82206,unk,Sre,
1846,0.012282566,2.06286,tf,Hormone_recep,
1847,0.026460568,0.83652,unk,MAGE,
1848,0.00073876631,-1.66545,st,Neur_chan_LBD,
1849,0.024678859,-0.74803,unk,TetR_C_2,
1850,0.0011401591,1.52956,unk,TMPIT,
1851,0.011580436,-0.93611,unk,Herpes_U26,
1852,0.00031094416,2.78496,unk,Serpentine_recp,
1853,0.023254657,-0.74595,pm,Oxidored_q3,
1854,0.64241786,-0.06937,met,Peptidase_M18,
1855,0.0061139099,-2.24338,em,NADHdh,
1856,0.0042334681,-1.10368,unk, ,
1857,0.05280478,0.64933,unk, ,
1858,0.11626946,0.52063,met,Fumble,
1859,0.46625536,-0.1197,unk,Baculo_helicase,
1860,0.0033084285,1.83775,met,7TMR-DISM_7TM,
1861,3.04E-06,1.61194,tr,Mtc,
1862,0.54189351,-0.06532,nr,SMC_N,
1863,0.00087113841,-1.54807,unk,Tenui_PVC2,
1864,0.88392597,0.05424,nr,DSHCT,
1865,0.15643189,0.59402,pm,Proteasome,
1866,0.053938812,-0.68925,unk,Phe_tRNA-synt_N,
1867,0.0017775274,-1.48779,unk,DUF818,
1868,0.80920239,-0.03767,st,Pkinase,
1869,0.6534231,0.12559,unk,Yos1,
1870,0.18363042,0.34792,unk,Peptidase_C15,
1871,0.77208771,0.03983,tm,CUT,
1872,0.00955553,1.78711,em,Nup133,
1873,0.17300384,0.65762,em,Aldedh,
1874,0.048990891,0.59047,unk,PRANC,
1875,0.0027591173,-0.74345,unk,EGF,
1876,0.0024228875,-1.49816,unk,DUF215,
1877,0.034309962,-0.27842,tf,mTERF,
1878,0.00052087276,1.38661,unk,Serpentine_recp,
1879,0.00068202998,3.06102,unk,Phytoreo_P8,
1880,0.015183065,0.94279,pm,Proteasome,
1881,0.00040244487,1.15216,nr,IF_tail,
1882,0.055018731,0.24358,tf,SNase,
1883,0.0050729032,-1.35804,tf,zf-C4,
1884,0.023531476,0.67724,unk,Colipase,
1885,0.0044713395,-1.28481,cs,PDZ,
1886,0.00013474315,-1.24676,unk,DUF844,
1887,0.0038366874,-1.60853,unk,Acetyltransf_1,
1888,0.22483736,0.45318,pm,AAA,
1889,0.00036367243,1.34685,unk,TNF,
1890,0.0025829866,-1.57481,unk,Borrelia_orfA,
1891,0.11687327,0.41827,unk,nsp7,
1892,0.46520961,0.14581,pm,Inhibitor_I29,
1893,0.0049405621,-1.16858,unk,ANTH,
1894,0.010087469,-1.1262,extmat,Collagen,
1895,0.17167229,-0.26326,met,POR,
1896,0.64907478,0.0353,st,TSP_1,
1897,0.016480574,-0.68895,pm,PrmA,
1898,0.10521281,-0.48356,unk,Sre,
1899,0.15172265,0.31848,ps,eIF2_C,
1900,0.0034037931,-0.96859,unk,7tm_7,
1901,0.40812427,0.25541,st,Y_phosphatase,
1902,0.0013036561,-1.13865,unk,PQ-loop,
1903,0.056423361,-0.3978,st,Pkinase,
1904,0.0023393228,0.95489,cs,Caldesmon,
1905,0.00053030063,-1.469,unk,NCA2,
1906,0.00022006566,-1.65252,nr,HlyIII,
1907,0.0051297051,1.55829,nr,LSM,
1908,0.032357554,-0.83836,unk,COesterase,
1909,0.025771417,0.38122,tf,NAC,
1910,0.077958555,-0.7784,extmat,Collagen,
1911,0.18827893,0.40899,st,7tm_1,
1912,0.015025518,-0.56667,nr,Cullin,
1913,0.0096713365,-1.18944,st,ArfGap,
1914,0.0021509147,-1.07255,cs,I_LWEQ,
1915,0.059174995,-0.73415,cs,Mucin,
1916,0.24030656,-0.22135,st,TolA,
1917,0.0041245248,-1.39243,unk,DUF443,
1918,0.0062981937,-1.10817,unk,Serpentine_recp,
1919,0.10260668,0.85572,ps,EFG_IV,
1920,0.01002789,-0.44238,unk,API5,
1921,0.66357811,-0.07769,cs,Rab5-bind,
1922,0.21596736,-0.33524,st,RCC1,
1923,0.11061761,-0.41155,unk,DUF1925,
1924,0.0035436713,-2.017,cs,Syndecan,
1925,0.06044168,0.61786,unk,Rhabdo_glycop,
1926,0.0085563514,0.78129,pm,HECT,
1927,0.060027593,-0.57734,em,Aldedh,
1928,0.09635955,-0.43561,unk,Herpes_gI,
1929,0.032553653,-0.60962,extmat,Col_cuticle_N,
1930,0.42386777,-0.09579,unk,EzrA,
1931,0.005821869,-1.46014,pm,HSP70,
1932,0.0014457784,-0.98435,unk,DUF1613,
1933,0.24307554,-0.31898,met,Iso_dh,
1934,0.082379925,0.25719,prot,UCH,
1935,0.33211735,0.12712,tr,FlaC_arch,
1936,0.77237022,0.03096,ps,DUF915,
1937,0.009397853,-0.82013,prot,UCH,
1938,0.18407931,-0.23377,ps,tRNA-synt_1b,
1939,0.5853139,0.03017,tr,Clathrin-link,
1940,0.59121544,0.03893,pm,Cpn60_TCP1,
1941,0.069215663,0.35018,tr,Arm,
1942,0.2735704,-0.45929,met,PFK,
1943,0.11523696,-0.53285,tr,Sec7,
1944,0.083666939,-0.6051,unk,Herpes_gp2,
1945,0.72095389,-0.03867,unk,SCF,
1946,0.013643847,-0.58469,unk,zf-B_box,
1947,0.33245197,0.15733,met,3HCDH_N,
1948,0.14981461,0.15773,nr,Macro,
1949,0.014000817,1.27989,unk,RIB43A,
1950,0.0017263148,-1.12914,unk,DNA_pol_phi,
1951,0.0051117565,-1.19396,tr,Ion_trans_2,
1952,0.21112698,-0.21127,pm,Peptidase_C1,
1953,0.23409337,0.249,tr,PHO4,
1954,0.024150285,1.42329,tm,Plasmodium_HRP,
1955,0.0036160156,-0.84805,unk,DUF290,
1956,0.026350696,-0.71299,tf,WD40,
1957,0.25712496,-0.19663,pm,Sulfotransfer_1,
1958,0.0051486291,-0.66211,ps,PCI,
1959,3.01E-05,3.52359,unk,DUF1980,
1960,0.60010186,0.09799,unk,U-box,
1961,0.0029578813,-1.42568,tr,YfhO,
1962,0.00068180073,1.44196,unk,LacY_symp,
1963,0.0092726176,-1.03055,st,Neur_chan_memb,
1964,0.0017740558,-0.86557,unk,7TMR-DISM_7TM,
1965,0.3463416,0.32889,em,2-oxoacid_dh,
1966,0.86580359,-0.01935,unk,YL1,
1967,0.0016895823,1.64474,unk,CASP_C,
1968,0.028135683,0.87026,unk,Cas1p,
1969,0.50786572,0.2089,unk,Parvo_NS1,
1970,0.072435062,-0.58683,tf,Atrophin-1,
1971,0.0029159902,1.62061,unk,ETRAMP,
1972,0.9024783,0.01883,unk,VPS9,
1973,0.0073034315,-0.90891,unk,Herpes_gE,
1974,0.6147498,-0.08339,tf,Bromodomain,
1975,0.0045720383,-0.74683,met,Serpentine_recp,
1976,0.00010336526,2.43749,unk,Thioredoxin,
1977,0.66007656,-0.09572,met,Biopterin_H,
1978,0.10024245,0.73485,unk,7tm_7,
1979,0.0027937386,-0.45948,unk,YccV-like,
1980,0.014416952,1.73057,met,PFK,
1981,0.0026747682,-1.57279,nr,Helicase_C,
1982,0.10705205,0.58754,unk,Cor1,
1983,0.046765812,-0.91875,unk,7TMR-DISM_7TM,
1984,0.37957426,0.1903,cs,Dynactin_p62,
1985,0.89051768,0.02591,unk,C1_1,
1986,0.093078995,0.75049,unk,DUF1253,
1987,0.00024132118,-1.21482,unk,Serpentine_recp,
1988,0.057112248,0.72795,unk,DUF1183,
1989,0.76621104,-0.0922,ps,Serpentine_recp,
1990,0.0036232569,1.30546,unk,Mga,
1991,0.0069892095,-1.03755,pm,Proteasome,
1992,0.31921004,0.07185,unk,DUF1075,
1993,0.0016037984,-0.79119,unk,Serpentine_recp,
1994,0.29326825,-0.31382,tf,Hormone_recep,
1995,0.0024001809,-1.16018,unk,DUF443,
1996,0.012824616,1.57276,pm,Proteasome,
1997,0.00033685868,-1.06041,unk,Serpentine_recp,
1998,0.019039851,-0.59743,tf,Sre,
1999,0.0013973928,-1.63715,ps,Serpentine_recp,
2000,0.08436014,-0.81763,ps,CBF,
2001,0.00054420106,1.46126,met,Trehalase,
2002,0.24162693,0.2372,tr,Synaptobrevin,
2003,0.0015577498,-0.83984,unk,GatB_Yqey,
2004,0.12957547,-0.37574,unk,TatC,
2005,0.0068477899,-0.93284,unk,BTB,
2006,0.0013951411,1.38628,met,Peptidase_M14,
2007,0.0024626477,-0.8025,unk,Ldl_recept_a,
2008,0.001019129,1.67104,unk, ,
2009,0.0060742772,1.66257,unk,Serpentine_recp,
2010,0.00024882322,1.05306,unk,PigN,
2011,0.054957228,-0.33494,ps,PDCD9,
2012,0.22521868,0.27349,unk,Chordopox_L2,
2013,0.76921775,0.06054,pm,SecY,
2014,0.00082154958,3.26126,imm,Abhydrolase_3,
2015,0.00025753424,1.33875,unk,DUF1368,
2016,0.014799945,0.36817,tr,Sugar_tr,
2017,0.00027378042,-1.43704,unk,MreD,
2018,0.080271753,-0.60436,nr,Nodulin-like,
2019,0.0012874962,-1.63073,unk,rRNA_processing,
2020,0.64535151,0.14397,unk,F-box,
2021,0.036921831,0.17879,unk, ,
2022,0.17037154,-0.22501,unk,Pox_L3_FP4,
2023,0.0064173348,-1.37742,tf,LIM,
2024,0.022079098,0.36333,st,Pkinase_Tyr,
2025,0.040091028,0.18668,nr,Peptidase_M2,
2026,0.0048542548,0.65146,unk,DUF1193,
2027,0.0045665742,-0.99609,unk,BRF1,
2028,0.000345551,-1.17487,nr,Radial_spoke,
2029,0.095369701,0.57881,unk,Papilloma_E5A,
2030,0.016304855,-0.76128,unk,Borrelia_orfA,
2031,0.76882453,0.03065,tf,TUDOR,
2032,0.081447675,0.18642,unk,7TMR-DISM_7TM,
2033,0.027349161,-0.28151,cs,MFAP1_C,
2034,0.00809864,-0.92967,unk,Papilloma_E5,
2035,0.001043193,-1.68088,nr,DUF629,
2036,0.42384559,0.17748,tr,DHC_N1,
2037,0.00092387525,1.4743,unk,VMA21,
2038,0.00024254797,3.93287,unk,FTH,
2039,0.0032219515,-1.43363,pm,Glyco_transf_43,
2040,0.10964575,0.33388,unk,Ribonuc_2-5A,
2041,0.017335846,-0.83288,cs,Extensin_2,
2042,0.096707535,0.09304,unk,VAR1,
2043,6.86E-05,2.20434,unk,Sre,
2044,0.33176851,-0.10823,unk,RAP1,
2045,0.066815385,0.44268,tr,Coatamer_beta_C,
2046,0.0029198223,1.61437,prot,ubiquitin,
2047,0.045849982,-0.60279,st,RGS,
2048,0.020502569,-0.40052,em,LuxE,
2049,0.31707564,0.19761,st,Pkinase,
2050,0.0077976697,1.80752,met,adh_short,
2051,0.00038446381,-0.78503,tr,DUF1600,
2052,0.0034128358,-1.3657,unk,DUF1751,
2053,0.0070012419,-1.07082,unk,SelP_N,
2054,0.0053669096,-1.63241,unk,Oxidored_q2,
2055,0.30870004,-0.37908,pm,Peptidase_C1,
2056,0.83971536,-0.02479,tr,EMP24_GP25L,
2057,0.034585511,-0.60484,met,DUF929,
2058,0.096443518,0.20615,st,Pkinase,
2059,0.0021560073,-1.51021,met,Sugar_tr,
2060,0.00084502558,0.85225,unk,YfhO,
2061,0.48749919,-0.06227,tm,Hormone_recep,
2062,0.16481801,0.47451,cs,WH2,
2063,0.041367991,-0.46267,pm,DUF106,
2064,0.19689273,-0.51583,unk,UPF0118,
2065,0.20800505,0.23331,unk,tRNA-synt_2d,
2066,0.024870314,0.39168,st,DUF443,
2067,0.0047281222,-1.25202,unk,Cad,
2068,0.052980495,0.0595,tr,Alpha_adaptin_C,
2069,0.083618007,0.66241,ps,Sucrose_synth,
2070,8.45E-05,-1.01114,tr,TatC,
2071,0.0051003038,0.90743,unk,DUF543,
2072,0.2224509,0.24022,st,PI3_PI4_kinase,
2073,0.017333194,-0.73307,unk,Rft-1,
2074,0.57744018,-0.06473,nr,Oxidored_q1,
2075,0.0057868891,-0.70442,st,Pkinase_Tyr,
2076,0.002366589,0.53996,unk,TatC,
2077,0.40860007,-0.14795,cs,Glycos_transf_2,
2078,0.014056574,-0.78946,unk,Nop14,
2079,0.17390217,-0.21492,tr,SNARE,
2080,0.0070471991,-0.66266,unk,Mucin,
2081,0.011600644,1.17499,st,TM2,
2082,0.65429194,-0.15127,nr,CAF1,
2083,0.033531985,-0.50037,pm,C4dic_mal_tran,
2084,0.10945691,0.77932,unk, ,
2085,0.0020689466,-1.1718,unk,DUF685,
2086,0.5493177,-0.09074,st,Ras,
2087,0.031572013,-0.27145,tr,Gtr1_RagA,
2088,0.003378925,-0.92928,unk,TatC,
2089,0.022053023,0.88756,pm,Innexin,
2090,0.022881133,-0.51504,tm,CDC73,
2091,0.00096944594,-2.12747,unk,Pox_Rap94,
2092,0.46806453,0.10292,unk,WAP,
2093,0.035682106,-0.68141,unk,DUF2013,
2094,0.055886469,-0.46597,st,Y_phosphatase,
2095,0.0017324733,2.10869,st,7tm_1,
2096,0.0020109016,-1.29921,st,SNF,
2097,0.088822404,0.68378,pm,Oxidored_q1_C,
2098,0.24376878,-0.2075,st,MA3,
2099,0.0013246587,-1.70546,tf,RRM_1,
2100,0.076696033,-0.42061,nr,APG6,
2101,0.0083422436,-0.83672,unk,7tm_7,
2102,0.050083722,-0.63413,pm,Peptidase_C1,
2103,0.64495105,-0.15651,unk,PAP1,
2104,0.027469721,-0.38551,tr,Na_sulph_symp,
2105,0.733556,0.09865,unk,Ly-6_related,
2106,0.0034700618,1.3314,st,Pkinase,
2107,0.069278534,0.51277,tf,DUF1546,
2108,6.29E-05,1.89185,unk,Colicin_im,
2109,0.01388922,-0.4213,unk,PAP2,
2110,0.27028042,-0.30485,unk,7tm_7,
2111,0.0013002674,1.71114,tr,TRAP-gamma,
2112,0.0087321211,0.34844,unk,7TMR-DISM_7TM,
2113,0.31307443,0.10372,pm,Calreticulin,
2114,0.06172725,-0.59555,unk,Glycogen_syn,
2115,0.31911288,-0.19098,tr,DUF1421,
2116,0.018658369,-0.87914,unk,Calici_coat,
2117,0.42269063,0.05638,unk,DUF803,
2118,0.0014612888,1.23329,pm,zf-C3HC4,
2119,0.13263789,0.31791,unk,7tm_4,
2120,0.59838143,0.08199,st, ,
2121,7.16E-05,3.02688,unk,TAS2R,
2122,0.00096969303,3.32082,unk,ARD,
2123,0.14770607,-0.40295,nr,7tm_4,
2124,0.045905313,0.97501,pm,Kunitz_BPTI,
2125,0.012428752,0.66077,st,Pkinase_Tyr,
2126,0.016543722,-0.5499,unk,Adeno_100,
2127,0.0046553966,-1.29981,met,Serpentine_recp,
2128,0.0044846598,1.82242,met,A_deaminase,
2129,0.051922932,-0.51777,met,Aldo_ket_red,
2130,0.94455021,-0.00756,unk,Cupin_5,
2131,0.5143118,-0.09485,met,Trp_dioxygenase,
2132,2.76E-05,-0.93003,unk,Serpentine_recp,
2133,0.0071165116,-0.80533,unk,ELF,
2134,0.0005620571,0.37485,unk,TatC,
2135,0.091813594,0.37216,prot,Peptidase_C12,
2136,4.29E-05,3.29191,cs,Myosin_tail_1,
2137,0.023195757,0.48013,tf,Tub,
2138,0.044656124,-0.97253,prot,UCH,
2139,0.043459668,-0.34184,unk,BACK,
2140,0.031100121,-0.70151,st,CNH,
2141,0.32745659,0.20284,unk,Serpentine_recp,
2142,0.012595465,1.14559,unk,DUF2012,
2143,0.0043980442,-0.26907,pm,Band_7,
2144,0.52367187,-0.18093,ps,PUF,
2145,0.30186622,-0.42808,unk,Arena_RNA_pol,
2146,0.22952079,0.30434,st,Pkinase_Tyr,
2147,0.060882155,-0.6467,unk,Serpentine_recp,
2148,0.00059859266,-1.57898,cs,Tubulin,
2149,0.049341559,-0.13054,st,PSI,
2150,0.00074141288,-0.71804,nr,LSM,
2151,0.038947283,0.71213,pm,Proteasome,
2152,0.066806395,-0.28099,unk,DUF821,
2153,0.034740268,-0.32889,ps,RRF,
2154,0.10784099,0.73387,unk,Serendipity_A,
2155,0.7136748,-0.06414,unk,Trehalose_recp,
2156,0.0030765014,-1.03125,met,Acyltransferase,
2157,0.064215523,-0.72282,nr,Nop14,
2158,0.00065078934,1.70615,tm,ATP-synt_A,
2159,0.0014430098,-1.43617,unk,TatC,
2160,0.41896292,-0.17769,unk,Autophagy_N,
2161,0.44942558,0.21109,unk,Herpes_gp2,
2162,0.12801449,0.39853,met,Srg,
2163,0.00044665134,-1.31624,unk,Oxidored_q3,
2164,0.7745377,0.06797,unk,TatC,
2165,0.004220562,-0.40685,tr,WD40,
2166,0.057028212,-0.32398,met,Hydrolase,
2167,0.0086449974,0.56047,unk,Serpentine_recp,
2168,0.00078610302,-0.93472,tf,BRF1,
2169,0.15186443,-0.19967,prot,UQ_con,
2170,0.097931187,0.41143,unk,C4dic_mal_tran,
2171,0.1443699,0.48568,unk,K_tetra,
2172,0.0029813721,1.90385,unk,YMF19,
2173,0.0024924034,-0.97054,tr,Ion_trans_2,
2174,0.003142244,-1.433,tr,DUF986,
2175,0.0014323864,-0.87399,cs,EB1,
2176,0.0011295381,2.06326,ps,Ribonuc_L-PSP,
2177,0.00098293881,-2.15961,unk,VAR1,
2178,0.32189656,0.22026,nr,Evr1_Alr,
2179,0.54387969,-0.05722,unk,SET,
2180,0.0016881096,-0.89167,pm,Pro_isomerase,
2181,0.002697901,-1.21805,nr,TAP_C,
2182,0.0027899371,-0.67152,ps,GTP_EFTU_D2,
2183,0.010661829,-0.85038,unk,GDPD,
2184,0.011062487,-1.02928,tf,bZIP_2,
2185,0.0020652058,-0.63052,unk,Innexin,
2186,0.016602659,1.13503,unk,7tm_4,
2187,0.0012102783,0.84745,unk,DUF706,
2188,0.01380343,-0.78815,unk,DpmII,
2189,0.008317367,-1.38491,unk,Serpentine_recp,
2190,0.00080478446,1.48309,unk,Serpentine_recp,
2191,0.077165575,-0.27937,unk,Ion_trans,
2192,0.11479168,-0.25867,ps,Mgm101p,
2193,0.021121324,1.11977,st,PDEase_I,
2194,0.0014716469,1.86739,tr,MFS_1,
2195,0.00017472997,2.09806,unk,Serpentine_recp,
2196,0.026524092,-0.32235,unk,Activin_recp,
2197,0.31271415,-0.09299,st,TBC,
2198,0.091417775,-0.12387,tr,Arf,
2199,0.017945324,-0.74572,tr,DUF1361,
2200,0.02957436,1.5758,nr,S-antigen,
2201,0.086344651,0.05216,unk,Tenui_PVC2,
2202,0.00086525728,-1.10207,unk,DUF766,
2203,0.077095085,0.38913,unk,FYVE,
2204,0.019560748,-0.69286,st,I-set,
2205,0.011501984,-0.63283,st,7tm_1,
2206,0.012075492,-1.01148,st,G-alpha,
2207,0.048296843,-0.6933,st,efhand,
2208,0.24184028,0.29366,ps,L51_S25_CI-B8,
2209,0.004457922,-1.02962,st,OTU,
2210,0.0071422427,-1.05544,unk,SAM_PNT,
