,0,1,2,3,4,5,6,7,8,9,10,11,topic_id,topic_txt,topics,title,filename,x,y,citations,journal,pub_date,authors,cited_by,n_cites
4209,0.0,0.2706876397132873,0.03542252257466316,0.020667914301157,0.0,0.3724713325500488,0.0,0.0,0.0,0.26185762882232666,0.0,0.03334478661417961,5,sample; pcr; assay; detection; detect; rt; test; time; positive; ibv,Topic: 5,performance of vidisca-454 in feces-suspensions and serum,b11f198de26a3035fb312becd5eeac9a25d5f2c1.json,5.2549410000000005,2.7972226000000004,"1868,4072",Viruses,2012-08-22,"de Vries, Michel; Oude Munnink, Bas B.; Deijs, Martin; Canuti, Marta; Koekkoek, Sylvie M.; Molenkamp, Richard; Bakker, Margreet; Jurriaans, Suzanne; van Schaik, Barbera D. C.; Luyf, Angela C.; Olabarriaga, Silvia D.; van Kampen, Antoine H. C.; van der Hoek, Lia","282,1509,1830,3027,3683",5
4211,0.0,0.161525160074234,0.0,0.0,0.0,0.4525794088840485,0.0,0.030646352097392082,0.2240040302276612,0.1239628717303276,0.0,0.0,5,sample; pcr; assay; detection; detect; rt; test; time; positive; ibv,Topic: 5,"short report: molecular detection of adenoviruses, rhabdoviruses, and paramyxoviruses in bats from kenya",526919a3d53c54d8c3d0d6b3ba24c77f3a665e1a.json,7.659978999999999,6.294179,"1895,4599",Am J Trop Med Hyg,2014-08-06,"Conrardy, Christina; Tao, Ying; Kuzmin, Ivan V.; Niezgoda, Michael; Agwanda, Bernard; Breiman, Robert F.; Anderson, Larry J.; Rupprecht, Charles E.; Tong, Suxiang",898,1
4212,0.0,0.16304396092891693,0.0,0.1653796285390854,0.0,0.0,0.0,0.3029570579528809,0.0,0.0,0.3611270487308502,0.0,10,rna; viral; protein; replication; cell; host; infection; genome; dengue; strand,Topic: 10,hepatitis b virus genotype g forms core-like particles with unique structural properties,621648da481a06d1a2bb80c56e998f7373215be6.json,-6.649261,-22.601868,1117,J Viral Hepat,2011-06-27,"Cotelesage, J J H; Osiowy, C; Lawrence, C; deVarennes, S L; Teow, S; Beniac, D R; Booth, T F",2300,1
4213,0.03509513288736344,0.5622072219848633,0.07489505410194397,0.0,0.0,0.0,0.04323241859674454,0.0,0.16646268963813782,0.0,0.11153174191713333,0.0,1,sequence; gene; strain; genome; specie; genetic; genotype; host; region; identify,Topic: 1,diversity and evolution of viral pathogen community in cave nectar bats (eonycteris spelaea),9464670c290cbe53aef50f1aca3011de96a1333c.json,11.327494999999999,-3.7649825,"3491,4720,246,1309,3866,3456,4072,3742",Viruses,2019-03-12,"Mendenhall, Ian H; Wen, Dolyce Low Hong; Jayakumar, Jayanthi; Gunalan, Vithiagaran; Wang, Linfa; Mauer-Stroh, Sebastian; Su, Yvonne C.F.; Smith, Gavin J.D.","714,3868",2
4214,0.0,0.11383390426635742,0.0,0.16801638901233673,0.0,0.0,0.0,0.375481516122818,0.3351109325885773,0.0,0.0,0.0,7,protein; bind; cell; domain; receptor; activity; membrane; peptide; structure; fusion,Topic: 7,a camel-derived mers-cov with a variant spike protein cleavage site and distinct fusion activation properties,18176d1030fff6410b83e0df1591b3617fc739cb.json,-7.118109,-10.186712,"3325,247",Emerg Microbes Infect,2016-12-21,"Millet, Jean Kaoru; Goldstein, Monty E; Labitt, Rachael N; Hsu, Hung-Lun; Daniel, Susan; Whittaker, Gary R","2172,3527,4328,4415",4
4215,0.0,0.0,0.0,0.3566369116306305,0.038952760398387916,0.0,0.2317950427532196,0.12384559214115146,0.0,0.0,0.20861999690532684,0.03622759878635407,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,isg15 is critical in the control of chikungunya virus infection independent of ube1l mediated conjugation,c9b6f3ff358477fe654fa5e92b3fb85ebd3fb8a5.json,-18.392412,-5.966954,,PLoS Pathog,2011-10-20,"Werneke, Scott W.; Schilte, Clementine; Rohatgi, Anjali; Monte, Kristen J.; Michault, Alain; Arenzana-Seisdedos, Fernando; Vanlandingham, Dana L.; Higgs, Stephen; Fontanet, Arnaud; Albert, Matthew L.; Lenschow, Deborah J.","424,1043,1539,1657,3622,3705,3814,3925,4165",9
4218,0.0,0.8070998787879944,0.0,0.0,0.0,0.0,0.0,0.0,0.15786951780319214,0.0,0.02071366086602211,0.0,1,sequence; gene; strain; genome; specie; genetic; genotype; host; region; identify,Topic: 1,"characterization of a novel orthoreovirus isolated from fruit bat, china",bbe74d62d65366418b61cb33a4ffe5ffcd3a8fce.json,8.605328,-6.278878,"3068,4012,4325",BMC Microbiol,2014-11-30,"Hu, Tingsong; Qiu, Wei; He, Biao; Zhang, Yan; Yu, Jing; Liang, Xiu; Zhang, Wendong; Chen, Gang; Zhang, Yingguo; Wang, Yiyin; Zheng, Ying; Feng, Ziliang; Hu, Yonghe; Zhou, Weiguo; Tu, Changchun; Fan, Quanshui; Zhang, Fuqiang","266,756,2281",3
4220,0.0,0.0,0.0,0.34714028239250183,0.1539103239774704,0.0,0.0,0.0,0.3880235254764557,0.0,0.018259305506944656,0.08751699328422546,8,cov; sars; mers; bat; coronavirus; human; mers_cov; respiratory; syndrome; respiratory_syndrome,Topic: 8,multi-organ damage in human dipeptidyl peptidase 4 transgenic mice infected with middle east respiratory syndrome-coronavirus,db30c72b055266cbd06bb14d7f570f91d8e84e6e.json,-8.594121000000001,-7.2445054,"3271,319,2181",PLoS One,2015-12-23,"Zhao, Guangyu; Jiang, Yuting; Qiu, Hongjie; Gao, Tongtong; Zeng, Yang; Guo, Yan; Yu, Hong; Li, Junfeng; Kou, Zhihua; Du, Lanying; Tan, Wenjie; Jiang, Shibo; Sun, Shihui; Zhou, Yusen","1263,1414,1553,1971,2227,2305,2864,3042,3800,4536,4640",11
4221,0.0,0.0,0.0,0.2551935315132141,0.0,0.0,0.323258638381958,0.0,0.0,0.09823784232139587,0.31363147497177124,0.0,6,infection; response; viral; host; gene; immune; protein; ifn; pathway; expression,Topic: 6,a systematic view on influenza induced host shutoff,d096bbd29d25374aa7fea667ac750e5739370dcf.json,-18.98915,-8.871136,"2569,4279",No data,2016-08-15,"Bercovich-Kinori, Adi; Tai, Julie; Gelbart, Idit Anna; Shitrit, Alina; Ben-Moshe, Shani; Drori, Yaron; Itzkovitz, Shalev; Mandelboim, Michal; Stern-Ginossar, Noam","904,3990",2
4223,0.0,0.2174019664525985,0.3573243319988251,0.0,0.0,0.21995927393436432,0.0,0.0,0.0,0.0,0.0,0.1935575157403946,2,disease; health; outbreak; model; public; datum; transmission; infectious; epidemic; country,Topic: 2,a method to identify respiratory virus infections in clinical samples using next-generation sequencing,871eb9f53e30a9b67bd226ca8235a50c576a2755.json,14.927335999999999,-2.4750216,2992,Sci Rep,2019-02-22,"Kustin, Talia; Ling, Guy; Sharabi, Sivan; Ram, Daniela; Friedman, Nehemya; Zuckerman, Neta; Bucris, Efrat Dahan; Glatman-Freedman, Aharona; Stern, Adi; Mandelboim, Michal",2377,1
4228,0.0,0.0,0.0,0.3024928569793701,0.0,0.2341330945491791,0.29335930943489075,0.0,0.0,0.0,0.16246607899665833,0.0,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,equine arteritis virus does not induce interferon production in equine endothelial cells: identification of nonstructural protein 1 as a main interferon antagonist,d400825a1ea10fb8d5bdbc96b2c00e866eb75f1d.json,-20.03044,-7.5163717000000005,4008,Biomed Res Int,2014-05-25,"Go, Yun Young; Li, Yanhua; Chen, Zhenhai; Han, Mingyuan; Yoo, Dongwan; Fang, Ying; Balasuriya, Udeni B. R.",1295,1
4230,0.4836005866527557,0.0,0.3399154841899872,0.0,0.03192324563860893,0.0,0.0,0.053846754133701324,0.0,0.08758305758237839,0.0,0.0,0,influenza; risk; text; 95; factor; patient; high; ci; increase; group,Topic: 0,transmission of influenza a in a student office based on realistic person-to-person contact and surface touch behaviour,2c20b67e10309a26ad07fdb1ff5c86c9f966230a.json,20.892118,14.766229000000001,,Int J Environ Res Public Health,2018-08-09,"Zhang, Nan; Li, Yuguo",4449,1
4232,0.0,0.1050097718834877,0.0475422777235508,0.0,0.0,0.0,0.0,0.2883371710777283,0.1133020967245102,0.02334926649928093,0.4202377200126648,0.0,10,rna; viral; protein; replication; cell; host; infection; genome; dengue; strand,Topic: 10,the hepatitis e virus intraviral interactome,72b1311ad0c502a391201bff5805dcc57ee1c9e1.json,-6.4027724,-23.306997,"2175,2877,1901,2433",Sci Rep,2015-10-14,"Osterman, Andreas; Stellberger, Thorsten; Gebhardt, Anna; Kurz, Marisa; Friedel, Caroline C.; Uetz, Peter; Nitschko, Hans; Baiker, Armin; Vizoso-Pinto, Maria G.","1431,3234",2
4234,0.1913432329893112,0.0,0.011838158592581749,0.0,0.0,0.041103683412075036,0.0,0.0,0.0,0.0,0.0,0.7515912652015686,11,respiratory; patient; infection; child; viral; clinical; rsv; pneumonia; influenza; acute,Topic: 11,in very young infants severity of acute bronchiolitis depends on carried viruses,184c8c4637d343cd81dddd0d3f5e6c922f538afe.json,-0.61941445,28.33939,,PLoS One,2009-02-25,"Marguet, Christophe; Lubrano, Marc; Gueudin, Marie; Le Roux, Pascal; Deschildre, Antoine; Forget, Chantal; Couderc, Laure; Siret, Daniel; Donnou, Marie-Dominique; Bubenheim, Michael; Vabret, Astrid; Freymuth, François","51,133,144,987,1955,3321,3649",7
4235,0.16728021204471588,0.0,0.06353467702865599,0.0,0.0,0.03630371764302254,0.0,0.0,0.0,0.016262101009488106,0.0,0.7132217884063721,11,respiratory; patient; infection; child; viral; clinical; rsv; pneumonia; influenza; acute,Topic: 11,respiratory virus surveillance in hospitalised pneumonia patients on the thailand-myanmar border,2a79ac3a49714d75cfc75c28df0a4e33d9362969.json,-0.6370604000000001,27.805864,,BMC Infect Dis,2013-09-16,"Turner, Paul; Turner, Claudia; Watthanaworawit, Wanitda; Carrara, Verena; Cicelia, Naw; Deglise, Carole; Phares, Christina; Ortega, Luis; Nosten, Francois",3876,1
4240,0.38458597660064703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4560753405094147,0.0,0.0,0.15283966064453125,8,cov; sars; mers; bat; coronavirus; human; mers_cov; respiratory; syndrome; respiratory_syndrome,Topic: 8,comparative epidemiology of human infections with middle east respiratory syndrome and severe acute respiratory syndrome coronaviruses among healthcare personnel,a7655a74468e485dfd7f45390c5be4c4aa9361a8.json,14.615585000000001,7.6727715,4654,PLoS One,2016-03-01,"Liu, Shelan; Chan, Ta-Chien; Chu, Yu-Tseng; Wu, Joseph Tsung-Shu; Geng, Xingyi; Zhao, Na; Cheng, Wei; Chen, Enfu; King, Chwan-Chuen","67,1739",2
4241,0.07953473925590515,0.0,0.03085699491202832,0.0,0.6625956892967224,0.0,0.22298528254032127,0.0,0.0,0.0,0.0,0.0,4,vaccine; antibody; pedv; pig; infection; response; porcine; epitope; antigen; strain,Topic: 4,experimental infection of a us spike-insertion deletion porcine epidemic diarrhea virus in conventional nursing piglets and cross-protection to the original us pedv infection,9f75752eb62482a4e2919951414267f541e419db.json,-4.9877524000000015,7.3175415999999975,"2351,107,34,2155",Vet Res,2015-11-20,"Lin, Chun-Ming; Annamalai, Thavamathi; Liu, Xinsheng; Gao, Xiang; Lu, Zhongyan; El-Tholoth, Mohamed; Hu, Hui; Saif, Linda J.; Wang, Qiuhong","744,1287,1644,1711,1952,2444,2644,2891,3222,3346",10
4244,0.0,0.422364354133606,0.0,0.12721598148345947,0.0,0.013804697431623936,0.18010297417640686,0.23200352489948275,0.02059008553624153,0.0,0.0,0.0,1,sequence; gene; strain; genome; specie; genetic; genotype; host; region; identify,Topic: 1,coevolution of activating and inhibitory receptors within mammalian carcinoembryonic antigen families,f4714dd09f8ab317ec688ba087e67239b2b93367.json,2.106414,-12.29734,,BMC Biol,2010-02-04,"Kammerer, Robert; Zimmermann, Wolfgang","1250,1552,2711,3967,4168,4280",6
4245,0.21460458636283875,0.0,0.20165778696537007,0.05223020538687706,0.4738154709339142,0.0,0.0,0.05047796294093132,0.0,0.0,0.0,0.0,4,vaccine; antibody; pedv; pig; infection; response; porcine; epitope; antigen; strain,Topic: 4,"ebola virus neutralizing antibodies detectable in survivors of the yambuku, zaire outbreak 40 years after infection",2e3c6d9e2a2a8d2d9b43d5ae7b882c9a82557274.json,-3.2834678,3.8661695,,J Infect Dis,2018-01-15,"Rimoin, Anne W; Lu, Kai; Bramble, Matthew S; Steffen, Imke; Doshi, Reena H; Hoff, Nicole A; Mukadi, Patrick; Nicholson, Bradly P; Alfonso, Vivian H; Olinger, Gerrard; Sinai, Cyrus; Yamamoto, Lauren K; Ramirez, Christina M; Okitolonda Wemakoy, Emile; Kebela Illunga, Benoit; Pettitt, James; Logue, James; Bennett, Richard S; Jahrling, Peter; Heymann, David L; Piot, Peter; Muyembe-Tamfum, Jean Jacques; Hensley, Lisa E; Simmons, Graham",2226,1
4246,0.0,0.0,0.204680398106575,0.0,0.0,0.0,0.1901199072599411,0.0,0.0,0.5908885598182678,0.0,0.0,9,base; drug; high; system; approach; develop; use; activity; dna; hcv,Topic: 9,photodynamic inactivation of mammalian viruses and bacteriophages,8a2fd6ad99f53bb749e4ccaf50fdd36a14bd4aba.json,12.398302000000001,-17.915516,,Viruses,2012-06-26,"Costa, Liliana; Faustino, Maria Amparo F.; Neves, Maria Graça P. M. S.; Cunha, Ângela; Almeida, Adelaide",515,1
4250,0.05480998009443283,0.20835833251476288,0.6625779867172241,0.0,0.0,0.0,0.0,0.0,0.010034882463514805,0.04994963854551315,0.012284081429243088,0.0,2,disease; health; outbreak; model; public; datum; transmission; infectious; epidemic; country,Topic: 2,a graph-based evidence synthesis approach to detecting outbreak clusters: an application to dog rabies,1b08674379f9805e1ab55ce13c056b716433b8a2.json,19.706889999999998,-4.766657,"931,1413,818,1800",PLoS Comput Biol,2018-12-17,"Cori, Anne; Nouvellet, Pierre; Garske, Tini; Bourhy, Hervé; Nakouné, Emmanuel; Jombart, Thibaut",461,1
4253,0.06137769669294357,0.0,0.21674995124340046,0.08969911187887193,0.07790514081716537,0.0,0.0,0.0,0.0,0.5275471210479736,0.0,0.02368821762502193,9,base; drug; high; system; approach; develop; use; activity; dna; hcv,Topic: 9,zoonotic diseases and phytochemical medicines for microbial infections in veterinary science: current state and future perspective,7e988b275962a05ab35cab7441de87933b306a2e.json,14.079882000000001,-17.682724,,Front Vet Sci,2018-07-24,"Shin, Bora; Park, Woojun",2963,1
4254,0.2392599731683731,0.0,0.2119044065475464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.210179090499878,0.3318385481834412,11,respiratory; patient; infection; child; viral; clinical; rsv; pneumonia; influenza; acute,Topic: 11,prevalence of chronic comorbidities in dengue fever and west nile virus: a systematic review and meta-analysis,76a1894ee3ade28e1fd11edd750b988c81ad459b.json,6.8197923,20.078808,,PLoS One,2018-07-10,"Badawi, Alaa; Velummailum, Russanthy; Ryoo, Seung Gwan; Senthinathan, Arrani; Yaghoubi, Sahar; Vasileva, Denitsa; Ostermeier, Emma; Plishka, Mikayla; Soosaipillai, Marcel; Arora, Paul",1137,1
4255,0.2606169581413269,0.0,0.12618418037891388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6068012714385986,11,respiratory; patient; infection; child; viral; clinical; rsv; pneumonia; influenza; acute,Topic: 11,epidemiology and etiology of influenza-like-illness in households in vietnam; it's not all about the kids!,1b8770691fe974dfb269a16db59750370b9c0c21.json,2.7662158,25.285751,313,J Clin Virol,2016-09-27,"Nguyen, Diep Ngoc Thi; Mai, Le Quynh; Bryant, Juliet E.; Hang, Nguyen Le Khanh; Hoa, Le Nguyen Minh; Nadjm, Behzad; Thai, Pham Quang; Duong, Tran Nhu; Anh, Dang Duc; Horby, Peter; van Doorn, H. Rogier; Wertheim, Heiman F.L.; Fox, Annette","501,1219,3876,4060",4
4256,0.0,0.0,0.06973439455032349,0.09802310913801192,0.0,0.0,0.07682079821825027,0.6416101455688477,0.10528375208377838,0.0,0.0,0.0,7,protein; bind; cell; domain; receptor; activity; membrane; peptide; structure; fusion,Topic: 7,"ready, set, fuse! the coronavirus spike protein and acquisition of fusion competence",a1add6ab708156c28d4dfa6e0bd825a53c38e418.json,-14.581256,-19.780891,4429,Viruses,2012-04-12,"Heald-Sargent, Taylor; Gallagher, Tom","12,696,708,869,1207,1543,2429,3121,3239,3275,3325,3614,4556",13
4258,0.0,0.4610299468040466,0.05129406601190567,0.0,0.0,0.0,0.018165677785873413,0.06207183748483658,0.03133662417531013,0.16827206313610074,0.2020857185125351,0.0,1,sequence; gene; strain; genome; specie; genetic; genotype; host; region; identify,Topic: 1,a mobile genetic element with unknown function found in distantly related viruses,52c813a9ed6582f44ae9b23fbb625e0f5a1b7365.json,8.558268,-11.618982,"2688,1170,1092",Virol J,2013-04-25,"Tengs, Torstein; Kristoffersen, Anja Bråthen; Bachvaroff, Tsvetan R; Jonassen, Christine Monceyron","1965,3521",2
4259,0.5035045146942139,0.0,0.4416198432445526,0.0,0.0,0.03727491945028305,0.0,0.0,0.0,0.013054333627223969,0.0,0.0,0,influenza; risk; text; 95; factor; patient; high; ci; increase; group,Topic: 0,reproductive number and serial interval of the first wave of influenza a(h1n1)pdm09 virus in south africa,ab0550f67f34bd6484d7a24b253c8a3e12759b0f.json,23.050644000000002,14.409842000000001,"4133,1393",PLoS One,2012-11-16,"Archer, Brett N.; Tempia, Stefano; White, Laura F.; Pagano, Marcello; Cohen, Cheryl","2879,3156",2
4260,0.3445112109184265,0.0,0.6294947862625122,0.0,0.0,0.0,0.0,0.0,0.014829901047050953,0.0,0.0,0.0,2,disease; health; outbreak; model; public; datum; transmission; infectious; epidemic; country,Topic: 2,estimating the incidence reporting rates of new influenza pandemics at an early stage using travel data from the source country,b3e1d993fd5eb9e538a5acb4f5933d4bb6209878.json,27.682812,7.081812400000001,"3947,3140,1980",Epidemiol Infect,2013-10-10,"CHONG, K. C.; FONG, H. F.; ZEE, C. Y.",3641,1
4261,0.03495834395289421,0.20658452808856964,0.09440627694129944,0.041083253920078285,0.3159978985786438,0.30236151814460754,0.0,0.0,0.0,0.0,0.0,0.0,4,vaccine; antibody; pedv; pig; infection; response; porcine; epitope; antigen; strain,Topic: 4,comparative serological assays for the study of h5 and h7 avian influenza viruses,ca46ca49c4bf5dd684e066f5674cc980b7afb0a5.json,3.7108065999999997,1.6508026000000002,3181,Influenza Res Treat,2013-09-15,"Molesti, Eleonora; Milani, Adelaide; Terregino, Calogero; Cattoli, Giovanni; Temperton, Nigel J.",1156,1
4265,0.0,0.12633907794952393,0.0,0.42998206615448,0.039402998983860016,0.0,0.3971911072731018,0.0,0.0,0.0,0.0,0.0,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,the impact of the interferon-lambda family on the innate and adaptive immune response to viral infections,d887a0239eb93e1f9eed94d50126ba28157c4675.json,-25.915619,-1.2506866,3537,Emerg Microbes Infect,2014-07-16,"Egli, Adrian; Santer, Deanna M; O'Shea, Daire; Tyrrell, D Lorne; Houghton, Michael","54,1043,1424,2191,3446,3741",6
4266,0.0,0.0,0.0,0.0,0.5402549505233765,0.03242351859807968,0.0,0.15493017435073853,0.22052913904190066,0.02103162184357643,0.0,0.02472746931016445,4,vaccine; antibody; pedv; pig; infection; response; porcine; epitope; antigen; strain,Topic: 4,potent and persistent antibody responses against the receptor-binding domain of sars-cov spike protein in recovered patients,b1ec83bddfe11fc5f176972ca4ae358b4f46c79f.json,-6.559439,-4.7378135000000015,,Virol J,2010-11-04,"Cao, Zhiliang; Liu, Lifeng; Du, Lanying; Zhang, Chao; Jiang, Shibo; Li, Taisheng; He, Yuxian","497,2058,2161",3
4268,0.0,0.04927091300487518,0.0,0.4222212731838226,0.0,0.0,0.5044392943382263,0.0,0.0,0.0,0.0,0.0,6,infection; response; viral; host; gene; immune; protein; ifn; pathway; expression,Topic: 6,cd200 receptor restriction of myeloid cell responses antagonizes antiviral immunity and facilitates cytomegalovirus persistence within mucosal tissue,9d089a2632f7a6fc75d5e723ebe2ac9db15c0048.json,-27.804985,-2.6867688,3915,PLoS Pathog,2015-02-05,"Stack, Gabrielle; Jones, Emma; Marsden, Morgan; Stacey, Maria A.; Snelgrove, Robert J.; Lacaze, Paul; Jacques, Laura C.; Cuff, Simone M.; Stanton, Richard J.; Gallimore, Awen M.; Hussell, Tracy; Wilkinson, Gavin W. G.; Ghazal, Peter; Taylor, Philip R.; Humphreys, Ian R.",882,1
4269,0.40224745869636536,0.0653759092092514,0.11513783037662505,0.08016020059585571,0.0,0.12710696458816528,0.0,0.0684342011809349,0.0,0.13867522776126862,0.0,0.0,0,influenza; risk; text; 95; factor; patient; high; ci; increase; group,Topic: 0,survival of influenza a(h1n1) on materials found in households: implications for infection control,c56d753d8b3c0fb68cb1bd22f0b7d10eb3c08e93.json,14.926120000000001,13.805489000000001,,PLoS One,2011-11-22,"Greatorex, Jane S.; Digard, Paul; Curran, Martin D.; Moynihan, Robert; Wensley, Harrison; Wreghitt, Tim; Varsani, Harsha; Garcia, Fayna; Enstone, Joanne; Nguyen-Van-Tam, Jonathan S.","2619,3571",2
4272,0.10890468955039978,0.0,0.0,0.0,0.6217471957206726,0.0,0.015879681333899498,0.0,0.0,0.0,0.0,0.2462528944015503,4,vaccine; antibody; pedv; pig; infection; response; porcine; epitope; antigen; strain,Topic: 4,therapeutic immunoglobulin selected for high antibody titer to rsv also contains high antibody titers to other respiratory viruses,77361db3ae17729e18971ae8641a20691e44afab.json,-3.8679388,5.103123,,Front Immunol,2015-08-28,"Orange, Jordan S.; Du, Wei; Falsey, Ann R.",4538,1
4274,0.0,0.0,0.0,0.4920145273208618,0.06395313888788222,0.0,0.12611800432205195,0.0451911948621273,0.0,0.0,0.2682066857814789,0.0,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,enterovirus 71-induced autophagy increases viral replication and pathogenesis in a suckling mouse model,cbe56b09d64047cba4ee7875c4f55276a0cdf273.json,-22.21136,4.9261989999999996,"2297,711,3620",J Biomed Sci,2014-08-20,"Lee, Ying-Ray; Wang, Po-Shun; Wang, Jen-Ren; Liu, Hsiao-Sheng",1968,1
4275,0.0,0.0,0.0,0.3253928124904633,0.5190272927284241,0.0,0.0,0.0541551485657692,0.0,0.05534648895263672,0.04203444346785545,0.0,4,vaccine; antibody; pedv; pig; infection; response; porcine; epitope; antigen; strain,Topic: 4,self-amplifying mrna vaccines expressing multiple conserved influenza antigens confer protection against homologous and heterosubtypic viral challenge,d26fb6227fcc98e9e8f9fecbedfd47bc4c00e7ba.json,-8.292694000000001,8.907326,3560,PLoS One,2016-08-15,"Magini, Diletta; Giovani, Cinzia; Mangiavacchi, Simona; Maccari, Silvia; Cecchi, Raffaella; Ulmer, Jeffrey B.; De Gregorio, Ennio; Geall, Andrew J.; Brazzoli, Michela; Bertholet, Sylvie",2517,1
4277,0.8164969682693481,0.0,0.11308444291353224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06268754601478578,0,influenza; risk; text; 95; factor; patient; high; ci; increase; group,Topic: 0,knowledge and attitudes of healthcare workers in chinese intensive care units regarding 2009 h1n1 influenza pandemic,4f3a25f455f5b0a76e0379e91f028a69de4be389.json,18.562294,22.460363,,BMC Infect Dis,2011-01-25,"Ma, Xiaochun; He, Zhenyang; Wang, Yushan; Jiang, Li; Xu, Yuan; Qian, Chuanyun; Sun, Rongqing; Chen, Erzhen; Hu, Zhenjie; Zhou, Lihua; Zhou, Fachun; Qin, Tiehe; Cao, Xiangyuan; An, Youzhong; Sun, Renhua; Zhang, Xijing; Lin, Jiandong; Ai, Yuhang; Wu, Dawei; Du, Bin","659,1630,4468",3
4278,0.03775368258357048,0.0,0.0,0.1853722184896469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.770085871219635,11,respiratory; patient; infection; child; viral; clinical; rsv; pneumonia; influenza; acute,Topic: 11,viral findings in adult hematological patients with neutropenia,b3deae058a2e470aac4ba8f9425c6150575f1522.json,-7.867413000000001,25.147017,,PLoS One,2012-05-03,"Öhrmalm, Lars; Wong, Michelle; Aust, Carl; Ljungman, Per; Norbeck, Oscar; Broliden, Kristina; Tolfvenstam, Thomas","2348,2525",2
4279,0.0,0.0,0.0,0.050762731581926346,0.0,0.0,0.2573551833629608,0.22359851002693176,0.0,0.0,0.4640883803367615,0.0,10,rna; viral; protein; replication; cell; host; infection; genome; dengue; strand,Topic: 10,selective degradation of host rna polymerase ii transcripts by influenza a virus pa-x host shutoff protein,39a1d7e4cf03a63037800c831965232d1d259e0f.json,-16.570217,-14.293003,"2718,1292",PLoS Pathog,2016-02-05,"Khaperskyy, Denys A.; Schmaling, Summer; Larkins-Ford, Jonah; McCormick, Craig; Gaglia, Marta M.","904,941,1223,1835,2380,2936,3990,4221,4273,4684",10
4283,0.0,0.22640664875507355,0.0,0.3825551271438599,0.10342423617839812,0.0,0.08158090710639954,0.0,0.20098459720611567,0.0,0.0,0.0,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,allelic variation in the toll-like receptor adaptor protein ticam2 contributes to sars-coronavirus pathogenesis in mice,6d5c9139359f0be11be696bec88268a4f1cf7131.json,-15.628439000000002,9.388601,"4612,2333,3152,1777,3537,489",G3 (Bethesda),2017-06-05,"Gralinski, Lisa E.; Menachery, Vineet D.; Morgan, Andrew P.; Totura, Allison L.; Beall, Anne; Kocher, Jacob; Plante, Jessica; Harrison-Shostak, D. Corinne; Schäfer, Alexandra; Pardo-Manuel de Villena, Fernando; Ferris, Martin T.; Baric, Ralph S.","883,1427,3700",3
4284,0.0,0.0,0.06177458167076112,0.4683374166488648,0.0,0.0,0.0,0.0,0.4570437967777252,0.0,0.0,0.0,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,middle east respiratory syndrome coronavirus infection: virus-host cell interactions and implications on pathogenesis,12f712c348c26e092759d804778defe2d2d4af6f.json,-9.056534,-7.1677669999999996,"3556,3271,319",Virol J,2015-12-22,"Zhou, Jie; Chu, Hin; Chan, Jasper Fuk-Woo; Yuen, Kwok-Yung","1642,2607,3561,4366,4546",5
4287,0.0,0.025272183120250702,0.0,0.06531503796577454,0.024774111807346344,0.0,0.3563726544380188,0.2292705178260803,0.0,0.0,0.2974603474140167,0.0,6,infection; response; viral; host; gene; immune; protein; ifn; pathway; expression,Topic: 6,autophagy promotes infectious particle production of mopeia and lassa viruses,2af1bd7a71e67484330a168ec2aa07e383cef140.json,-20.316129999999998,-13.925944,,Viruses,2019-03-23,"Baillet, Nicolas; Krieger, Sophie; Journeaux, Alexandra; Caro, Valérie; Tangy, Frédéric; Vidalain, Pierre-Olivier; Baize, Sylvain","3972,4035",2
4291,0.2564887702465057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4579446017742157,0.0,0.0,0.2769079804420471,8,cov; sars; mers; bat; coronavirus; human; mers_cov; respiratory; syndrome; respiratory_syndrome,Topic: 8,outbreak of middle east respiratory syndrome coronavirus in saudi arabia: a retrospective study,b9774fe2b5e6e752ff1e59bd6b2e46d7815b4a49.json,4.526198,17.385761,,BMC Infect Dis,2017-01-05,"Aleanizy, Fadilah Sfouq; Mohmed, Nahla; Alqahtani, Fulwah Y.; El Hadi Mohamed, Rania Ali","712,747,4415",3
