,Sort ,State,FIPS ,County ,CountySeat(s) ,Population(2010),LandAreakm2 ,LandAreami2 ,WaterAreakm2 ,WaterAreami2 ,TotalAreakm2 ,TotalAreami2 ,Latitude ,Longitude,Hover
2445,2446,TN,47035,Cumberland,Crossville,"56,053","1,763.848",681.025,9.826,3.794,"1,773.674",684.819,35.952398,-84.994761,Cumberland<br>TN<br>47035
2446,2447,TN,47037,Davidson,Nashville,"626,681","1,305.439",504.033,56.749,21.911,"1,362.188",525.944,36.169129,-86.784790,Davidson<br>TN<br>47037
2447,2448,TN,47039,Decatur,Smithville,"11,757",864.654,333.845,28.589,11.038,893.243,344.883,35.603422,-88.107384,Decatur<br>TN<br>47039
2448,2449,TN,47041,DeKalb,Decaturville,"18,723",788.254,304.347,63.816,24.640,852.070,328.987,35.982220,-85.833596,DeKalb<br>TN<br>47041
2449,2450,TN,47043,Dickson,Charlotte,"49,666","1,268.824",489.896,3.689,1.424,"1,272.513",491.320,36.145533,-87.364155,Dickson<br>TN<br>47043
2450,2451,TN,47045,Dyer,Dyersburg,"38,335","1,326.920",512.327,36.781,14.201,"1,363.701",526.528,36.054196,-89.398306,Dyer<br>TN<br>47045
2451,2452,TN,47047,Fayette,Somerville,"38,413","1,825.387",704.786,3.762,1.453,"1,829.149",706.239,35.196993,-89.413803,Fayette<br>TN<br>47047
2452,2453,TN,47049,Fentress,Jamestown,"17,959","1,291.399",498.612,0.829,0.320,"1,292.228",498.932,36.376079,-84.932703,Fentress<br>TN<br>47049
2453,2454,TN,47051,Franklin,Winchester,"41,052","1,436.257",554.542,54.890,21.193,"1,491.148",575.735,35.155926,-86.099203,Franklin<br>TN<br>47051
2454,2455,TN,47053,Gibson,Trenton,"49,683","1,561.095",602.742,2.353,0.909,"1,563.448",603.651,35.991694,-88.933776,Gibson<br>TN<br>47053
2455,2456,TN,47055,Giles,Pulaski,"29,485","1,582.293",610.927,0.643,0.248,"1,582.935",611.175,35.202723,-87.035319,Giles<br>TN<br>47055
2456,2457,TN,47057,Grainger,Rutledge,"22,657",726.752,280.600,56.615,21.859,783.367,302.459,36.277463,-83.509493,Grainger<br>TN<br>47057
2457,2458,TN,47059,Greene,Greeneville,"68,831","1,611.400",622.165,5.057,1.952,"1,616.456",624.117,36.178998,-82.847746,Greene<br>TN<br>47059
2458,2459,TN,47061,Grundy,Altamont,"13,703",933.779,360.534,1.522,0.588,935.301,361.122,35.387273,-85.722188,Grundy<br>TN<br>47061
2459,2460,TN,47063,Hamblen,Morristown,"62,544",417.451,161.179,37.878,14.625,455.329,175.804,36.218397,-83.266071,Hamblen<br>TN<br>47063
2460,2461,TN,47065,Hamilton,Chattanooga,"336,463","1,404.890",542.431,86.632,33.449,"1,491.522",575.880,35.159186,-85.202296,Hamilton<br>TN<br>47065
2461,2462,TN,47067,Hancock,Sneedville,"6,819",575.858,222.340,2.984,1.152,578.842,223.492,36.521420,-83.227453,Hancock<br>TN<br>47067
2462,2463,TN,47069,Hardeman,Bolivar,"27,253","1,729.510",667.768,6.768,2.613,"1,736.279",670.381,35.218131,-88.989037,Hardeman<br>TN<br>47069
2463,2464,TN,47071,Hardin,Savannah,"26,026","1,495.247",577.318,49.149,18.976,"1,544.396",596.294,35.201893,-88.185696,Hardin<br>TN<br>47071
2464,2465,TN,47073,Hawkins,Rogersville,"56,833","1,261.259",486.975,32.692,12.622,"1,293.951",499.597,36.452206,-82.931386,Hawkins<br>TN<br>47073
2465,2466,TN,47075,Haywood,Brownsville,"18,787","1,380.753",533.112,2.457,0.949,"1,383.210",534.061,35.586690,-89.282536,Haywood<br>TN<br>47075
2466,2467,TN,47077,Henderson,Lexington,"27,769","1,346.983",520.073,15.049,5.811,"1,362.032",525.884,35.653995,-88.387674,Henderson<br>TN<br>47077
2467,2468,TN,47079,Henry,Paris,"32,330","1,455.823",562.096,81.118,31.320,"1,536.941",593.416,36.325398,-88.300384,Henry<br>TN<br>47079
2468,2469,TN,47081,Hickman,Centerville,"24,690","1,586.365",612.499,0.333,0.129,"1,586.698",612.628,35.802396,-87.467114,Hickman<br>TN<br>47081
2469,2470,TN,47083,Houston,Erin,"8,426",518.740,200.286,17.322,6.688,536.062,206.974,36.285777,-87.705605,Houston<br>TN<br>47083
2470,2471,TN,47085,Humphreys,Waverly,"18,538","1,375.232",530.980,66.621,25.722,"1,441.853",556.702,36.040440,-87.790625,Humphreys<br>TN<br>47085
2471,2472,TN,47087,Jackson,Gainesboro,"11,638",798.546,308.320,29.020,11.205,827.565,319.525,36.354242,-85.674182,Jackson<br>TN<br>47087
2472,2473,TN,47089,Jefferson,Dandridge,"51,407",709.859,274.078,104.187,40.227,814.045,314.305,36.048479,-83.440966,Jefferson<br>TN<br>47089
2473,2474,TN,47091,Johnson,Mountain City,"18,244",773.046,298.475,11.002,4.248,784.048,302.723,36.453204,-81.861237,Johnson<br>TN<br>47091
2474,2475,TN,47093,Knox,Knoxville,"432,226","1,316.271",508.215,45.715,17.651,"1,361.986",525.866,35.992727,-83.937721,Knox<br>TN<br>47093
2475,2476,TN,47095,Lake,Tiptonville,"7,832",429.379,165.784,72.802,28.109,502.181,193.893,36.333905,-89.485537,Lake<br>TN<br>47095
2476,2477,TN,47097,Lauderdale,Ripley,"27,815","1,222.454",471.992,92.174,35.589,"1,314.628",507.581,35.762951,-89.627732,Lauderdale<br>TN<br>47097
2477,2478,TN,47099,Lawrence,Lawrenceburg,"41,869","1,598.355",617.128,2.230,0.861,"1,600.585",617.989,35.220476,-87.396546,Lawrence<br>TN<br>47099
2478,2479,TN,47101,Lewis,Hohenwald,"12,161",730.608,282.089,1.032,0.398,731.640,282.487,35.523244,-87.496983,Lewis<br>TN<br>47101
2479,2480,TN,47103,Lincoln,Fayetteville,"33,361","1,477.170",570.338,0.990,0.382,"1,478.160",570.720,35.142532,-86.593388,Lincoln<br>TN<br>47103
2480,2481,TN,47105,Loudon,Loudon,"48,556",593.665,229.216,47.020,18.154,640.685,247.370,35.737450,-84.316204,Loudon<br>TN<br>47105
2481,2482,TN,47107,McMinn,Lafayette,"52,266","1,114.018",430.125,5.331,2.058,"1,119.350",432.183,35.424471,-84.619963,McMinn<br>TN<br>47107
2482,2483,TN,47109,McNairy,Jackson,"26,075","1,457.802",562.860,1.948,0.752,"1,459.750",563.612,35.175626,-88.564671,McNairy<br>TN<br>47109
2483,2484,TN,47111,Macon,Jasper,"22,248",795.498,307.144,0.247,0.095,795.745,307.239,36.537838,-86.001231,Macon<br>TN<br>47111
2484,2485,TN,47113,Madison,Lewisburg,"98,294","1,442.927",557.117,3.909,1.509,"1,446.835",558.626,35.606056,-88.833424,Madison<br>TN<br>47113
2485,2486,TN,47115,Marion,Columbia,"28,237","1,290.227",498.160,36.502,14.093,"1,326.729",512.253,35.133422,-85.618399,Marion<br>TN<br>47115
2486,2487,TN,47117,Marshall,Athens,"30,617",972.437,375.460,1.802,0.696,974.239,376.156,35.468387,-86.765886,Marshall<br>TN<br>47117
2487,2488,TN,47119,Maury,Selmer,"80,956","1,588.021",613.138,6.319,2.440,"1,594.340",615.578,35.615696,-87.077763,Maury<br>TN<br>47119
2488,2489,TN,47121,Meigs,Decatur,"11,753",505.363,195.122,56.013,21.627,561.376,216.749,35.503397,-84.823888,Meigs<br>TN<br>47121
2489,2490,TN,47123,Monroe,Madisonville,"44,519","1,646.105",635.565,44.013,16.994,"1,690.118",652.559,35.447666,-84.249786,Monroe<br>TN<br>47123
2490,2491,TN,47125,Montgomery,Clarksville,"172,331","1,396.462",539.177,12.051,4.653,"1,408.512",543.830,36.500354,-87.380887,Montgomery<br>TN<br>47125
2491,2492,TN,47127,Moore,Lynchburg,"6,362",334.685,129.223,3.093,1.194,337.778,130.417,35.288889,-86.358684,Moore<br>TN<br>47127
2492,2493,TN,47129,Morgan,Wartburg,"21,987","1,352.440",522.180,0.810,0.313,"1,353.250",522.493,36.138697,-84.639262,Morgan<br>TN<br>47129
2493,2494,TN,47131,Obion,Union City,"31,807","1,410.839",544.728,27.916,10.778,"1,438.756",555.506,36.358175,-89.150175,Obion<br>TN<br>47131
2494,2495,TN,47133,Overton,Livingston,"22,083","1,122.715",433.483,3.500,1.351,"1,126.215",434.834,36.344850,-85.283076,Overton<br>TN<br>47133
2495,2496,TN,47135,Perry,Linden,"7,915","1,074.148",414.731,21.084,8.141,"1,095.233",422.872,35.659785,-87.877027,Perry<br>TN<br>47135
2496,2497,TN,47137,Pickett,Byrdstown,"5,077",422.113,162.979,29.823,11.515,451.936,174.494,36.559364,-85.075741,Pickett<br>TN<br>47137
2497,2498,TN,47139,Polk,Benton,"16,825","1,125.806",434.676,19.834,7.658,"1,145.641",442.334,35.109437,-84.541112,Polk<br>TN<br>47139
2498,2499,TN,47141,Putnam,Cookeville,"72,321","1,038.853",401.103,3.784,1.461,"1,042.637",402.564,36.140807,-85.496928,Putnam<br>TN<br>47141
2499,2500,TN,47143,Rhea,Dayton,"31,809",816.823,315.377,54.463,21.028,871.286,336.405,35.600587,-84.949552,Rhea<br>TN<br>47143
2500,2501,TN,47145,Roane,Kingston,"54,181",934.230,360.708,88.756,34.269,"1,022.986",394.977,35.847472,-84.523861,Roane<br>TN<br>47145
2501,2502,TN,47147,Robertson,Springfield,"66,283","1,233.577",476.287,0.452,0.174,"1,234.029",476.461,36.527530,-86.869377,Robertson<br>TN<br>47147
2502,2503,TN,47149,Rutherford,Murfreesboro,"262,604","1,604.145",619.364,12.143,4.689,"1,616.289",624.053,35.843369,-86.417213,Rutherford<br>TN<br>47149
2503,2504,TN,47151,Scott,Huntsville,"22,228","1,378.643",532.297,2.414,0.932,"1,381.057",533.229,36.437239,-84.498386,Scott<br>TN<br>47151
2504,2505,TN,47153,Sequatchie,Dunlap,"14,112",688.568,265.858,0.481,0.186,689.049,266.044,35.372335,-85.410344,Sequatchie<br>TN<br>47153
2505,2506,TN,47155,Sevier,Sevierville,"89,889","1,534.567",592.500,13.515,5.218,"1,548.082",597.718,35.791284,-83.521955,Sevier<br>TN<br>47155
2506,2507,TN,47157,Shelby,Memphis,"927,644","1,976.612",763.174,56.576,21.844,"2,033.189",785.018,35.183794,-89.895397,Shelby<br>TN<br>47157
2507,2508,TN,47159,Smith,Carthage,"19,166",814.004,314.289,28.706,11.084,842.711,325.373,36.255650,-85.942078,Smith<br>TN<br>47159
2508,2509,TN,47161,Stewart,Dover,"13,324","1,189.660",459.330,87.232,33.681,"1,276.892",493.011,36.511756,-87.851548,Stewart<br>TN<br>47161
2509,2510,TN,47163,Sullivan,Blountville,"156,823","1,070.605",413.363,42.330,16.344,"1,112.936",429.707,36.510212,-82.299397,Sullivan<br>TN<br>47163
2510,2511,TN,47165,Sumner,Gallatin,"160,645","1,371.268",529.449,35.658,13.768,"1,406.926",543.217,36.470015,-86.458517,Sumner<br>TN<br>47165
2511,2512,TN,47167,Tipton,Covington,"61,081","1,187.162",458.366,38.715,14.948,"1,225.876",473.314,35.500297,-89.763708,Tipton<br>TN<br>47167
2512,2513,TN,47169,Trousdale,Hartsville,"7,870",295.759,114.193,6.345,2.450,302.104,116.643,36.393030,-86.156691,Trousdale<br>TN<br>47169
2513,2514,TN,47171,Unicoi,Erwin,"18,313",482.165,186.165,0.851,0.328,483.016,186.493,36.100215,-82.418245,Unicoi<br>TN<br>47171
2514,2515,TN,47173,Union,Maynardville,"19,109",578.990,223.549,61.093,23.588,640.083,247.137,36.284140,-83.836088,Union<br>TN<br>47173
2515,2516,TN,47175,Van Buren,Spencer,"5,548",708.142,273.415,2.893,1.117,711.036,274.532,35.699245,-85.458411,Van Buren<br>TN<br>47175
2516,2517,TN,47177,Warren,McMinnville,"39,839","1,120.636",432.680,3.508,1.355,"1,124.144",434.035,35.678282,-85.777363,Warren<br>TN<br>47177
2517,2518,TN,47179,Washington,Jonesborough,"122,979",845.540,326.465,8.633,3.333,854.173,329.798,36.295665,-82.495037,Washington<br>TN<br>47179
2518,2519,TN,47181,Wayne,Waynesboro,"17,021","1,901.311",734.100,4.023,1.553,"1,905.334",735.653,35.242687,-87.819703,Wayne<br>TN<br>47181
2519,2520,TN,47183,Weakley,Dresden,"35,021","1,503.135",580.364,3.680,1.421,"1,506.815",581.785,36.303523,-88.720785,Weakley<br>TN<br>47183
2520,2521,TN,47185,White,Sparta,"25,841",975.579,376.673,7.128,2.752,982.707,379.425,35.927062,-85.455766,White<br>TN<br>47185
2521,2522,TN,47187,Williamson,Franklin,"183,182","1,508.925",582.599,3.029,1.169,"1,511.954",583.768,35.894972,-86.896958,Williamson<br>TN<br>47187
2522,2523,TN,47189,Wilson,Lebanon,"113,993","1,478.433",570.826,32.037,12.370,"1,510.471",583.196,36.148476,-86.290210,Wilson<br>TN<br>47189
2523,2524,TX,48001,Anderson,Palestine,"58,458","2,752.126","1,062.602",39.884,15.399,"2,792.010","1,078.001",31.841266,-95.661744,Anderson<br>TX<br>48001
2524,2525,TX,48003,Andrews,Andrews,"14,786","3,886.830","1,500.713",0.957,0.370,"3,887.787","1,501.083",32.312258,-102.640206,Andrews<br>TX<br>48003
2525,2526,TX,48005,Angelina,Lufkin,"86,771","2,066.235",797.778,173.343,66.928,"2,239.579",864.706,31.251951,-94.611056,Angelina<br>TX<br>48005
2526,2527,TX,48007,Aransas,Rockport,"23,158",652.869,252.074,714.621,275.917,"1,367.490",527.991,28.104225,-96.977983,Aransas<br>TX<br>48007
2527,2528,TX,48009,Archer,Archer City,"9,054","2,339.044",903.110,57.778,22.308,"2,396.821",925.418,33.616305,-98.687267,Archer<br>TX<br>48009
2528,2529,TX,48011,Armstrong,Claude,"1,901","2,354.582",909.109,12.220,4.718,"2,366.802",913.827,34.964179,-101.356636,Armstrong<br>TX<br>48011
2529,2530,TX,48013,Atascosa,Jourdanton,"44,911","3,158.605","1,219.544",4.996,1.929,"3,163.601","1,221.473",28.894296,-98.528187,Atascosa<br>TX<br>48013
2530,2531,TX,48015,Austin,Bellville,"28,417","1,674.449",646.508,25.577,9.875,"1,700.026",656.383,29.891901,-96.270170,Austin<br>TX<br>48015
2531,2532,TX,48017,Bailey,Muleshoe,"7,165","2,141.395",826.797,1.772,0.684,"2,143.167",827.481,34.067521,-102.830345,Bailey<br>TX<br>48017
2532,2533,TX,48019,Bandera,Bandera,"20,485","2,048.579",790.961,17.288,6.675,"2,065.867",797.636,29.755748,-99.260682,Bandera<br>TX<br>48019
2533,2534,TX,48021,Bastrop,Bastrop,"74,171","2,300.299",888.150,19.155,7.396,"2,319.454",895.546,30.103128,-97.311859,Bastrop<br>TX<br>48021
2534,2535,TX,48023,Baylor,Seymour,"3,726","2,246.767",867.482,86.984,33.585,"2,333.750",901.067,33.618172,-99.197228,Baylor<br>TX<br>48023
2535,2536,TX,48025,Bee,Beeville,"31,861","2,279.809",880.239,0.246,0.095,"2,280.056",880.334,28.416077,-97.742586,Bee<br>TX<br>48025
2536,2537,TX,48027,Bell,Belton,"310,235","2,722.118","1,051.016",95.365,36.821,"2,817.483","1,087.837",31.042110,-97.481921,Bell<br>TX<br>48027
2537,2538,TX,48029,Bexar,San Antonio,"1,714,773","3,211.120","1,239.820",42.128,16.266,"3,253.247","1,256.086",29.448671,-98.520147,Bexar<br>TX<br>48029
2538,2539,TX,48031,Blanco,Johnson City,"10,497","1,836.952",709.251,10.815,4.176,"1,847.766",713.427,30.265605,-98.399977,Blanco<br>TX<br>48031
2539,2540,TX,48033,Borden,Gail,641,"2,324.365",897.443,22.298,8.609,"2,346.663",906.052,32.744062,-101.433033,Borden<br>TX<br>48033
2540,2541,TX,48035,Bosque,Meridian,"18,212","2,545.902",982.978,50.672,19.565,"2,596.574","1,002.543",31.900764,-97.637632,Bosque<br>TX<br>48035
2541,2542,TX,48037,Bowie,Boston,"92,565","2,292.154",885.006,98.320,37.962,"2,390.474",922.968,33.446051,-94.422375,Bowie<br>TX<br>48037
2542,2543,TX,48039,Brazoria,Angleton,"313,166","3,516.430","1,357.701",649.793,250.886,"4,166.222","1,608.587",29.167818,-95.434647,Brazoria<br>TX<br>48039
2543,2544,TX,48041,Brazos,Bryan,"194,851","1,516.296",585.445,15.003,5.793,"1,531.299",591.238,30.656725,-96.302389,Brazos<br>TX<br>48041
2544,2545,TX,48043,Brewster,Alpine,"9,232","16,015.795","6,183.733",22.064,8.519,"16,037.859","6,192.252",29.808997,-103.252458,Brewster<br>TX<br>48043
2545,2546,TX,48045,Briscoe,Silverton,"1,637","2,330.991",900.001,4.069,1.571,"2,335.060",901.572,34.525173,-101.205893,Briscoe<br>TX<br>48045
2546,2547,TX,48047,Brooks,Falfurrias,"7,223","2,443.302",943.364,0.742,0.286,"2,444.044",943.650,27.034994,-98.215276,Brooks<br>TX<br>48047
2547,2548,TX,48049,Brown,Brownwood,"38,106","2,446.071",944.433,32.429,12.521,"2,478.500",956.954,31.764103,-98.998470,Brown<br>TX<br>48049
2548,2549,TX,48051,Burleson,Caldwell,"17,187","1,706.871",659.026,46.065,17.786,"1,752.935",676.812,30.493487,-96.622091,Burleson<br>TX<br>48051
2549,2550,TX,48053,Burnet,Burnet,"42,750","2,575.117",994.258,69.941,27.004,"2,645.057","1,021.262",30.789616,-98.201195,Burnet<br>TX<br>48053
2550,2551,TX,48055,Caldwell,Lockhart,"38,066","1,412.208",545.257,4.934,1.905,"1,417.142",547.162,29.840422,-97.631097,Caldwell<br>TX<br>48055
2551,2552,TX,48057,Calhoun,Port Lavaca,"21,381","1,312.711",506.840,"1,361.908",525.836,"2,674.618","1,032.676",28.445366,-96.583300,Calhoun<br>TX<br>48057
2552,2553,TX,48059,Callahan,Baird,"13,544","2,329.363",899.372,4.899,1.891,"2,334.262",901.263,32.293150,-99.372249,Callahan<br>TX<br>48059
2553,2554,TX,48061,Cameron,Brownsville,"406,220","2,307.478",890.922,998.532,385.535,"3,306.010","1,276.457",26.102923,-97.478958,Cameron<br>TX<br>48061
2554,2555,TX,48063,Camp,Pittsburg,"12,401",507.188,195.826,19.184,7.407,526.372,203.233,32.974581,-94.979085,Camp<br>TX<br>48063
2555,2556,TX,48065,Carson,Panhandle,"6,182","2,383.360",920.220,10.064,3.886,"2,393.424",924.106,35.405496,-101.355356,Carson<br>TX<br>48065
2556,2557,TX,48067,Cass,Linden,"30,464","2,426.724",936.963,60.500,23.359,"2,487.223",960.322,33.083698,-94.357579,Cass<br>TX<br>48067
2557,2558,TX,48069,Castro,Dimmitt,"8,062","2,316.573",894.434,12.585,4.859,"2,329.158",899.293,34.533621,-102.258786,Castro<br>TX<br>48069
2558,2559,TX,48071,Chambers,Anahuac,"35,096","1,546.579",597.137,709.775,274.046,"2,256.354",871.183,29.703933,-94.668875,Chambers<br>TX<br>48071
2559,2560,TX,48073,Cherokee,Rusk,"50,845","2,727.031","1,052.913",24.032,9.279,"2,751.063","1,062.192",31.843859,-95.156504,Cherokee<br>TX<br>48073
2560,2561,TX,48075,Childress,Childress,"7,041","1,803.680",696.405,44.835,17.311,"1,848.515",713.716,34.529337,-100.208336,Childress<br>TX<br>48075
2561,2562,TX,48077,Clay,Henrietta,"10,752","2,819.774","1,088.721",72.604,28.033,"2,892.379","1,116.754",33.785904,-98.212918,Clay<br>TX<br>48077
2562,2563,TX,48079,Cochran,Morton,"3,127","2,007.630",775.150,0.229,0.088,"2,007.859",775.238,33.608440,-102.830449,Cochran<br>TX<br>48079
2563,2564,TX,48081,Coke,Robert Lee,"3,320","2,360.696",911.470,42.790,16.521,"2,403.485",927.991,31.877105,-100.635236,Coke<br>TX<br>48081
2564,2565,TX,48083,Coleman,Coleman,"8,895","3,268.424","1,261.946",50.472,19.487,"3,318.897","1,281.433",31.914205,-99.346622,Coleman<br>TX<br>48083
2565,2566,TX,48085,Collin,McKinney,"782,341","2,178.762",841.225,116.236,44.879,"2,294.997",886.104,33.193885,-96.578153,Collin<br>TX<br>48085
2566,2567,TX,48087,Collingsworth,Wellington,"3,057","2,378.751",918.441,2.279,0.880,"2,381.030",919.321,34.963358,-100.272135,Collingsworth<br>TX<br>48087
2567,2568,TX,48089,Colorado,Columbus,"20,874","2,487.097",960.274,34.737,13.412,"2,521.834",973.686,29.595908,-96.508389,Colorado<br>TX<br>48089
2568,2569,TX,48091,Comal,New Braunfels,"108,472","1,449.037",559.476,39.890,15.402,"1,488.927",574.878,29.803019,-98.255201,Comal<br>TX<br>48091
2569,2570,TX,48093,Comanche,Comanche,"13,974","2,428.771",937.754,25.718,9.930,"2,454.489",947.684,31.951645,-98.549617,Comanche<br>TX<br>48093
2570,2571,TX,48095,Concho,Paint Rock,"4,087","2,548.028",983.799,25.624,9.894,"2,573.653",993.693,31.318865,-99.863648,Concho<br>TX<br>48095
2571,2572,TX,48097,Cooke,Gainesville,"38,437","2,265.616",874.759,61.334,23.681,"2,326.950",898.440,33.639169,-97.210372,Cooke<br>TX<br>48097
2572,2573,TX,48099,Coryell,Gatesville,"75,388","2,724.839","1,052.066",12.146,4.690,"2,736.985","1,056.756",31.391177,-97.798022,Coryell<br>TX<br>48099
2573,2574,TX,48101,Cottle,Paducah,"1,505","2,332.448",900.563,2.724,1.052,"2,335.172",901.615,34.091906,-100.276442,Cottle<br>TX<br>48101
2574,2575,TX,48103,Crane,Crane,"4,375","2,033.319",785.069,1.696,0.655,"2,035.015",785.724,31.422797,-102.487774,Crane<br>TX<br>48103
2575,2576,TX,48105,Crockett,Ozona,"3,719","7,270.944","2,807.327",0.053,0.021,"7,270.997","2,807.348",30.717532,-101.404211,Crockett<br>TX<br>48105
2576,2577,TX,48107,Crosby,Crosbyton,"6,059","2,331.501",900.198,3.874,1.496,"2,335.375",901.694,33.609144,-101.298710,Crosby<br>TX<br>48107
2577,2578,TX,48109,Culberson,Van Horn,"2,398","9,875.100","3,812.798",0.556,0.215,"9,875.656","3,813.013",31.445909,-104.526945,Culberson<br>TX<br>48109
2578,2579,TX,48111,Dallam,Dalhart,"6,703","3,893.424","1,503.259",5.183,2.001,"3,898.607","1,505.260",36.286370,-102.594020,Dallam<br>TX<br>48111
2579,2580,TX,48113,Dallas,Dallas,"2,368,139","2,256.603",871.279,96.696,37.335,"2,353.299",908.614,32.766987,-96.778424,Dallas<br>TX<br>48113
2580,2581,TX,48115,Dawson,Lamesa,"13,833","2,331.781",900.306,4.721,1.823,"2,336.502",902.129,32.741934,-101.947322,Dawson<br>TX<br>48115
2581,2582,TX,48117,Deaf Smith,Hereford,"19,372","3,876.869","1,496.868",3.927,1.516,"3,880.796","1,498.384",34.940766,-102.607564,Deaf Smith<br>TX<br>48117
2582,2583,TX,48119,Delta,Cooper,"5,231",665.174,256.825,54.666,21.107,719.840,277.932,33.385933,-95.673350,Delta<br>TX<br>48119
2583,2584,TX,48121,Denton,Denton,"662,614","2,275.129",878.432,193.071,74.545,"2,468.200",952.977,33.205005,-97.119046,Denton<br>TX<br>48121
2584,2585,TX,48123,DeWitt,Cuero,"20,097","2,354.235",908.975,3.920,1.514,"2,358.155",910.489,29.082342,-97.361656,DeWitt<br>TX<br>48123
2585,2586,TX,48125,Dickens,Dickens,"2,444","2,335.455",901.724,9.058,3.497,"2,344.513",905.221,33.614666,-100.786095,Dickens<br>TX<br>48125
2586,2587,TX,48127,Dimmit,Carrizo Springs,"9,996","3,441.794","1,328.884",14.577,5.628,"3,456.371","1,334.512",28.423587,-99.765871,Dimmit<br>TX<br>48127
2587,2588,TX,48129,Donley,Clarendon,"3,677","2,400.623",926.886,15.954,6.160,"2,416.577",933.046,34.955036,-100.815846,Donley<br>TX<br>48129
2588,2589,TX,48131,Duval,San Diego,"11,782","4,645.094","1,793.481",5.478,2.115,"4,650.573","1,795.596",27.681123,-98.497393,Duval<br>TX<br>48131
2589,2590,TX,48133,Eastland,Eastland,"18,583","2,399.599",926.491,14.048,5.424,"2,413.647",931.915,32.324645,-98.836560,Eastland<br>TX<br>48133
2590,2591,TX,48135,Ector,Odessa,"137,130","2,324.999",897.687,10.598,4.092,"2,335.597",901.779,31.865301,-102.542507,Ector<br>TX<br>48135
2591,2592,TX,48137,Edwards,Rocksprings,"2,002","5,485.226","2,117.858",5.200,2.008,"5,490.426","2,119.866",29.985877,-100.307373,Edwards<br>TX<br>48137
2592,2593,TX,48139,Ellis,El Paso,"149,610","2,422.900",935.487,42.115,16.261,"2,465.015",951.748,32.347279,-96.798336,Ellis<br>TX<br>48139
2593,2594,TX,48141,El Paso,Waxahachie,"800,647","2,622.863","1,012.693",5.871,2.267,"2,628.734","1,014.960",31.766403,-106.241391,El Paso<br>TX<br>48141
2594,2595,TX,48143,Erath,Stephenville,"37,890","2,805.142","1,083.071",17.445,6.736,"2,822.587","1,089.807",32.238136,-98.222377,Erath<br>TX<br>48143
2595,2596,TX,48145,Falls,Marlin,"17,866","1,982.591",765.483,21.648,8.358,"2,004.239",773.841,31.251930,-96.934128,Falls<br>TX<br>48145
2596,2597,TX,48147,Fannin,Bonham,"33,915","2,307.256",890.837,20.842,8.047,"2,328.098",898.884,33.591161,-96.104988,Fannin<br>TX<br>48147
2597,2598,TX,48149,Fayette,La Grange,"24,554","2,460.510",950.008,25.382,9.800,"2,485.892",959.808,29.877886,-96.921231,Fayette<br>TX<br>48149
2598,2599,TX,48151,Fisher,Roby,"3,974","2,328.246",898.941,7.284,2.812,"2,335.530",901.753,32.740473,-100.403120,Fisher<br>TX<br>48151
2599,2600,TX,48153,Floyd,Floydada,"6,446","2,569.637",992.143,0.984,0.380,"2,570.621",992.523,34.073731,-101.303274,Floyd<br>TX<br>48153
2600,2601,TX,48155,Foard,Crowell,"1,336","1,824.379",704.397,8.515,3.288,"1,832.893",707.685,33.980404,-99.777427,Foard<br>TX<br>48155
2601,2602,TX,48157,Fort Bend,Richmond,"585,375","2,231.225",861.481,61.797,23.860,"2,293.022",885.341,29.526602,-95.771015,Fort Bend<br>TX<br>48157
2602,2603,TX,48159,Franklin,Mount Vernon,"10,605",736.569,284.391,26.876,10.377,763.445,294.768,33.175846,-95.219066,Franklin<br>TX<br>48159
2603,2604,TX,48161,Freestone,Fairfield,"19,816","2,273.333",877.739,36.916,14.253,"2,310.249",891.992,31.701654,-96.144237,Freestone<br>TX<br>48161
2604,2605,TX,48163,Frio,Pearsall,"17,217","2,935.751","1,133.500",2.194,0.847,"2,937.944","1,134.347",28.869334,-99.108788,Frio<br>TX<br>48163
2605,2606,TX,48165,Gaines,Seminole,"17,526","3,891.133","1,502.375",1.263,0.488,"3,892.396","1,502.863",32.743942,-102.631562,Gaines<br>TX<br>48165
2606,2607,TX,48167,Galveston,Galveston,"291,309",979.943,378.358,"1,283.211",495.450,"2,263.154",873.808,29.228706,-94.894865,Galveston<br>TX<br>48167
2607,2608,TX,48169,Garza,Post,"6,461","2,313.927",893.412,7.219,2.787,"2,321.146",896.199,33.183792,-101.301134,Garza<br>TX<br>48169
2608,2609,TX,48171,Gillespie,Fredericksburg,"24,837","2,740.761","1,058.214",8.979,3.467,"2,749.739","1,061.681",30.326390,-98.942106,Gillespie<br>TX<br>48171
2609,2610,TX,48173,Glasscock,Garden City,"1,226","2,331.553",900.218,2.245,0.867,"2,333.798",901.085,31.868591,-101.528971,Glasscock<br>TX<br>48173
2610,2611,TX,48175,Goliad,Goliad,"7,210","2,206.707",852.014,19.050,7.355,"2,225.756",859.369,28.660700,-97.430415,Goliad<br>TX<br>48175
2611,2612,TX,48177,Gonzales,Gonzales,"19,807","2,762.708","1,066.688",8.201,3.166,"2,770.909","1,069.854",29.468704,-97.477738,Gonzales<br>TX<br>48177
2612,2613,TX,48179,Gray,Pampa,"22,535","2,398.262",925.974,8.701,3.359,"2,406.962",929.333,35.402542,-100.812374,Gray<br>TX<br>48179
2613,2614,TX,48181,Grayson,Sherman,"120,877","2,415.951",932.804,120.106,46.373,"2,536.056",979.177,33.624508,-96.675699,Grayson<br>TX<br>48181
