year,league_id,team_id,franchise_id,div_id,rank,g,ghome,w,l,div_win,wc_win,lg_win,ws_win,r,ab,h,double,triple,hr,bb,so,sb,cs,hbp,sf,ra,er,era,cg,sho,sv,ipouts,ha,hra,bba,soa,e,dp,fp,name,park,attendance,bpf,ppf,team_id_br,team_id_lahman45,team_id_retro
1994,NL,CHN,CHC,C,5,113,59.0,49,64,,,,,500,3918,1015,189,26,109,364.0,750.0,69.0,53.0,27.0,23.0,549,508,4.47,5,5,27,3071,1054,120,392,717,81,110,0.982,Chicago Cubs,Wrigley Field,1845208.0,99,99,CHC,CHN,CHN
1994,NL,CIN,CIN,C,1,115,60.0,66,48,,,,,609,3999,1142,211,36,124,388.0,738.0,119.0,51.0,29.0,42.0,490,436,3.78,6,6,27,3115,1037,117,339,799,73,91,0.983,Cincinnati Reds,Riverfront Stadium,1897681.0,99,99,CIN,CIN,CIN
1994,AL,CLE,CLE,C,2,113,51.0,66,47,,,,,679,4022,1165,240,20,167,382.0,629.0,131.0,48.0,18.0,38.0,562,494,4.36,17,5,21,3056,1097,94,404,666,90,119,0.98,Cleveland Indians,Jacobs Field,1995174.0,99,97,CLE,CLE,CLE
1994,NL,COL,COL,W,3,117,57.0,53,64,,,,,573,4006,1098,206,39,125,378.0,761.0,91.0,53.0,23.0,36.0,638,590,5.15,4,5,28,3093,1185,120,448,703,84,117,0.981,Colorado Rockies,Mile High Stadium,3281511.0,117,118,COL,COL,COL
1994,AL,DET,DET,E,5,115,58.0,53,62,,,,,652,3955,1048,216,25,161,520.0,897.0,46.0,33.0,34.0,48.0,671,609,5.38,15,1,20,3054,1139,148,449,560,82,90,0.981,Detroit Tigers,Tiger Stadium,1184783.0,101,101,DET,DET,DET
1994,NL,FLO,FLA,E,5,115,59.0,51,64,,,,,468,3926,1043,180,24,94,349.0,746.0,65.0,26.0,40.0,30.0,576,507,4.5,5,7,30,3045,1069,120,428,649,95,111,0.978,Florida Marlins,Joe Robbie Stadium,1937467.0,102,103,FLA,FLO,FLO
1994,NL,HOU,HOU,C,2,115,59.0,66,49,,,,,602,3955,1099,252,25,120,394.0,718.0,124.0,44.0,43.0,35.0,503,454,3.97,9,6,29,3089,1043,102,367,739,76,110,0.983,Houston Astros,Astrodome,1561136.0,95,94,HOU,HOU,HOU
1994,AL,KCA,KCR,C,3,115,59.0,64,51,,,,,574,3911,1051,211,38,100,376.0,698.0,140.0,62.0,33.0,38.0,532,485,4.23,5,6,38,3095,1018,95,392,717,80,102,0.982,Kansas City Royals,Kauffman Stadium,1400494.0,104,104,KCR,KCA,KCA
1994,NL,LAN,LAD,W,1,114,55.0,58,56,,,,,532,3904,1055,160,29,115,366.0,687.0,74.0,37.0,19.0,31.0,509,470,4.17,14,5,20,3042,1041,90,354,732,88,104,0.98,Los Angeles Dodgers,Dodger Stadium,2279355.0,94,94,LAD,LAN,LAN
1994,AL,MIN,MIN,C,4,113,59.0,53,60,,,,,594,3952,1092,239,23,103,359.0,635.0,94.0,30.0,41.0,34.0,688,634,5.68,6,4,29,3015,1197,153,388,602,75,99,0.982,Minnesota Twins,Hubert H Humphrey Metrodome,1398565.0,100,102,MIN,MIN,MIN
1994,AL,ML4,MIL,C,5,115,56.0,53,62,,,,,547,3978,1045,238,21,99,417.0,680.0,59.0,37.0,33.0,38.0,586,532,4.62,11,3,23,3108,1071,127,421,577,85,130,0.981,Milwaukee Brewers,County Stadium,1268399.0,104,105,MIL,MIL,MIL
1994,NL,MON,WSN,E,1,114,52.0,74,40,,,,,585,4000,1111,246,30,108,379.0,669.0,137.0,36.0,40.0,42.0,454,410,3.56,4,8,46,3110,970,100,288,805,94,90,0.979,Montreal Expos,Stade Olympique,1276250.0,101,101,MON,MON,MON
1994,AL,NYA,NYY,E,1,113,57.0,70,43,,,,,670,3986,1155,238,16,139,530.0,660.0,55.0,40.0,31.0,37.0,534,492,4.34,8,2,31,3059,1045,120,398,656,80,122,0.982,New York Yankees,Yankee Stadium II,1675556.0,97,96,NYY,NYA,NYA
1994,NL,NYN,NYM,E,3,113,53.0,55,58,,,,,506,3869,966,164,21,117,336.0,807.0,25.0,26.0,52.0,31.0,526,470,4.13,7,3,35,3069,1069,117,332,640,89,112,0.98,New York Mets,Shea Stadium,1151471.0,99,99,NYM,NYN,NYN
1994,AL,OAK,OAK,W,2,114,56.0,51,63,,,,,549,3885,1009,178,13,113,417.0,686.0,91.0,39.0,18.0,51.0,589,535,4.8,12,9,23,3010,979,128,510,732,88,105,0.979,Oakland Athletics,Oakland Coliseum,1242692.0,91,92,OAK,OAK,OAK
1994,NL,PHI,PHI,E,4,115,60.0,54,61,,,,,521,3927,1028,208,28,80,396.0,711.0,67.0,24.0,31.0,31.0,497,438,3.85,7,6,30,3073,1028,98,377,699,94,96,0.978,Philadelphia Phillies,Veterans Stadium,2290971.0,102,102,PHI,PHI,PHI
1994,NL,PIT,PIT,C,3,114,61.0,53,61,,,,,466,3864,1001,198,23,80,349.0,725.0,53.0,25.0,22.0,28.0,580,518,4.64,8,2,24,3017,1094,117,370,650,91,131,0.98,Pittsburgh Pirates,Three Rivers Stadium,1222520.0,101,102,PIT,PIT,PIT
1994,NL,SDN,SDP,W,4,117,57.0,47,70,,,,,479,4068,1117,200,19,92,319.0,762.0,79.0,37.0,31.0,33.0,531,474,4.08,8,6,27,3137,1008,99,393,862,111,82,0.975,San Diego Padres,Jack Murphy Stadium,953857.0,97,98,SDP,SDN,SDN
1994,AL,SEA,SEA,W,3,112,44.0,49,63,,,,,569,3883,1045,211,18,153,372.0,652.0,48.0,21.0,26.0,32.0,616,546,4.99,13,7,21,2952,1051,109,486,763,95,102,0.977,Seattle Mariners,Kingdome,1104206.0,102,102,SEA,SEA,SEA
1994,NL,SFN,SFG,W,2,115,60.0,55,60,,,,,504,3869,963,159,32,123,364.0,719.0,114.0,40.0,39.0,27.0,500,454,3.99,2,4,33,3076,1014,122,372,655,68,113,0.985,San Francisco Giants,Candlestick Park,1704608.0,94,94,SFG,SFN,SFN
1994,NL,SLN,STL,C,3,115,56.0,53,61,,,,,535,3902,1026,213,27,108,434.0,686.0,76.0,46.0,33.0,37.0,621,581,5.14,7,7,29,3054,1154,134,355,632,80,119,0.982,St. Louis Cardinals,Busch Stadium II,1866544.0,98,99,STL,SLN,SLN
1994,AL,TEX,TEX,W,1,114,63.0,52,62,,,,,613,3983,1114,198,27,124,437.0,730.0,82.0,35.0,36.0,34.0,697,620,5.45,10,4,26,3069,1176,157,394,683,106,106,0.976,Texas Rangers,The Ballpark at Arlington,2503198.0,100,101,TEX,TEX,TEX
1994,AL,TOR,TOR,E,3,115,59.0,55,60,,,,,566,3962,1064,210,30,115,387.0,691.0,79.0,26.0,38.0,44.0,579,535,4.7,13,4,26,3075,1053,127,482,832,81,105,0.981,Toronto Blue Jays,Skydome,2907933.0,100,100,TOR,TOR,TOR
1995,NL,ATL,ATL,E,1,144,72.0,90,54,Y,N,Y,Y,645,4814,1202,210,27,168,520.0,933.0,73.0,43.0,40.0,34.0,540,494,3.44,18,11,34,3875,1184,107,436,1087,100,113,0.982,Atlanta Braves,Atlanta-Fulton County Stadium,2561831.0,103,102,ATL,ATL,ATL
1995,AL,BAL,BAL,E,3,144,72.0,71,73,N,N,N,N,704,4837,1267,229,27,173,574.0,803.0,92.0,45.0,39.0,41.0,640,607,4.31,19,10,29,3801,1165,149,523,930,72,141,0.986,Baltimore Orioles,Oriole Park at Camden Yards,3098475.0,102,101,BAL,BAL,BAL
1995,AL,BOS,BOS,E,1,144,72.0,86,58,Y,N,N,N,791,4997,1399,286,31,175,560.0,923.0,99.0,44.0,65.0,49.0,698,631,4.39,7,9,39,3878,1338,127,476,888,120,151,0.978,Boston Red Sox,Fenway Park II,2164410.0,103,103,BOS,BOS,BOS
1995,AL,LAA,LAA,W,2,145,72.0,78,67,N,N,N,N,801,5019,1390,252,25,186,564.0,889.0,58.0,39.0,36.0,38.0,697,645,4.52,8,9,42,3853,1310,163,486,901,95,120,0.982,Los Angeles Angels,Anaheim Stadium,1748680.0,99,99,LAA,LAA,LAA
1995,AL,CHA,CHW,C,3,145,72.0,68,76,N,N,N,N,755,5060,1417,252,37,146,576.0,767.0,110.0,39.0,32.0,56.0,758,693,4.85,12,4,36,3854,1374,164,617,892,108,131,0.98,Chicago White Sox,Comiskey Park II,1609773.0,96,95,CHW,CHA,CHA
1995,NL,CHN,CHC,C,3,144,72.0,73,71,N,N,N,N,693,4963,1315,267,39,158,440.0,953.0,105.0,37.0,34.0,35.0,671,597,4.13,6,12,45,3903,1313,162,518,926,115,115,0.979,Chicago Cubs,Wrigley Field,1918265.0,98,98,CHC,CHN,CHN
1995,NL,CIN,CIN,C,1,144,72.0,85,59,Y,N,N,N,747,4903,1326,277,35,161,519.0,946.0,190.0,68.0,40.0,50.0,623,578,4.03,8,10,38,3868,1270,131,424,903,79,140,0.986,Cincinnati Reds,Riverfront Stadium,1837649.0,100,99,CIN,CIN,CIN
1995,AL,CLE,CLE,C,1,144,72.0,100,44,Y,N,Y,N,840,5028,1461,279,23,207,542.0,766.0,132.0,53.0,35.0,48.0,607,554,3.83,10,10,50,3903,1261,135,445,926,101,142,0.982,Cleveland Indians,Jacobs Field,2842745.0,101,99,CLE,CLE,CLE
1995,NL,COL,COL,W,2,144,72.0,77,67,N,Y,N,N,785,4994,1406,259,43,200,484.0,943.0,125.0,59.0,56.0,31.0,783,711,4.97,1,1,43,3865,1443,160,512,891,107,146,0.981,Colorado Rockies,Coors Field,3390037.0,129,129,COL,COL,COL
1995,AL,DET,DET,E,4,144,72.0,60,84,N,N,N,N,654,4865,1204,228,29,159,551.0,987.0,73.0,36.0,41.0,43.0,844,778,5.49,5,3,38,3825,1509,170,536,729,106,143,0.981,Detroit Tigers,Tiger Stadium,1180979.0,100,101,DET,DET,DET
1995,NL,FLO,FLA,E,4,143,71.0,67,76,N,N,N,N,673,4886,1278,214,29,144,517.0,916.0,131.0,53.0,49.0,48.0,673,610,4.27,12,7,29,3858,1299,139,562,994,115,143,0.979,Florida Marlins,Joe Robbie Stadium,1700466.0,101,101,FLA,FLO,FLO
1995,NL,HOU,HOU,C,2,144,72.0,76,68,N,N,N,N,747,5097,1403,260,22,109,566.0,992.0,176.0,60.0,69.0,47.0,674,596,4.06,6,8,32,3961,1357,118,460,1056,121,120,0.979,Houston Astros,Astrodome,1363801.0,93,93,HOU,HOU,HOU
1995,AL,KCA,KCR,C,2,144,72.0,70,74,N,N,N,N,629,4903,1275,240,35,119,475.0,849.0,120.0,53.0,43.0,39.0,691,642,4.49,11,10,37,3864,1323,142,503,763,90,168,0.984,Kansas City Royals,Kauffman Stadium,1233530.0,101,101,KCR,KCA,KCA
1995,NL,LAN,LAD,W,1,144,72.0,78,66,Y,N,N,N,634,4942,1303,191,31,140,468.0,1023.0,127.0,45.0,30.0,35.0,609,526,3.66,16,11,37,3885,1188,125,462,1060,130,120,0.976,Los Angeles Dodgers,Dodger Stadium,2766251.0,91,91,LAD,LAN,LAN
1995,AL,MIN,MIN,C,5,144,72.0,56,88,N,N,N,N,703,5005,1398,270,34,120,471.0,916.0,105.0,57.0,58.0,36.0,889,815,5.76,7,2,27,3818,1450,210,533,790,100,141,0.981,Minnesota Twins,Hubert H Humphrey Metrodome,1057667.0,101,102,MIN,MIN,MIN
1995,AL,ML4,MIL,C,4,144,72.0,65,79,N,N,N,N,740,5000,1329,249,42,128,502.0,800.0,105.0,40.0,46.0,42.0,747,689,4.82,7,4,31,3858,1391,146,603,699,105,186,0.981,Milwaukee Brewers,County Stadium,1087560.0,105,105,MIL,MIL,MIL
1995,NL,MON,WSN,E,5,144,72.0,66,78,N,N,N,N,621,4905,1268,265,24,118,400.0,901.0,120.0,49.0,56.0,32.0,638,586,4.11,7,9,42,3851,1286,128,416,950,109,119,0.98,Montreal Expos,Stade Olympique,1309618.0,104,103,MON,MON,MON
1995,AL,NYA,NYY,E,2,145,73.0,79,65,N,Y,N,N,749,4947,1365,280,34,122,625.0,851.0,50.0,30.0,39.0,68.0,688,651,4.56,18,5,35,3854,1286,159,535,908,74,121,0.986,New York Yankees,Yankee Stadium II,1705263.0,99,98,NYY,NYA,NYA
1995,NL,NYN,NYM,E,2,144,72.0,69,75,N,N,N,N,657,4958,1323,218,34,125,446.0,994.0,58.0,39.0,42.0,43.0,618,556,3.88,9,9,36,3873,1296,133,401,901,115,125,0.979,New York Mets,Shea Stadium,1273183.0,96,97,NYM,NYN,NYN
1995,AL,OAK,OAK,W,4,144,72.0,67,77,N,N,N,N,730,4916,1296,228,18,169,565.0,911.0,112.0,46.0,45.0,58.0,761,698,4.93,8,4,34,3819,1320,153,556,890,102,151,0.981,Oakland Athletics,Oakland Coliseum,1174310.0,91,91,OAK,OAK,OAK
1995,NL,PHI,PHI,E,2,144,72.0,69,75,N,N,N,N,615,4950,1296,263,30,94,497.0,884.0,72.0,25.0,46.0,41.0,658,603,4.21,8,8,41,3871,1241,134,538,980,97,139,0.982,Philadelphia Phillies,Veterans Stadium,2043598.0,100,101,PHI,PHI,PHI
1995,NL,PIT,PIT,C,5,144,72.0,58,86,N,N,N,N,629,4937,1281,245,27,125,456.0,972.0,84.0,55.0,24.0,33.0,736,666,4.7,11,7,29,3826,1407,130,477,871,122,138,0.978,Pittsburgh Pirates,Three Rivers Stadium,905517.0,102,103,PIT,PIT,PIT
1995,NL,SDN,SDP,W,3,144,72.0,70,74,N,N,N,N,668,4950,1345,231,20,116,447.0,872.0,124.0,46.0,35.0,38.0,672,590,4.13,6,10,35,3854,1242,142,512,1047,108,130,0.98,San Diego Padres,Jack Murphy Stadium,1041805.0,97,97,SDP,SDN,SDN
1995,AL,SEA,SEA,W,1,145,73.0,79,66,Y,N,N,N,796,4996,1377,276,20,182,549.0,871.0,110.0,41.0,39.0,34.0,708,644,4.5,9,8,39,3868,1343,149,591,1068,104,108,0.98,Seattle Mariners,Kingdome,1643203.0,101,101,SEA,SEA,SEA
1995,NL,SFN,SFG,W,4,144,72.0,67,77,N,N,N,N,652,4971,1256,229,33,152,472.0,1060.0,138.0,46.0,57.0,24.0,776,699,4.86,12,5,34,3881,1368,173,505,801,108,142,0.98,San Francisco Giants,Candlestick Park,1241500.0,96,97,SFG,SFN,SFN
1995,NL,SLN,STL,C,4,143,72.0,62,81,N,N,N,N,563,4779,1182,238,24,107,436.0,920.0,79.0,46.0,46.0,40.0,658,575,4.09,4,6,38,3797,1290,135,445,842,113,156,0.98,St. Louis Cardinals,Busch Stadium II,1756727.0,99,100,STL,SLN,SLN
1995,AL,TEX,TEX,W,3,144,72.0,74,70,N,N,N,N,691,4913,1304,247,24,138,526.0,877.0,90.0,47.0,33.0,45.0,720,665,4.66,14,4,34,3855,1385,152,514,838,98,156,0.982,Texas Rangers,The Ballpark at Arlington,1985910.0,103,103,TEX,TEX,TEX
1995,AL,TOR,TOR,E,5,144,72.0,56,88,N,N,N,N,642,5036,1309,275,27,140,492.0,906.0,75.0,16.0,44.0,45.0,777,701,4.88,16,8,22,3878,1336,145,654,894,97,131,0.982,Toronto Blue Jays,Skydome,2826483.0,99,100,TOR,TOR,TOR
1996,NL,ATL,ATL,E,1,162,81.0,96,66,Y,N,Y,N,773,5614,1514,264,28,197,530.0,1032.0,83.0,43.0,27.0,50.0,648,575,3.52,14,9,46,4407,1372,120,451,1245,130,143,0.98,Atlanta Braves,Atlanta-Fulton County Stadium,2901242.0,106,104,ATL,ATL,ATL
1996,AL,BAL,BAL,E,2,163,82.0,88,74,N,Y,N,N,949,5689,1557,299,29,257,645.0,915.0,76.0,40.0,61.0,67.0,903,839,5.14,13,1,44,4406,1604,209,597,1047,97,173,0.984,Baltimore Orioles,Oriole Park at Camden Yards,3646950.0,100,99,BAL,BAL,BAL
1996,AL,BOS,BOS,E,3,162,81.0,85,77,N,N,N,N,928,5756,1631,308,31,209,642.0,1020.0,91.0,44.0,67.0,47.0,921,807,4.98,17,5,37,4374,1606,185,722,1165,135,152,0.978,Boston Red Sox,Fenway Park II,2315231.0,101,101,BOS,BOS,BOS
1996,AL,LAA,LAA,W,4,161,81.0,70,91,N,N,N,N,762,5686,1571,256,24,192,527.0,974.0,53.0,39.0,29.0,33.0,943,847,5.3,12,8,38,4317,1546,219,662,1052,128,156,0.979,Los Angeles Angels,Anaheim Stadium,1820521.0,98,98,LAA,LAA,LAA
1996,AL,CHA,CHW,C,2,162,81.0,85,77,N,N,N,N,898,5644,1586,284,33,195,701.0,927.0,105.0,41.0,34.0,62.0,794,733,4.52,7,4,43,4383,1529,174,616,1039,109,145,0.982,Chicago White Sox,Comiskey Park II,1676403.0,95,95,CHW,CHA,CHA
1996,NL,CHN,CHC,C,4,162,81.0,76,86,N,N,N,N,772,5531,1388,267,19,175,523.0,1090.0,108.0,50.0,61.0,48.0,771,705,4.36,10,10,34,4369,1447,184,546,1027,104,147,0.983,Chicago Cubs,Wrigley Field,2219110.0,103,103,CHC,CHN,CHN
1996,NL,CIN,CIN,C,3,162,81.0,81,81,N,N,N,N,778,5455,1398,259,36,191,604.0,1134.0,171.0,63.0,34.0,49.0,773,692,4.32,6,8,52,4329,1447,167,591,1089,121,145,0.98,Cincinnati Reds,Riverfront Stadium,1861428.0,101,101,CIN,CIN,CIN
1996,AL,CLE,CLE,C,1,161,80.0,99,62,Y,N,N,N,952,5681,1665,335,23,218,671.0,844.0,160.0,50.0,43.0,57.0,769,700,4.34,13,9,46,4357,1530,173,484,1033,124,156,0.98,Cleveland Indians,Jacobs Field,3318174.0,99,98,CLE,CLE,CLE
1996,NL,COL,COL,W,3,162,81.0,83,79,N,N,N,N,961,5590,1607,297,37,221,527.0,1108.0,201.0,66.0,82.0,52.0,964,884,5.59,5,4,34,4268,1597,198,624,932,149,167,0.976,Colorado Rockies,Coors Field,3891014.0,123,124,COL,COL,COL
1996,AL,DET,DET,E,5,162,81.0,53,109,N,N,N,N,783,5530,1413,257,21,204,546.0,1268.0,87.0,50.0,29.0,49.0,1103,1015,6.38,10,4,22,4298,1699,241,784,957,137,157,0.978,Detroit Tigers,Tiger Stadium,1168610.0,100,102,DET,DET,DET
1996,NL,FLO,FLA,E,3,162,81.0,80,82,N,N,N,N,688,5498,1413,240,30,150,553.0,1122.0,99.0,46.0,55.0,45.0,703,634,3.95,8,13,41,4329,1386,113,598,1050,111,187,0.982,Florida Marlins,Joe Robbie Stadium,1746767.0,97,97,FLA,FLO,FLO
1996,NL,HOU,HOU,C,2,162,81.0,82,80,N,N,N,N,753,5508,1445,297,29,129,554.0,1057.0,180.0,63.0,84.0,55.0,792,702,4.37,13,4,35,4341,1541,154,539,1163,138,130,0.978,Houston Astros,Astrodome,1975888.0,92,92,HOU,HOU,HOU
1996,AL,KCA,KCR,C,5,161,80.0,75,86,N,N,N,N,746,5542,1477,286,38,123,529.0,943.0,195.0,85.0,43.0,49.0,786,733,4.55,17,8,35,4350,1563,176,460,926,111,184,0.982,Kansas City Royals,Kauffman Stadium,1435997.0,99,100,KCR,KCA,KCA
1996,NL,LAN,LAD,W,2,162,81.0,90,72,N,Y,N,N,703,5538,1396,215,33,150,516.0,1190.0,124.0,40.0,22.0,35.0,652,564,3.46,6,9,50,4399,1378,125,534,1212,125,143,0.98,Los Angeles Dodgers,Dodger Stadium,3188454.0,93,92,LAD,LAN,LAN
1996,AL,MIN,MIN,C,4,162,82.0,78,84,N,N,N,N,877,5673,1633,332,47,118,576.0,958.0,143.0,53.0,65.0,63.0,900,844,5.28,13,5,31,4319,1561,233,581,959,94,142,0.984,Minnesota Twins,Hubert H Humphrey Metrodome,1437352.0,101,102,MIN,MIN,MIN
1996,AL,ML4,MIL,C,3,162,81.0,80,82,N,N,N,N,894,5662,1578,304,40,178,624.0,986.0,101.0,48.0,53.0,50.0,899,826,5.14,6,4,42,4342,1570,213,635,846,134,180,0.978,Milwaukee Brewers,County Stadium,1327155.0,104,104,MIL,MIL,MIL
1996,NL,MON,WSN,E,2,162,81.0,88,74,N,N,N,N,741,5505,1441,297,27,148,492.0,1077.0,108.0,34.0,58.0,36.0,668,605,3.78,11,7,43,4324,1353,152,482,1206,126,121,0.98,Montreal Expos,Stade Olympique,1616709.0,102,102,MON,MON,MON
1996,AL,NYA,NYY,E,1,162,80.0,92,70,Y,N,Y,Y,871,5628,1621,293,28,162,632.0,909.0,96.0,46.0,41.0,72.0,787,744,4.65,6,9,52,4320,1469,143,610,1139,91,146,0.985,New York Yankees,Yankee Stadium II,2250877.0,101,100,NYY,NYA,NYA
1996,NL,NYN,NYM,E,4,162,81.0,71,91,N,N,N,N,746,5618,1515,267,47,147,445.0,1069.0,97.0,48.0,33.0,49.0,779,675,4.22,10,10,41,4320,1517,159,532,999,159,163,0.974,New York Mets,Shea Stadium,1588323.0,95,95,NYM,NYN,NYN
1996,AL,OAK,OAK,W,3,162,81.0,78,84,N,N,N,N,861,5630,1492,283,21,243,640.0,1114.0,58.0,35.0,58.0,39.0,900,841,5.2,7,5,34,4369,1638,205,644,884,103,195,0.984,Oakland Athletics,Oakland Coliseum,1148380.0,101,102,OAK,OAK,OAK
1996,NL,PHI,PHI,E,5,162,81.0,67,95,N,N,N,N,650,5499,1405,249,39,132,536.0,1092.0,117.0,41.0,45.0,37.0,790,708,4.48,12,6,42,4270,1463,160,510,1044,116,145,0.981,Philadelphia Phillies,Veterans Stadium,1801677.0,100,101,PHI,PHI,PHI
1996,NL,PIT,PIT,C,5,162,80.0,73,89,N,N,N,N,776,5665,1509,319,33,138,510.0,989.0,126.0,49.0,40.0,49.0,833,744,4.61,5,7,37,4360,1602,183,479,1044,128,144,0.98,Pittsburgh Pirates,Three Rivers Stadium,1332150.0,104,104,PIT,PIT,PIT
1996,NL,SDN,SDP,W,1,162,81.0,91,71,Y,N,N,N,771,5655,1499,285,24,147,601.0,1014.0,109.0,55.0,50.0,52.0,682,616,3.72,5,11,47,4467,1395,138,506,1194,118,136,0.981,San Diego Padres,Jack Murphy Stadium,2187886.0,95,95,SDP,SDN,SDN
1996,AL,SEA,SEA,W,2,161,81.0,85,76,N,N,N,N,993,5668,1625,343,19,245,670.0,1052.0,90.0,39.0,75.0,58.0,895,829,5.21,4,4,34,4295,1562,216,605,1000,110,155,0.982,Seattle Mariners,Kingdome,2723850.0,100,99,SEA,SEA,SEA
1996,NL,SFN,SFG,W,4,162,82.0,68,94,N,N,N,N,752,5533,1400,245,21,153,615.0,1189.0,113.0,53.0,48.0,43.0,862,755,4.71,9,8,35,4327,1520,194,570,997,136,165,0.978,San Francisco Giants,Candlestick Park,1413922.0,95,96,SFG,SFN,SFN
1996,NL,SLN,STL,C,1,162,81.0,88,74,Y,N,N,N,759,5502,1468,281,31,142,495.0,1089.0,149.0,58.0,44.0,48.0,706,641,3.97,13,11,43,4357,1380,173,539,1050,125,139,0.98,St. Louis Cardinals,Busch Stadium II,2654718.0,100,100,STL,SLN,SLN
1996,AL,TEX,TEX,W,1,163,81.0,90,72,Y,N,N,N,928,5702,1622,323,32,221,660.0,1041.0,83.0,26.0,31.0,69.0,799,749,4.65,19,6,43,4348,1569,168,582,976,87,150,0.986,Texas Rangers,The Ballpark at Arlington,2889020.0,105,105,TEX,TEX,TEX
1996,AL,TOR,TOR,E,4,162,81.0,74,88,N,N,N,N,766,5599,1451,302,35,177,529.0,1105.0,116.0,38.0,92.0,37.0,809,734,4.57,19,7,35,4337,1476,187,610,1033,110,187,0.982,Toronto Blue Jays,Skydome,2559573.0,99,100,TOR,TOR,TOR
1997,AL,LAA,LAA,W,2,162,82.0,84,78,N,N,N,N,829,5628,1531,279,25,161,617.0,953.0,126.0,72.0,45.0,57.0,794,730,4.52,9,5,39,4364,1506,202,605,1050,123,140,0.98,Los Angeles Angels,Edison International Field,1767330.0,102,102,LAA,LAA,LAA
1997,NL,ATL,ATL,E,1,162,81.0,101,61,Y,N,N,N,791,5528,1490,268,37,174,597.0,1160.0,108.0,58.0,52.0,52.0,581,518,3.18,21,17,37,4397,1319,111,450,1196,114,136,0.982,Atlanta Braves,Turner Field,3464488.0,102,99,ATL,ATL,ATL
1997,AL,BAL,BAL,E,1,162,81.0,98,64,Y,N,N,N,812,5584,1498,264,22,196,586.0,952.0,63.0,26.0,65.0,59.0,681,635,3.91,8,10,59,4383,1404,164,563,1139,97,148,0.984,Baltimore Orioles,Oriole Park at Camden Yards,3711132.0,97,96,BAL,BAL,BAL
1997,AL,BOS,BOS,E,4,162,81.0,78,84,N,N,N,N,851,5781,1684,373,32,185,514.0,1044.0,68.0,48.0,59.0,55.0,857,782,4.85,7,4,40,4355,1569,149,611,987,135,179,0.978,Boston Red Sox,Fenway Park II,2226136.0,102,102,BOS,BOS,BOS
1997,AL,CHA,CHW,C,2,161,81.0,80,81,N,N,N,N,779,5491,1498,260,28,158,569.0,901.0,106.0,52.0,33.0,60.0,833,748,4.73,6,7,52,4267,1505,175,575,961,127,131,0.978,Chicago White Sox,Comiskey Park II,1864782.0,96,96,CHW,CHA,CHA
1997,NL,CHN,CHC,C,5,162,81.0,68,94,N,N,N,N,687,5489,1444,269,39,127,451.0,1003.0,116.0,60.0,34.0,38.0,759,705,4.44,6,4,37,4287,1451,185,590,1072,112,117,0.981,Chicago Cubs,Wrigley Field,2190308.0,102,102,CHC,CHN,CHN
1997,NL,CIN,CIN,C,3,162,81.0,76,86,N,N,N,N,651,5484,1386,269,27,142,518.0,1113.0,190.0,67.0,45.0,30.0,764,710,4.41,5,8,49,4347,1408,173,558,1159,106,129,0.982,Cincinnati Reds,Cinergy Field,1785788.0,102,102,CIN,CIN,CIN
1997,AL,CLE,CLE,C,1,161,81.0,86,75,Y,N,Y,N,868,5556,1589,301,22,220,617.0,955.0,118.0,59.0,37.0,49.0,815,749,4.73,4,3,39,4277,1528,181,575,1036,106,159,0.983,Cleveland Indians,Jacobs Field,3404750.0,103,102,CLE,CLE,CLE
1997,NL,COL,COL,W,3,162,81.0,83,79,N,N,N,N,923,5603,1611,269,40,239,562.0,1060.0,137.0,65.0,63.0,35.0,908,836,5.25,9,5,38,4298,1697,196,566,870,111,202,0.983,Colorado Rockies,Coors Field,3888453.0,122,123,COL,COL,COL
1997,AL,DET,DET,E,3,162,81.0,79,83,N,N,N,N,784,5481,1415,268,32,176,578.0,1164.0,161.0,72.0,49.0,47.0,790,732,4.56,13,8,42,4337,1476,178,552,982,92,146,0.985,Detroit Tigers,Tiger Stadium,1365157.0,99,100,DET,DET,DET
1997,NL,FLO,FLA,E,2,162,81.0,92,70,N,Y,Y,Y,740,5439,1410,272,28,136,686.0,1074.0,115.0,58.0,61.0,42.0,669,615,3.83,12,10,39,4340,1353,131,639,1188,116,167,0.981,Florida Marlins,Joe Robbie Stadium,2364387.0,95,96,FLA,FLO,FLO
1997,NL,HOU,HOU,C,1,162,81.0,84,78,Y,N,N,N,777,5502,1427,314,40,133,633.0,1085.0,171.0,74.0,100.0,53.0,660,594,3.66,16,12,37,4377,1379,134,511,1138,131,169,0.979,Houston Astros,Astrodome,2046781.0,96,95,HOU,HOU,HOU
1997,AL,KCA,KCR,C,5,161,80.0,67,94,N,N,N,N,747,5599,1478,256,35,158,561.0,1061.0,130.0,66.0,42.0,42.0,820,753,4.7,11,5,29,4329,1530,186,531,961,91,168,0.985,Kansas City Royals,Kauffman Stadium,1517638.0,101,102,KCR,KCA,KCA
1997,NL,LAN,LAD,W,2,162,81.0,88,74,N,N,N,N,742,5544,1488,242,33,174,498.0,1079.0,131.0,64.0,33.0,36.0,645,587,3.62,6,6,45,4378,1325,163,546,1232,116,104,0.981,Los Angeles Dodgers,Dodger Stadium,3319504.0,93,92,LAD,LAN,LAN
