# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-GEOD-38612
# Selected columns: 4 (all)
# Timestamp: Wed, 14-Nov-2018 15:43:17
Gene ID	Gene Name	leaf	flower	fruit	root
AT4G33370	RH43	0.1	0.1	0.1	
AT4G33380	AT4G33380	63.0	58.0	44.0	70.0
AT4G33390	WEL1	0.1	6.0	0.5	0.1
AT4G33400	AT4G33400	16.0	36.0	13.0	28.0
AT4G33410	SPPL1	16.0	33.0	29.0	25.0
AT4G33420	AT4G33420	10.0	10.0	2.0	188.0
AT4G33430	BAK1	30.0	29.0	25.0	92.0
AT4G33440	AT4G33440	5.0	12.0	11.0	15.0
AT4G33450	ATMYB69	0.1		2.0	6.0
AT4G33460	ABCI10	18.0	19.0	21.0	9.0
AT4G33465	SCRL22	0.3	7.0		
AT4G33467	AT4G33467	7.0	1.0	2.0	1.0
AT4G33470	HDA14	46.0	24.0	30.0	5.0
AT4G33480	AT4G33480	40.0	29.0	31.0	18.0
AT4G33490	AT4G33490	19.0	12.0	14.0	9.0
AT4G33495	RPD1	9.0	15.0	9.0	12.0
AT4G33500	AT4G33500	55.0	35.0	41.0	11.0
AT4G33510	DHS2	135.0	81.0	100.0	60.0
AT4G33520	PAA1	25.0	22.0	22.0	12.0
AT4G33530	POT13	40.0	44.0	47.0	50.0
AT4G33540	AT4G33540	44.0	27.0	16.0	34.0
AT4G33550	AT4G33550	8.0	4.0	31.0	63.0
AT4G33560	AT4G33560	6.0	6.0	7.0	22.0
AT4G33565	AT4G33565	19.0	14.0	12.0	58.0
AT4G33580	ATBCA5	73.0	98.0	42.0	76.0
AT4G33585	AT4G33585		0.5	0.1	0.1
AT4G33590	AT4G33590				2.0
AT4G33600	AT4G33600		4.0	3.0	
AT4G33610	AT4G33610	2.0	2.0	2.0	101.0
AT4G33620	ULP2A	7.0	8.0	4.0	16.0
AT4G33625	AT4G33625	92.0	65.0	83.0	64.0
AT4G33630	EX1	56.0	42.0	36.0	36.0
AT4G33640	AT4G33640	66.0	86.0	80.0	83.0
AT4G33650	DRP3A	22.0	30.0	23.0	34.0
AT4G33660	AT4G33660	10.0	12.0	9.0	0.9
AT4G33666	AT4G33666	65.0	23.0	25.0	7.0
AT4G33670	LGALDH	71.0	59.0	54.0	31.0
AT4G33680	DAP	148.0	129.0	115.0	92.0
AT4G33690	AT4G33690	12.0	18.0	13.0	16.0
AT4G33700	CBSDUF6	14.0	44.0	55.0	33.0
AT4G33720	AT4G33720				11.0
AT4G33730	AT4G33730				16.0
AT4G33735	AT4G33735				8.0
AT4G33740	AT4G33740	33.0	31.0	22.0	79.0
AT4G33760	AT4G33760	37.0	33.0	23.0	18.0
AT4G33770	ITPK2	6.0	6.0	2.0	13.0
AT4G33780	AT4G33780	21.0	53.0	43.0	68.0
AT4G33790	FAR3	0.1	96.0	173.0	11.0
AT4G33800	AT4G33800	0.2	3.0	1.0	6.0
AT4G33810	AT4G33810	3.0	4.0	4.0	6.0
AT4G33820	AT4G33820			16.0	0.4
AT4G33830	AT4G33830		0.3	16.0	
AT4G33840	AT4G33840		0.7	23.0	
AT4G33860	AT4G33860		21.0	4.0	
AT4G33865	RPS29C	285.0	434.0	278.0	474.0
AT4G33870	PER48	0.1	5.0	1.0	0.2
AT4G33880	BHLH85				18.0
AT4G33885	AT4G33885		0.6	3.0	0.1
AT4G33890	AT4G33890	17.0	28.0	26.0	42.0
AT4G33900	AT4G33900		0.4		
AT4G33905	AT4G33905	0.3	5.0	2.0	1.0
AT4G33910	P4H9	25.0	46.0	41.0	51.0
AT4G33920	AT4G33920	21.0	25.0	23.0	62.0
AT4G33925	AT4G33925	3.0	9.0	7.0	3.0
AT4G33930	AT4G33930	0.9	1.0	0.3	0.1
AT4G33940	AT4G33940	21.0	26.0	26.0	33.0
AT4G33945	AT4G33945	21.0	33.0	26.0	42.0
AT4G33950	SRK2E	18.0	24.0	22.0	14.0
AT4G33960	AT4G33960	23.0	2.0	7.0	19.0
AT4G33970	PEX4	0.1	29.0	5.0	0.4
AT4G33980	AT4G33980	3.0	2.0	8.0	47.0
AT4G33985	AT4G33985	2.0	3.0	9.0	22.0
AT4G33990	EMB2758	2.0	3.0	2.0	4.0
AT4G34000	ABF3	42.0	45.0	29.0	54.0
AT4G34020	DJ1C	37.0	26.0	18.0	16.0
AT4G34030	MCCB	63.0	50.0	48.0	67.0
AT4G34040	MBR2	28.0	35.0	33.0	29.0
AT4G34050	CCoAOMT1	156.0	298.0	549.0	584.0
AT4G34060	DML3	2.0	2.0	2.0	2.0
AT4G34070	AT4G34070	26.0	33.0	29.0	44.0
AT4G34071	AT4G34071	0.2		0.2	0.4
AT4G34090	AT4G34090	30.0	21.0	25.0	3.0
AT4G34100	SUD1	74.0	73.0	66.0	89.0
AT4G34110	PAB2	308.0	323.0	260.0	552.0
AT4G34120	CBSX2	143.0	89.0	93.0	44.0
AT4G34131	UGT73B3	6.0	3.0	0.8	94.0
AT4G34135	UGT73B2	22.0	18.0	0.8	47.0
AT4G34138	UGT73B1	70.0	22.0	91.0	133.0
AT4G34139	AT4G34139	1.0	0.6	1.0	2.0
AT4G34140	AT4G34140	15.0	17.0	13.0	20.0
AT4G34150	AT4G34150	82.0	65.0	61.0	92.0
AT4G34160	CYCD3-1	29.0	42.0	7.0	32.0
AT4G34170	AT4G34170		0.6	3.0	0.1
AT4G34180	AT4G34180	57.0	70.0	91.0	207.0
AT4G34190	SEP1	328.0	173.0	209.0	16.0
AT4G34200	PGDH1	68.0	124.0	124.0	264.0
AT4G34210	ASK11		2.0	0.3	0.1
AT4G34215	AT4G34215	33.0	61.0	56.0	38.0
AT4G34220	AT4G34220	75.0	49.0	28.0	7.0
AT4G34230	CAD5	29.0	88.0	133.0	83.0
AT4G34240	ALDH3I1	44.0	57.0	38.0	17.0
AT4G34250	KCS16	31.0	6.0	0.1	7.0
AT4G34260	FUC95A	44.0	32.0	45.0	41.0
AT4G34265	AT4G34265	53.0	50.0	39.0	67.0
AT4G34270	TIP41L	27.0	37.0	36.0	49.0
AT4G34280	AT4G34280	18.0	19.0	14.0	13.0
AT4G34290	AT4G34290	100.0	100.0	70.0	15.0
AT4G34300	AT4G34300		0.1		
AT4G34310	AT4G34310	10.0	13.0	8.0	14.0
AT4G34320	AT4G34320	0.4	3.0	2.0	2.0
AT4G34330	AT4G34330		0.1	2.0	0.1
AT4G34332	AT4G34332	0.1	0.1	1.0	
AT4G34340	TAF8	4.0	10.0	6.0	8.0
AT4G34350	ISPH	492.0	295.0	218.0	93.0
AT4G34360	AT4G34360	4.0	9.0	5.0	10.0
AT4G34370	ARI1	19.0	31.0	19.0	31.0
AT4G34380	AT4G34380		8.0	0.2	1.0
AT4G34390	XLG2	14.0	16.0	10.0	39.0
AT4G34400	AT4G34400	0.8	25.0	2.0	0.2
AT4G34410	ERF109	0.6	2.0	1.0	4.0
AT4G34412	AT4G34412	12.0	18.0	10.0	28.0
AT4G34415	AT4G34415				0.2
AT4G34419	AT4G34419	0.1	0.1		7.0
AT4G34420	AT4G34420	1.0	8.0	3.0	3.0
AT4G34430	CHB3	18.0	29.0	20.0	28.0
AT4G34440	PERK5		8.0	0.7	0.1
AT4G34450	AT4G34450	119.0	172.0	173.0	210.0
AT4G34460	GB1	52.0	57.0	41.0	59.0
AT4G34470	ASK12	0.1	3.0	0.2	
AT4G34480	AT4G34480	28.0	36.0	55.0	12.0
AT4G34490	ATCAP1	40.0	84.0	100.0	95.0
AT4G34500	AT4G34500	15.0	20.0	35.0	21.0
AT4G34510	KCS17	1.0	27.0	0.4	0.7
AT4G34520	FAE1			0.6	
AT4G34540	PLR3	4.0	8.0	7.0	10.0
AT4G34550	AT4G34550	0.8	1.0	1.0	
AT4G34555	RPS25D	33.0	78.0	55.0	96.0
AT4G34560	AT4G34560	20.0	28.0	26.0	28.0
AT4G34570	THY-2	12.0	18.0	12.0	18.0
AT4G34580	SFH1	1.0	0.6	1.0	40.0
AT4G34590	BZIP11	9.0	162.0	195.0	35.0
AT4G34600	CIF2	5.0	4.0	3.0	160.0
AT4G34610	BLH6	18.0	11.0	13.0	6.0
AT4G34620	RPS16-1	1144.0	628.0	467.0	137.0
AT4G34630	AT4G34630	28.0	55.0	64.0	23.0
AT4G34640	SQS1	63.0	87.0	58.0	131.0
AT4G34650	SQS2	9.0	6.0	1.0	0.5
AT4G34660	SH3P2	24.0	30.0	27.0	40.0
AT4G34670	RPS3AB	344.0	626.0	338.0	750.0
AT4G34680	GATA3	11.0	15.0	10.0	25.0
AT4G34700	CIB22	110.0	173.0	141.0	245.0
AT4G34710	SPE2	158.0	250.0	118.0	212.0
AT4G34720	VHA-c3	159.0	209.0	181.0	188.0
AT4G34730	AT4G34730	53.0	28.0	19.0	9.0
AT4G34740	ASE2	28.0	26.0	18.0	16.0
AT4G34750	AT4G34750	7.0	37.0	13.0	14.0
AT4G34760	SAUR50	41.0	56.0	65.0	7.0
AT4G34770	AT4G34770	7.0	5.0	2.0	
AT4G34780	AT4G34780			2.0	
AT4G34790	AT4G34790	10.0	2.0	3.0	0.2
AT4G34800	AT4G34800	3.0	6.0	1.0	14.0
AT4G34810	AT4G34810	1.0	2.0	0.9	13.0
AT4G34830	MRL1	64.0	44.0	51.0	3.0
AT4G34840	MTN2	8.0	12.0	9.0	13.0
AT4G34850	PKSB	0.2	74.0	0.4	0.4
AT4G34860	INVB	7.0	37.0	22.0	26.0
AT4G34870	CYP18-4	324.0	884.0	591.0	1207.0
AT4G34880	AT4G34880	0.2	0.4	0.1	10.0
AT4G34881	AT4G34881	172.0	92.0	57.0	873.0
AT4G34890	XDH1	32.0	38.0	29.0	60.0
AT4G34900	XDH2	16.0	8.0	4.0	0.8
AT4G34910	RH16	12.0	21.0	13.0	27.0
AT4G34920	AT4G34920	64.0	51.0	40.0	48.0
AT4G34930	AT4G34930	1.0	1.0	5.0	4.0
AT4G34940	ARO1	0.1	2.0	2.0	
AT4G34950	AT4G34950	32.0	4.0	16.0	9.0
AT4G34960	CYP21-1	16.0	31.0	32.0	37.0
AT4G34970	ADF9	10.0	14.0	14.0	11.0
AT4G34980	SBT1.6	49.0	120.0	50.0	39.0
AT4G34990	MYB32	3.0	26.0	19.0	6.0
AT4G35000	APX3	203.0	197.0	141.0	107.0
AT4G35010	BGAL11	0.1	294.0	23.0	0.1
AT4G35020	ARAC3	26.0	50.0	23.0	36.0
AT4G35030	AT4G35030	2.0	2.0	3.0	19.0
AT4G35040	BZIP19	17.0	27.0	21.0	53.0
AT4G35050	MSI3	9.0	25.0	12.0	21.0
AT4G35060	HIPP25	6.0	38.0	16.0	54.0
AT4G35070	AT4G35070	5.0	19.0	8.0	3.0
AT4G35080	AT4G35080	23.0	62.0	29.0	71.0
AT4G35090	CAT2	497.0	278.0	220.0	211.0
AT4G35100	PIP2-7	582.0	1322.0	455.0	484.0
AT4G35110	AT4G35110	6.0	36.0	19.0	15.0
AT4G35120	AT4G35120		0.3		0.1
AT4G35130	PCMP-H27	1.0	2.0	2.0	2.0
AT4G35140	AT4G35140	10.0	12.0	12.0	14.0
AT4G35160	AT4G35160	2.0	10.0	0.4	48.0
AT4G35165	AT4G35165		9.0	0.7	0.3
AT4G35170	AT4G35170	0.1		0.6	
AT4G35180	LHT7	0.2	26.0	2.0	0.3
AT4G35190	LOG5	0.7	50.0	1.0	2.0
AT4G35200	AT4G35200	0.1	0.3	0.1	5.0
AT4G35210	AT4G35210				0.7
AT4G35220	AT4G35220	29.0	52.0	66.0	67.0
AT4G35230	BSK1	55.0	53.0	33.0	60.0
AT4G35240	AT4G35240	12.0	16.0	14.0	10.0
AT4G35250	AT4G35250	195.0	72.0	93.0	8.0
AT4G35260	IDH1	48.0	78.0	79.0	136.0
AT4G35270	NLP2	11.0	5.0	4.0	9.0
AT4G35280	ZAT3		2.0		
AT4G35290	GLR3.2	4.0	6.0	7.0	1.0
AT4G35295	AT4G35295	1.0	0.8	0.4	2.0
AT4G35300	TMT2	28.0	46.0	40.0	41.0
AT4G35310	CPK5	58.0	49.0	42.0	131.0
AT4G35320	AT4G35320	13.0	36.0	57.0	17.0
AT4G35335	AT4G35335	26.0	47.0	47.0	32.0
AT4G35350	XCP1	18.0	27.0	23.0	118.0
AT4G35360	AT4G35360	30.0	54.0	50.0	41.0
AT4G35370	AT4G35370		0.5	0.4	
AT4G35375	AT4G35375		0.6	0.1	0.1
AT4G35380	BIG4	0.5	3.0	0.1	35.0
AT4G35390	AHL25	0.3	0.8	0.5	10.0
AT4G35410	AAP19-2	15.0	31.0	30.0	28.0
AT4G35420	TKPR1	8.0	123.0	11.0	7.0
AT4G35440	CLC-E	20.0	18.0	20.0	6.0
AT4G35450	AKR2	307.0	257.0	212.0	113.0
AT4G35460	NTR1	21.0	28.0	22.0	21.0
AT4G35470	PIRL4	43.0	31.0	24.0	35.0
AT4G35480	ATL45	7.0	7.0	13.0	12.0
AT4G35490	MRPL11	39.0	50.0	38.0	56.0
AT4G35500	AT4G35500	3.0	12.0	10.0	17.0
AT4G35510	AT4G35510	13.0	13.0	13.0	23.0
AT4G35519	AT4G35519				0.3
AT4G35520	MLH3	1.0	2.0	1.0	2.0
AT4G35530	AT4G35530	11.0	12.0	7.0	17.0
AT4G35540	PTF2	6.0	7.0	5.0	8.0
AT4G35550	WOX13	11.0	36.0	22.0	18.0
AT4G35560	AT4G35560	9.0	26.0	20.0	28.0
AT4G35570	HMGB5	77.0	167.0	90.0	154.0
AT4G35580	NTL9	26.0	51.0	33.0	44.0
AT4G35590	RKD5	0.4	1.0	0.6	1.0
AT4G35600	CONNEXIN 32	15.0	10.0	4.0	38.0
AT4G35610	AT4G35610		10.0	0.4	
AT4G35620	CYCB2-2	9.0	17.0	5.0	16.0
AT4G35630	PSAT1	22.0	57.0	67.0	119.0
AT4G35640	SAT4	0.9	5.0	5.0	0.6
AT4G35650	IDH3	0.1	10.0	1.0	
AT4G35655	AT4G35655		2.0	0.5	0.2
AT4G35660	AT4G35660				0.3
AT4G35670	AT4G35670		11.0		
AT4G35680	AT4G35680		0.3	5.0	0.4
AT4G35685	AT4G35685	1.0	2.0	4.0	2.0
AT4G35690	AT4G35690	0.3	0.3	2.0	0.1
AT4G35700	AT4G35700		18.0	1.0	
AT4G35710	AT4G35710		0.1		
AT4G35720	AT4G35720	0.5	2.0	0.3	15.0
AT4G35725	AT4G35725		2.0	156.0	0.1
AT4G35730	AT4G35730	13.0	21.0	10.0	11.0
AT4G35733	AT4G35733		0.8	2.0	
AT4G35740	RECQL3	8.0	11.0	9.0	10.0
AT4G35750	AT4G35750	175.0	84.0	131.0	520.0
AT4G35760	AT4G35760	46.0	25.0	30.0	15.0
AT4G35770	STR15	413.0	13.0	10.0	74.0
AT4G35780	STY17	34.0	33.0	25.0	37.0
AT4G35783	RTFL6	3.0	2.0	0.7	0.3
AT4G35785	AT4G35785	35.0	69.0	45.0	74.0
AT4G35790	PLDDELTA	53.0	72.0	40.0	111.0
AT4G35800	NRPB1	58.0	64.0	50.0	86.0
AT4G35810	P4H8	6.0	0.1		
AT4G35820	P4H11		0.3		
AT4G35830	ACO1	269.0	173.0	224.0	374.0
AT4G35840	AT4G35840	11.0	12.0	38.0	13.0
AT4G35850	AT4G35850	32.0	66.0	35.0	109.0
AT4G35860	RABB1B	49.0	57.0	67.0	71.0
AT4G35870	GFS10	9.0	12.0	14.0	17.0
AT4G35880	AT4G35880	11.0	39.0	39.0	19.0
AT4G35890	LARP1C	23.0	49.0	38.0	60.0
AT4G35900	FD	3.0	3.0	0.3	14.0
AT4G35905	AT4G35905	12.0	23.0	15.0	22.0
AT4G35910	CTU2	11.0	15.0	10.0	20.0
AT4G35920	MCA1	36.0	43.0	32.0	40.0
AT4G35930	AT4G35930	8.0	11.0	7.0	24.0
AT4G35940	AT4G35940	6.0	15.0	9.0	16.0
AT4G35950	ARAC6	43.0	87.0	47.0	32.0
AT4G35970	APX5	3.0	6.0	7.0	10.0
AT4G35980	AT4G35980	18.0	41.0	32.0	37.0
AT4G35985	P85	2.0	2.0	12.0	14.0
AT4G35987	AT4G35987	9.0	10.0	11.0	14.0
AT4G36000	AT4G36000	0.2	0.3	0.1	5.0
AT4G36010	AT4G36010	4.0	17.0	17.0	8.0
AT4G36020	CSP1	20.0	22.0	13.0	25.0
AT4G36040	ATJ11	374.0	126.0	117.0	200.0
AT4G36050	APE2	7.0	10.0	7.0	8.0
AT4G36052	AT4G36052	0.2	0.3	0.2	0.2
AT4G36060	bHLH11	2.0	2.0	1.0	11.0
AT4G36070	CPK18		1.0		
AT4G36080	AT4G36080	13.0	18.0	10.0	22.0
AT4G36090	AT4G36090	6.0	4.0	2.0	14.0
AT4G36100	AT4G36100		0.1	0.1	
AT4G36105	AT4G36105	1.0	3.0	3.0	0.3
AT4G36110	AT4G36110	2.0	15.0	2.0	2.0
AT4G36120	FPP5	4.0	7.0	23.0	10.0
AT4G36130	RPL8C	114.0	230.0	135.0	278.0
AT4G36140	AT4G36140	10.0	10.0	8.0	17.0
AT4G36150	AT4G36150	4.0	5.0	3.0	10.0
AT4G36160	ANAC076	1.0	4.0	1.0	2.0
AT4G36180	AT4G36180	12.0	43.0	23.0	44.0
AT4G36190	AT4G36190	54.0	56.0	53.0	34.0
AT4G36195	AT4G36195	52.0	86.0	92.0	95.0
AT4G36197	AT4G36197	0.1	0.2		
AT4G36210	AT4G36210	44.0	47.0	47.0	63.0
AT4G36220	CYP84A1	77.0	27.0	34.0	12.0
AT4G36230	AT4G36230	5.0	12.0	1.0	3.0
AT4G36240	GATA7	6.0	13.0	8.0	4.0
AT4G36250	ALDH3F1	86.0	230.0	169.0	35.0
AT4G36260	SRS2	3.0	5.0	0.8	5.0
AT4G36270	AT4G36270	5.0	16.0	12.0	3.0
AT4G36280	MORC2	2.0	2.0	3.0	0.1
AT4G36290	MORC1	15.0	17.0	15.0	16.0
AT4G36350	PAP25	0.1	25.0		
AT4G36360	BGAL3	57.0	152.0	130.0	65.0
AT4G36370	AT4G36370			0.1	
AT4G36380	ROT3	11.0	15.0	26.0	40.0
AT4G36390	AT4G36390	79.0	37.0	42.0	24.0
AT4G36400	D2HGDH	21.0	30.0	22.0	30.0
AT4G36410	UBC17	19.0	24.0	18.0	55.0
AT4G36420	AT4G36420	37.0	66.0	42.0	91.0
AT4G36430	PER49	1.0	2.0	1.0	50.0
AT4G36440	AT4G36440	27.0	34.0	30.0	53.0
AT4G36450	MPK14	3.0	2.0	1.0	2.0
AT4G36470	AT4G36470	7.0	14.0	2.0	15.0
AT4G36480	LCB1	22.0	29.0	22.0	38.0
AT4G36490	SFH12		50.0	5.0	0.1
AT4G36500	AT4G36500	65.0	5.0	15.0	52.0
AT4G36510	AT4G36510		0.1		0.4
AT4G36515	AT4G36515	14.0	21.0	26.0	18.0
AT4G36520	AT4G36520	14.0	26.0	25.0	36.0
AT4G36530	AT4G36530	77.0	39.0	57.0	9.0
AT4G36540	BEE2	113.0	63.0	64.0	7.0
AT4G36550	PUB5	16.0	10.0	9.0	15.0
AT4G36570	ATRL3	8.0	20.0	3.0	0.5
AT4G36580	AT4G36580	3.0	7.0	7.0	8.0
AT4G36590	AT4G36590	0.2	0.7	36.0	0.1
AT4G36600	AT4G36600	0.2	9.0	0.3	3.0
AT4G36610	AT4G36610	0.6	2.0	2.0	16.0
AT4G36620	GATA19	0.9	2.0	0.4	3.0
AT4G36630	EMB2754	23.0	23.0	21.0	39.0
AT4G36640	AT4G36640	5.0	24.0	23.0	36.0
AT4G36648	AT4G36648	39.0	77.0	97.0	135.0
AT4G36650	PBRP1	11.0	15.0	11.0	18.0
AT4G36660	AT4G36660	28.0	44.0	67.0	32.0
AT4G36670	PLT6	81.0	2.0	2.0	58.0
AT4G36680	AT4G36680	10.0	24.0	16.0	28.0
AT4G36690	U2AF65A	112.0	139.0	95.0	126.0
AT4G36700	AT4G36700	0.2	0.2	11.0	0.4
AT4G36710	SCL15	5.0	11.0	9.0	11.0
AT4G36720	HVA22K	16.0	21.0	18.0	36.0
AT4G36730	GBF1	79.0	71.0	49.0	78.0
AT4G36740	HB-5	0.2	6.0	3.0	5.0
AT4G36750	AT4G36750	25.0	29.0	29.0	50.0
AT4G36760	ATAPP1	39.0	57.0	63.0	74.0
AT4G36770	UGT72C1	0.6	8.0	0.9	0.7
AT4G36780	BEH2	45.0	45.0	34.0	75.0
AT4G36790	AT4G36790	11.0	17.0	21.0	22.0
AT4G36791	AT4G36791	2.0	2.0	1.0	3.0
AT4G36795	AT4G36795	0.8	0.9	0.5	1.0
AT4G36800	RCE1	128.0	140.0	132.0	146.0
AT4G36808	AT4G36808	0.1	0.1	0.9	
AT4G36810	GGPPS1			0.1	
AT4G36820	AT4G36820	0.4	4.0	3.0	1.0
AT4G36830	HOS3-1	0.8	1.0	2.0	2.0
AT4G36840	AT4G36840	7.0	8.0	7.0	6.0
AT4G36850	AT4G36850	231.0	14.0	24.0	2.0
AT4G36860	AT4G36860	23.0	25.0	22.0	50.0
AT4G36870	BLH2	18.0	9.0	9.0	1.0
AT4G36880	CP1	0.9	21.0	0.6	13.0
AT4G36890	IRX14	15.0	27.0	59.0	44.0
AT4G36900	RAP2-10	8.0	11.0	14.0	31.0
AT4G36910	CBSX1	16.0	40.0	20.0	12.0
AT4G36920	AP2	14.0	35.0	40.0	42.0
AT4G36925	AT4G36925	0.1	0.2	0.2	0.1
AT4G36930	SPT	5.0	17.0	10.0	18.0
AT4G36940	NAPRT1	21.0	30.0	36.0	35.0
AT4G36945	AT4G36945	6.0	12.0	28.0	10.0
AT4G36950	MAPKKK21		4.0	7.0	0.4
AT4G36960	AT4G36960	27.0	42.0	37.0	38.0
AT4G36970	AT4G36970	33.0	24.0	15.0	25.0
AT4G36980	AT4G36980	92.0	128.0	91.0	114.0
AT4G36990	HSFB1	9.0	16.0	25.0	113.0
AT4G37000	RCCR	56.0	44.0	64.0	11.0
AT4G37010	CEN2	2.0	0.8	0.3	98.0
AT4G37020	AT4G37020	18.0	20.0	15.0	23.0
AT4G37022	AT4G37022	3.0	5.0	1.0	4.0
AT4G37030	AT4G37030	0.9	2.0	0.5	13.0
AT4G37040	MAP1D	72.0	45.0	46.0	18.0
AT4G37050	PLP3	0.2	10.0	22.0	0.9
AT4G37060	PLP5				0.2
AT4G37070	PLP1	0.3			97.0
AT4G37080	AT4G37080	32.0	28.0	16.0	10.0
AT4G37090	AT4G37090	15.0	30.0	20.0	41.0
AT4G37095	AT4G37095	13.0	41.0	23.0	27.0
AT4G37100	AT4G37100	12.0	23.0	13.0	21.0
AT4G37110	AT4G37110	19.0	18.0	12.0	11.0
AT4G37120	SMP2	61.0	80.0	70.0	89.0
AT4G37130	NUP58	14.0	19.0	16.0	19.0
AT4G37140	MES20	0.1	5.0	3.0	0.1
AT4G37150	MES9	3.0	5.0	10.0	15.0
AT4G37160	sks15		0.1		33.0
AT4G37170	PCMP-H5	2.0	2.0	2.0	3.0
AT4G37175	AT4G37175			0.2	
AT4G37180	HHO5	51.0	50.0	53.0	57.0
AT4G37190	AT4G37190	13.0	13.0	9.0	24.0
AT4G37200	HCF164	99.0	64.0	66.0	12.0
AT4G37210	AT4G37210	26.0	55.0	34.0	45.0
AT4G37220	AT4G37220	5.0	2.0	1.0	3.0
AT4G37225	AT4G37225	1.0	3.0	2.0	1.0
AT4G37230	AT4G37230	0.8	1.0	0.6	0.1
AT4G37235	AT4G37235	0.7	1.0	0.5	1.0
AT4G37240	AT4G37240	10.0	22.0	22.0	4.0
AT4G37250	AT4G37250	16.0	20.0	13.0	35.0
AT4G37260	MYB73	75.0	44.0	46.0	92.0
AT4G37270	HMA1	47.0	43.0	44.0	28.0
AT4G37280	MRG1	34.0	59.0	37.0	35.0
AT4G37290	AT4G37290	1.0	0.1	0.2	0.9
AT4G37295	AT4G37295	1.0	0.2	0.7	1.0
AT4G37300	MEE59	313.0	165.0	153.0	65.0
AT4G37310	CYP81H1	22.0	18.0	45.0	7.0
AT4G37320	CYP81D5	4.0	10.0	17.0	18.0
AT4G37330	CYP81D4	32.0	41.0	25.0	32.0
AT4G37340	CYP81D3	0.1	0.2		12.0
AT4G37360	CYP81D2		0.2	10.0	
AT4G37370	CYP81D8	11.0	2.0	5.0	5.0
AT4G37380	ELI1	4.0	4.0	4.0	3.0
AT4G37390	YDK1	3.0	5.0	7.0	64.0
AT4G37400	CYP81F3	1.0	1.0	0.4	14.0
AT4G37409	AT4G37409				0.1
AT4G37410	CYP81F4	1.0	1.0		95.0
AT4G37420	AT4G37420	0.1	3.0	0.1	0.1
AT4G37432	AT4G37432	0.7	1.0	1.0	1.0
AT4G37435	AT4G37435			3.0	
AT4G37440	AT4G37440	43.0	44.0	43.0	49.0
AT4G37445	AT4G37445	3.0	5.0	5.0	7.0
AT4G37450	AGP18	21.0	37.0	48.0	22.0
AT4G37460	SRFR1	49.0	57.0	37.0	44.0
AT4G37470	KAI2	67.0	63.0	102.0	46.0
AT4G37480	AT4G37480	18.0	17.0	14.0	19.0
AT4G37483	AT4G37483	18.0	18.0	14.0	19.0
AT4G37490	CYCB1-1	8.0	23.0	6.0	16.0
AT4G37510	RNC1	133.0	77.0	65.0	17.0
AT4G37520	PER50	58.0	18.0	108.0	214.0
AT4G37530	PER51	9.0	5.0	26.0	45.0
AT4G37540	LBD39	63.0	13.0	6.0	56.0
AT4G37550	AT4G37550	57.0	56.0	52.0	13.0
AT4G37553	AT4G37553	1.0	3.0	2.0	1.0
AT4G37560	AT4G37560	13.0	12.0	7.0	0.9
AT4G37580	HLS1	5.0	2.0	0.3	2.0
AT4G37590	NPY5	49.0	61.0	26.0	86.0
AT4G37608	AT4G37608	3.0	8.0	7.0	7.0
AT4G37610	BT5	98.0	24.0	33.0	54.0
AT4G37630	CYCD5-1	6.0	8.0	4.0	8.0
AT4G37640	ACA2	16.0	51.0	38.0	60.0
AT4G37650	SHR	10.0	25.0	7.0	28.0
AT4G37660	AT4G37660	13.0	26.0	18.0	37.0
AT4G37670	NAGS2	7.0	4.0	3.0	4.0
AT4G37680	HHP4	26.0	44.0	40.0	25.0
AT4G37682	AT4G37682	3.0	4.0	3.0	3.0
AT4G37685	AT4G37685	4.0	8.0	5.0	5.0
AT4G37690	GT6	0.4	5.0	10.0	2.0
AT4G37700	AT4G37700	0.3	0.1	0.9	7.0
AT4G37710	VQ29	0.1	0.1	0.1	0.1
AT4G37720	PSK4		0.4	0.2	
AT4G37730	AtbZIP7	1.0	8.0	2.0	18.0
AT4G37740	GRF2	12.0	10.0	5.0	14.0
AT4G37750	ANT	21.0	52.0	4.0	17.0
AT4G37760	SQE3	54.0	97.0	58.0	9.0
AT4G37770	ACS8	0.4	1.0	3.0	0.2
AT4G37780	MYB87	0.1	2.0		0.9
AT4G37790	HAT22	27.0	50.0	31.0	51.0
AT4G37800	XTH7	134.0	138.0	95.0	5.0
AT4G37810	EPFL2	4.0	22.0	3.0	0.4
AT4G37820	AT4G37820	28.0	45.0	49.0	47.0
AT4G37830	AT4G37830	168.0	220.0	179.0	329.0
AT4G37840	HKL3		7.0		
AT4G37850	BHLH25		0.6		1.0
AT4G37860	AT4G37860	0.1	0.7		0.3
AT4G37870	PCKA	147.0	194.0	203.0	745.0
AT4G37880	RMD5	33.0	35.0	31.0	48.0
AT4G37890	EDA40	2.0	7.0	3.0	8.0
AT4G37895	AT4G37895		0.2	0.1	0.3
AT4G37900	GRDP2	2.0	200.0	0.7	11.0
AT4G37910	HSP70-9	59.0	126.0	80.0	164.0
AT4G37920	AT4G37920	44.0	30.0	24.0	14.0
AT4G37925	NDHM	103.0	63.0	69.0	0.3
AT4G37930	SHM1	1990.0	802.0	1197.0	46.0
AT4G37940	AGL21	0.1	0.2		22.0
