Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Fauna Date,Raw Date,Host,Labels
A/Zhejiang/8/2016,Epi887795,2016-12-11,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.94,2018.22,2016-12-11,Human,unknown
A/Environment/Shandong-Qingdao/12/2017,Epi1101214,2017-01-18,unknown,China,Shandong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.05,2018.22,2017-01-18,Environment,unknown
A/Environment/Shandong-Qingdao/16/2017,Epi1101238,2017-01-18,unknown,China,Shandong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.05,2018.22,2017-01-18,Environment,unknown
A/Jiangsu/6464/2017,Epi1103814,2017-01-12,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.03,2018.22,2017-01-12,Human,unknown
A/Zhejiang/14/2016,Epi887747,2016-12-23,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.98,2018.22,2016-12-23,Human,Aa: Na: A153s;
A/Fujian/2152/2017,Epi887619,2017-01-06,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-06,Human,unknown
A/Jiangsu/8195/2017,Epi1103279,2017-01-06,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-06,Human,unknown
A/Hubei/9910/2017,Epi1104110,2017-02-03,unknown,China,Hubei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-03,Human,unknown
A/Hubei/9914/2017,Epi1104142,2017-02-06,unknown,China,Hubei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-06,Human,unknown
A/Hunan/17873/2017,Epi1102244,2017-03-04,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.17,2018.22,2017-03-04,Human,unknown
A/Hunan/17872/2017,Epi1102236,2017-03-21,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.22,2018.22,2017-03-21,Human,unknown
A/Jiangsu/8202/2016,Epi1103330,2016-12-19,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.97,2018.22,2016-12-19,Human,unknown
A/Environment/Jiangsu/1208,Epi1101166,2016-12-29,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.99,2018.22,2016-12-29,Environment,unknown
A/Jiangsu/8196/2017,Epi1103291,2017-01-06,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-06,Human,unknown
A/Environment/Shandong-Qingdao/18/2017,Epi1101246,2017-01-18,unknown,China,Shandong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.05,2018.22,2017-01-18,Environment,unknown
A/Environment/Shandong-Qingdao/13/2017,Epi1101222,2017-01-18,unknown,China,Shandong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.05,2018.22,2017-01-18,Environment,unknown
A/Environment/Shandong-Qingdao/14/2017,Epi1101230,2017-01-18,unknown,China,Shandong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.05,2018.22,2017-01-18,Environment,unknown
A/Jiangsu/8203/2016,Epi1103338,2016-12-28,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.99,2018.22,2016-12-28,Human,unknown
A/Shandong-Laiwu/2/2017,Epi1102620,2017-01-06,unknown,China,Shandong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-06,Human,unknown
A/Shandong/21077/2017,Epi1102612,2017-01-07,unknown,China,Shandong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.02,2018.22,2017-01-07,Human,unknown
A/Zhejiang/21/2017,Epi1102980,2017-01-04,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-04,Human,unknown
A/Beijing/28707/2017,Epi1100670,2017-06-07,unknown,China,Beijing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.43,2018.22,2017-06-07,Human,unknown
A/Hebei/28940/2017,Epi1101910,2017-05-27,unknown,China,Hebei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.40,2018.22,2017-05-27,Human,unknown
A/Chicken/Jiangsu/502,Epi1054125,2017-05-02,unknown,China,Jiangsu,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.33,2018.22,2017-05-02,Chicken,Aa: Na: E49k R427k;
A/Sichuan/11021/2017,Epi1102708,2017-02-09,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.11,2018.22,2017-02-09,Human,unknown
A/Sichuan/11022/2017,Epi1102716,2017-02-11,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.11,2018.22,2017-02-11,Human,unknown
A/Sichuan/24977/2017,Epi1102748,2017-04-13,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.28,2018.22,2017-04-13,Human,Aa: Na: T244n D248e N340i;
A/environment/ChongqingHC/2-20/2017,Epi972305,2017-02-12,unknown,China,Chongqing,Chongqing Center For Disease Control & Prevention,unknown,unknown,unknown,2017.11,2018.22,2017-02-12,Environment,unknown
A/Sichuan/24980/2017,Epi1102756,2017-04-19,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.30,2018.22,2017-04-19,Human,Aa: Na: V22a;
A/Sichuan/9680/2017,Epi1102692,2017-01-25,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.07,2018.22,2017-01-25,Human,unknown
A/Sichuan/11020/2017,Epi1102700,2017-02-07,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-07,Human,unknown
A/Sichuan/12218/2017,Epi971123,2017-02-19,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.13,2018.22,2017-02-19,Human,Aa: Na: N42s;
A/Chongqing-Shapingba/62/2017,Epi1100766,2017-06-06,unknown,China,Chongqing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.43,2018.22,2017-06-06,Human,Aa: Na: I209v;
A/Sichuan/12219/2017,Epi971131,2017-02-19,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.13,2018.22,2017-02-19,Human,unknown
A/Sichuan/24974/2017,Epi1102732,2017-04-07,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.26,2018.22,2017-04-07,Human,unknown
A/Sichuan/17267/2017,Epi1102724,2017-03-06,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.18,2018.22,2017-03-06,Human,unknown
A/Sichuan/24986/2017,Epi1102804,2017-04-07,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.26,2018.22,2017-04-07,Human,Aa: Na: P48l E64g;
A/Sichuan/9679/2017,Epi1102684,2017-02-03,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-03,Human,unknown
A/Sichuan/24982/2017,Epi1102772,2017-04-26,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.31,2018.22,2017-04-26,Human,Aa: Na: R289k;
A/Sichuan/24987/2017,Epi1102812,2017-04-22,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.30,2018.22,2017-04-22,Human,Aa: Na: D248y;
A/Sichuan/24983/2017,Epi1102780,2017-04-30,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.33,2018.22,2017-04-30,Human,Aa: Na: I17t I145t;
A/Sichuan/27180/2017,Epi1102828,2017-05-04,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.34,2018.22,2017-05-04,Human,unknown
A/Sichuan/27181/2017,Epi1102836,2017-05-06,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.34,2018.22,2017-05-06,Human,unknown
A/Sichuan/27182/2017,Epi1102844,2017-05-07,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.34,2018.22,2017-05-07,Human,unknown
A/Sichuan/24985/2017,Epi1102796,2017-04-19,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.30,2018.22,2017-04-19,Human,unknown
A/Sichuan/24981/2017,Epi1102764,2017-04-21,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.30,2018.22,2017-04-21,Human,unknown
A/Sichuan/24984/2017,Epi1102788,2017-05-01,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.33,2018.22,2017-05-01,Human,unknown
A/Sichuan/27184/2017,Epi1102860,2017-05-15,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.37,2018.22,2017-05-15,Human,unknown
A/Sichuan/24976/2017,Epi1102740,2017-04-27,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.32,2018.22,2017-04-27,Human,unknown
A/Sichuan/24989/2017,Epi1102820,2017-04-30,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.33,2018.22,2017-04-30,Human,unknown
A/Jiangsu/60458/2016,Epi887915,2016-12-10,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.94,2018.22,2016-12-10,Human,unknown
A/Jiangsu/60459/2016,Epi887907,2016-12-12,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.95,2018.22,2016-12-12,Human,unknown
A/Jiangsu/60461/2016,Epi887891,2016-12-20,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.97,2018.22,2016-12-20,Human,unknown
A/Jiangsu/60447/2016,Epi887971,2016-12-16,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.96,2018.22,2016-12-16,Human,unknown
A/Suzhou/74/2016,Epi922065,2016-12-19,unknown,China,Jiangsu,Jiangsu Provincial Center For Disease Control & Prevention,unknown,unknown,unknown,2016.97,2018.22,2016-12-19,Human,unknown
A/Jiangsu/8174/2016,Epi1103838,2016-12-19,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.97,2018.22,2016-12-19,Human,unknown
A/Jiangsu/8204/2016,Epi1103346,2016-12-23,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.98,2018.22,2016-12-23,Human,unknown
A/Shandong-Qingdao/3/2017,Epi1102628,2017-01-24,unknown,China,Shandong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-24,Human,unknown
A/Environment/Shandong-Qingdao/28/2017,Epi1101278,2017-01-24,unknown,China,Shandong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-24,Environment,unknown
A/Environment/Shandong-Qingdao/24/2017,Epi1101254,2017-01-24,unknown,China,Shandong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-24,Environment,unknown
A/Zhejiang/13/2016,Epi887755,2016-12-24,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.98,2018.22,2016-12-24,Human,unknown
A/Hunan/1/2016,Epi887819,2016-12-27,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.99,2018.22,2016-12-27,Human,unknown
A/Shandong-Rizhao/1/2017,Epi1102636,2017-01-02,unknown,China,Shandong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.00,2018.22,2017-01-02,Human,unknown
A/Environment/Shandong-Rizhao/08/2017,Epi1101294,2017-01-03,unknown,China,Shandong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-03,Environment,unknown
A/Jiangsu/6462/2017,Epi1103934,2017-01-01,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.00,2018.22,2017-01-01,Human,unknown
A/Hubei/9912/2017,Epi1104126,2017-02-04,unknown,China,Hubei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-04,Human,unknown
A/Hubei/11944/2017,Epi971139,2017-02-20,unknown,China,Hubei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.14,2018.22,2017-02-20,Human,unknown
A/Jiangsu/60457/2016,Epi887923,2016-12-06,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.93,2018.22,2016-12-06,Human,unknown
A/Hunan/2285/2017,Epi887643,2017-01-08,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.02,2018.22,2017-01-08,Human,unknown
A/Jiangsu/8197/2017,Epi1103301,2017-01-09,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.02,2018.22,2017-01-09,Human,unknown
A/Jiangsu/11553/2017,Epi971267,2017-01-29,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.08,2018.22,2017-01-29,Human,unknown
A/Environment/Jiangsu/1210,Epi1101190,2017-02-03,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-03,Environment,Aa: Na: I26v;
A/Henan/11156/2017,Epi971291,2017-01-21,unknown,China,Henan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.05,2018.22,2017-01-21,Human,unknown
A/Environment/Hubei/1217,Epi1104070,2017-02-20,unknown,China,Hubei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.14,2018.22,2017-02-20,Environment,unknown
A/Hubei/9911/2017,Epi1104118,2017-02-04,unknown,China,Hubei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-04,Human,unknown
A/Hubei/9937/2017,Epi1104158,2017-02-04,unknown,China,Hubei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-04,Human,unknown
A/Hubei/9929/2017,Epi1104150,2017-01-26,unknown,China,Hubei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.07,2018.22,2017-01-26,Human,unknown
A/Hubei/9907/2017,Epi1104094,2017-01-31,unknown,China,Hubei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.08,2018.22,2017-01-31,Human,unknown
A/Hubei/11950/2017,Epi971147,2017-02-20,unknown,China,Hubei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.14,2018.22,2017-02-20,Human,unknown
A/Hubei/11951/2017,Epi971155,2017-02-20,unknown,China,Hubei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.14,2018.22,2017-02-20,Human,unknown
A/Jiangsu/24154/2017,Epi1102284,2017-04-06,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.26,2018.22,2017-04-06,Human,unknown
A/Environment/Hebei/2205,Epi1100878,2017-04-17,unknown,China,Hebei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.29,2018.22,2017-04-17,Environment,unknown
A/Beijing/21569/2017,Epi1100582,2017-04-13,unknown,China,Beijing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.28,2018.22,2017-04-13,Human,unknown
A/Beijing/28244/2017,Epi1100662,2017-06-05,unknown,China,Beijing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.42,2018.22,2017-06-05,Human,unknown
A/Liaoning/28252/2017,Epi1102532,2017-04-19,unknown,China,Liaoning,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.30,2018.22,2017-04-19,Human,unknown
A/Jiangsu/24149/2017,Epi1102268,2017-03-22,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.22,2018.22,2017-03-22,Human,unknown
A/Hunan/25353/2017,Epi1103950,2017-03-14,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.20,2018.22,2017-03-14,Human,unknown
A/Tianjin/31940/2017,Epi1102924,2017-06-20,unknown,China,Tianjin,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.47,2018.22,2017-06-20,Human,unknown
A/InnerMongolia/29169/2017,Epi1103878,2017-06-14,unknown,China,Neimenggu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.45,2018.22,2017-06-14,Human,unknown
A/InnerMongolia/Tongliao29169/2017,Epi1160159,2017-06-14,unknown,China,Neimenggu,Other Database Import,unknown,unknown,unknown,2017.45,2018.22,2017-06-14,Human,unknown
A/Hebei/28939/2017,Epi1101902,2017-05-24,unknown,China,Hebei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.39,2018.22,2017-05-24,Human,unknown
A/Environment/Hebei/2741,Epi1100886,2017-05-06,unknown,China,Hebei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.34,2018.22,2017-05-06,Environment,Aa: Na: I26t;
A/Hebei/27400/2017,Epi1101854,2017-05-05,unknown,China,Hebei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.34,2018.22,2017-05-05,Human,unknown
A/Beijing/29275/2017,Epi1100694,2017-06-16,unknown,China,Beijing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.45,2018.22,2017-06-16,Human,unknown
A/Hebei/27404/2017,Epi1101886,2017-05-08,unknown,China,Hebei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.35,2018.22,2017-05-08,Human,unknown
A/Sichuan/27873/2017,Epi1102876,2017-05-22,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.39,2018.22,2017-05-22,Human,unknown
A/Hebei/27402/2017,Epi1101870,2017-05-06,unknown,China,Hebei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.34,2018.22,2017-05-06,Human,unknown
A/Hebei/27401/2017,Epi1101862,2017-05-04,unknown,China,Hebei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.34,2018.22,2017-05-04,Human,unknown
A/Beijing/28933/2017,Epi1100686,2017-05-10,unknown,China,Beijing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.35,2018.22,2017-05-10,Human,unknown
A/Hebei/27408/2017,Epi1101894,2017-05-15,unknown,China,Hebei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.37,2018.22,2017-05-15,Human,unknown
A/Hebei/27403/2017,Epi1101878,2017-05-07,unknown,China,Hebei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.34,2018.22,2017-05-07,Human,unknown
A/Anhui/29174/2017,Epi1100494,2017-05-26,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.40,2018.22,2017-05-26,Human,unknown
A/Beijing/21566/2017,Epi1100574,2017-04-14,unknown,China,Beijing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.28,2018.22,2017-04-14,Human,unknown
A/Beijing/21564/2017,Epi1100566,2017-04-15,unknown,China,Beijing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.28,2018.22,2017-04-15,Human,unknown
A/Beijing/22137/2017,Epi1100598,2017-04-17,unknown,China,Beijing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.29,2018.22,2017-04-17,Human,unknown
A/Hebei/24995/2017,Epi1101838,2017-04-30,unknown,China,Hebei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.33,2018.22,2017-04-30,Human,unknown
A/Environment/Shandong-Qingdao/26/2017,Epi1101270,2017-01-24,unknown,China,Shandong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-24,Environment,unknown
A/Sichuan/8606/2017,Epi1102676,2017-01-24,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-24,Human,unknown
A/Environment/Shandong-Qingdao/25/2017,Epi1101262,2017-01-24,unknown,China,Shandong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-24,Environment,unknown
A/Jiangxi/10676/2017,Epi1102460,2017-01-24,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-24,Human,unknown
A/Hubei/9909/2017,Epi1104102,2017-02-07,unknown,China,Hubei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-07,Human,unknown
A/Environment/Hubei/1213,Epi1104030,2017-02-16,unknown,China,Hubei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.13,2018.22,2017-02-16,Environment,unknown
A/Hunan/17869/2017,Epi1102228,2017-03-12,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.19,2018.22,2017-03-12,Human,unknown
A/Henan/27456/2017,Epi1102006,2017-05-10,unknown,China,Henan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.35,2018.22,2017-05-10,Human,unknown
A/Henan/29263/2017,Epi1102014,2017-06-05,unknown,China,Henan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.42,2018.22,2017-06-05,Human,Aa: Na: E64g;
A/Environment/Hubei/1081,Epi1100966,2017-02-05,unknown,China,Hubei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-05,Environment,unknown
A/Shaanxi/32282/2017,Epi1102572,2017-05-02,unknown,China,Shaanxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.33,2018.22,2017-05-02,Human,unknown
A/Hunan/17868/2017,Epi1102220,2017-03-17,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.21,2018.22,2017-03-17,Human,unknown
A/Hunan/25365/2017,Epi1104014,2017-03-21,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.22,2018.22,2017-03-21,Human,unknown
A/Guizhou/18978/2017,Epi1101766,2017-03-10,unknown,China,Guizhou,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.19,2018.22,2017-03-10,Human,unknown
A/Guangxi/18907/2017,Epi1101710,2017-03-14,unknown,China,Guangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.20,2018.22,2017-03-14,Human,Aa: Na: V305i;
A/Guizhou/18977/2017,Epi1101758,2017-03-21,unknown,China,Guizhou,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.22,2018.22,2017-03-21,Human,unknown
A/Guizhou/18975/2017,Epi1101742,2017-03-25,unknown,China,Guizhou,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.23,2018.22,2017-03-25,Human,unknown
A/Guizhou/18976/2017,Epi1101750,2017-03-25,unknown,China,Guizhou,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.23,2018.22,2017-03-25,Human,unknown
A/Guizhou/21078/2017,Epi1101782,2017-03-01,unknown,China,Guizhou,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.16,2018.22,2017-03-01,Human,unknown
A/Guizhou/18973/2017,Epi1101734,2017-03-07,unknown,China,Guizhou,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.18,2018.22,2017-03-07,Human,unknown
A/Chongqing/1/2017,Epi967144,2017-03-04,unknown,China,Chongqing,Chongqing Center For Disease Control & Prevention,unknown,unknown,unknown,2017.17,2018.22,2017-03-04,Human,unknown
A/Chongqing-Fengjie/51/2017,Epi1100734,2017-03-04,unknown,China,Chongqing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.17,2018.22,2017-03-04,Human,unknown
A/Henan/15339/2017,Epi1101966,2017-03-10,unknown,China,Henan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.19,2018.22,2017-03-10,Human,unknown
A/Guangxi/18905/2017,Epi1101702,2017-03-12,unknown,China,Guangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.19,2018.22,2017-03-12,Human,unknown
A/Guangxi/18903/2017,Epi1101694,2017-03-12,unknown,China,Guangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.19,2018.22,2017-03-12,Human,unknown
A/Changsha/41/2017,Epi1036691,2017-03-12,unknown,China,Hunan,Other Database Import,unknown,unknown,unknown,2017.19,2018.22,2017-03-12,Human,unknown
A/Chongqing/2/2017,Epi969330,2017-03-13,unknown,China,Chongqing,Chongqing Center For Disease Control & Prevention,unknown,unknown,unknown,2017.19,2018.22,2017-03-13,Human,unknown
A/Chongqing-Wanzhou/67/2017,Epi1100774,2017-03-13,unknown,China,Chongqing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.19,2018.22,2017-03-13,Human,unknown
A/Hebei/22044/2017,Epi1101798,2017-04-14,unknown,China,Hebei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.28,2018.22,2017-04-14,Human,unknown
A/Gansu/19545/2017,Epi1101518,2017-04-03,unknown,China,Gansu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.25,2018.22,2017-04-03,Human,unknown
A/Henan/22190/2017,Epi1101990,2017-04-11,unknown,China,Henan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.27,2018.22,2017-04-11,Human,unknown
A/Henan/21080/2017,Epi1101982,2017-04-08,unknown,China,Henan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.27,2018.22,2017-04-08,Human,unknown
A/Henan/27454/2017,Epi1101998,2017-05-02,unknown,China,Henan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.33,2018.22,2017-05-02,Human,unknown
A/Shaanxi/29410/2017,Epi1102564,2017-05-05,unknown,China,Shaanxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.34,2018.22,2017-05-05,Human,unknown
A/chicken/Shanghai/S3301/2014,Epi707891,2014-11-06,unknown,China,Shanghai,Other Database Import,unknown,unknown,unknown,2014.85,2018.22,2014-11-06,Chicken,Aa: Na: S322n Y370f;
A/chicken/Shanghai/S3307/2014,Epi707893,2014-11-06,unknown,China,Shanghai,Other Database Import,unknown,unknown,unknown,2014.85,2018.22,2014-11-06,Chicken,unknown
A/chicken/Shanghai/S3328/2014,Epi707900,2014-11-06,unknown,China,Shanghai,Other Database Import,unknown,unknown,unknown,2014.85,2018.22,2014-11-06,Chicken,Aa: Na: V112i N167s R169g R427s;
A/chicken/Shanghai/S3330/2014,Epi707901,2014-11-06,unknown,China,Shanghai,Other Database Import,unknown,unknown,unknown,2014.85,2018.22,2014-11-06,Chicken,unknown
A/chicken/Shanghai/S3306/2014,Epi707892,2014-11-06,unknown,China,Shanghai,Other Database Import,unknown,unknown,unknown,2014.85,2018.22,2014-11-06,Chicken,unknown
A/Jiangsu/6306/2014,Epi566075,2014-12-27,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.99,2018.22,2014-12-27,Human,Aa: Na: T164a;
A/Zhejiang/1/2015,Epi627136,2015-01-13,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.03,2018.22,2015-01-13,Human,unknown
A/chicken/Quzhou/2/2015,Epi621116,2015-02-24,unknown,China,Zhejiang,Other Database Import,unknown,unknown,unknown,2015.15,2018.22,2015-02-24,Chicken,unknown
A/Quzhou/2/2015,Epi621128,2015-04-23,unknown,China,Zhejiang,Other Database Import,unknown,unknown,unknown,2015.31,2018.22,2015-04-23,Human,unknown
A/Quzhou/1/2015,Epi621121,2015-04-25,unknown,China,Zhejiang,Other Database Import,unknown,unknown,unknown,2015.31,2018.22,2015-04-25,Human,Aa: Na: R289k;
A/Zhejiang/33/2014,Epi627184,2014-11-27,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.90,2018.22,2014-11-27,Human,unknown
A/Zhejiang/17/2014,Epi552401,2014-11-25,unknown,China,Zhejiang,Zhejiang Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.90,2018.22,2014-11-25,Human,unknown
