Date,Calibre Index Fund,"""Nasdaq Composite, x""","""Nasdaq Composite, y""","""MSCI EAFE Index Fund (ETF), x""",MSCI EAFE Index Fund (ETF),"""Dow Jones Industrial Average, y""","""S&amp;P 500 Index, y"""
2012-05-25,121.82,,,2012-05-31,47.76,12454.830078,1317.819946
2012-05-29,123.18,,,2012-06-01,46.55,12580.69043,1332.420044
2012-05-30,121.449997,,,2012-06-04,46.95,12419.860352,1313.319946
2012-05-31,121.190002,,,2012-06-05,47.23,12393.450195,1310.329956
2012-06-01,118.209999,,,2012-06-06,48.58,12118.570313,1278.040039
2012-06-04,118.220001,,,2012-06-07,48.67,12101.459961,1278.180054
2012-06-05,118.900002,,,2012-06-08,48.51,12127.950195,1285.5
2012-06-06,121.66999799999999,,,2012-06-11,48.01,12414.790039,1315.130005
2012-06-07,121.66999799999999,,,2012-06-12,48.85,12460.959961,1314.98999
2012-06-08,122.660004,,,2012-06-13,48.44,12554.200195,1325.660034
2012-06-11,121.110001,,,2012-06-14,48.82,12411.230469,1308.930054
2012-06-12,122.529999,,,2012-06-15,49.48,12573.799805,1324.180054
2012-06-13,121.709999,,,2012-06-18,49.36,12496.379883,1314.880005
2012-06-14,123.029999,,,2012-06-19,50.18,12651.910156,1329.099976
2012-06-15,124.300003,,,2012-06-20,50.47,12767.169922,1342.839966
2012-06-18,124.480003,,,2012-06-21,48.04,12741.820313,1344.780029
2012-06-19,125.699997,,,2012-06-22,48.49,12837.330078,1357.97998
2012-06-20,125.5,,,2012-06-25,47.36,12824.389648,1355.689941
2012-06-21,122.720001,,,2012-06-26,47.68,12573.570313,1325.51001
2012-06-22,122.989998,,,2012-06-27,48.11,12640.780273,1335.02002
2012-06-25,121.040001,,,2012-06-28,48.22,12502.660156,1313.719971
2012-06-26,121.620003,,,2012-06-29,49.96,12534.669922,1319.98999
2012-06-27,122.739998,,,2012-07-02,50.28,12627.009766,1331.849976
2012-06-28,122.489998,,,2012-07-03,50.75,12602.259766,1329.040039
2012-06-29,125.550003,,,2012-07-05,49.91,12880.089844,1362.160034
2012-07-02,125.860001,,,2012-07-06,49.44,12871.389648,1365.51001
2012-07-03,126.66999799999999,,,2012-07-09,49.33,12943.660156,1374.02002
2012-07-05,126.08000200000001,,,2012-07-10,49.03,12896.669922,1367.579956
2012-07-06,124.93,,,2012-07-11,49.15,12772.469727,1354.680054
2012-07-09,124.730003,,,2012-07-12,48.7,12736.290039,1352.459961
2012-07-10,123.720001,,,2012-07-13,49.34,12653.120117,1341.469971
2012-07-11,123.730003,,,2012-07-16,49.34,12604.530273,1341.449951
2012-07-12,123.110001,,,2012-07-17,49.48,12573.269531,1334.76001
2012-07-13,125.139999,,,2012-07-18,49.87,12777.089844,1356.780029
2012-07-16,124.849998,,,2012-07-19,50.34,12727.209961,1353.640015
2012-07-17,125.779999,,,2012-07-20,49.17,12805.540039,1363.670044
2012-07-18,126.639999,,,2012-07-23,48.14,12908.700195,1372.780029
2012-07-19,126.989998,,,2012-07-24,47.62,12943.360352,1376.51001
2012-07-20,125.720001,,,2012-07-25,47.88,12822.570313,1362.660034
2012-07-23,124.599998,,,2012-07-26,49.32,12721.459961,1350.52002
2012-07-24,123.470001,,,2012-07-27,50.39,12617.320313,1338.310059
2012-07-25,123.440002,,,2012-07-30,50.31,12676.049805,1337.890015
2012-07-26,125.480003,,,2012-07-31,50.0,12887.929688,1360.02002
2012-07-27,127.879997,,,2012-08-01,50.01,13075.660156,1385.969971
2012-07-30,127.83000200000001,,,2012-08-02,49.31,13073.009766,1385.300049
2012-07-31,127.269997,,,2012-08-03,50.99,13008.679688,1379.319946
2012-08-01,126.91999799999999,,,2012-08-06,51.35,12976.129883,1375.319946
2012-08-02,125.980003,,,2012-08-07,51.82,12878.879883,1365.0
2012-08-03,128.399994,,,2012-08-08,51.75,13096.169922,1390.98999
2012-08-06,128.690002,,,2012-08-09,51.78,13117.509766,1394.22998
2012-08-07,129.350006,,,2012-08-10,51.87,13168.599609,1401.349976
2012-08-08,129.470001,,,2012-08-13,51.62,13175.639648,1402.219971
2012-08-09,129.580002,,,2012-08-14,51.74,13165.19043,1402.800049
2012-08-10,129.869995,,,2012-08-15,51.59,13207.950195,1405.869995
2012-08-13,129.729996,,,2012-08-16,52.22,13169.429688,1404.109985
2012-08-14,129.740005,,,2012-08-17,52.3,13172.139648,1403.930054
2012-08-15,129.929993,,,2012-08-20,52.24,13164.780273,1405.530029
2012-08-16,130.860001,,,2012-08-21,52.54,13250.110352,1415.51001
2012-08-17,131.110001,,,2012-08-22,52.48,13275.200195,1418.160034
2012-08-20,131.100006,,,2012-08-23,52.18,13271.639648,1418.130005
2012-08-21,130.649994,,,2012-08-24,52.1,13203.580078,1413.170044
2012-08-22,130.690002,,,2012-08-27,52.13,13172.759766,1413.48999
2012-08-23,129.630005,,,2012-08-28,52.08,13057.459961,1402.079956
2012-08-24,130.490005,,,2012-08-29,51.92,13157.969727,1411.130005
2012-08-27,130.419998,,,2012-08-30,51.15,13124.669922,1410.439941
2012-08-28,130.330002,,,2012-08-31,51.6,13102.990234,1409.300049
2012-08-29,130.46000700000002,,,2012-09-04,51.34,13107.480469,1410.48999
2012-08-30,129.46000700000002,,,2012-09-05,51.2,13000.709961,1399.47998
2012-08-31,130.119995,,,2012-09-06,52.46,13090.839844,1406.579956
2012-09-04,129.970001,,,2012-09-07,53.26,13035.94043,1404.939941
2012-09-05,129.869995,,,2012-09-10,52.84,13047.480469,1403.439941
2012-09-06,132.53999299999998,,,2012-09-11,53.44,13292.0,1432.119995
2012-09-07,133.080002,,,2012-09-12,53.79,13306.639648,1437.920044
2012-09-10,132.270004,,,2012-09-13,54.62,13254.290039,1429.079956
2012-09-11,132.679993,,,2012-09-14,55.15,13323.360352,1433.560059
2012-09-12,133.0,,,2012-09-17,54.86,13333.349609,1436.560059
2012-09-13,135.179993,,,2012-09-18,54.63,13539.860352000002,1459.98999
2012-09-14,135.720001,,,2012-09-19,54.86,13593.370116999999,1465.77002
2012-09-17,135.300003,,,2012-09-20,54.5,13553.099609,1461.189941
2012-09-18,135.130005,,,2012-09-21,54.52,13564.639647999998,1459.319946
2012-09-19,135.28999299999998,,,2012-09-24,54.35,13577.959961000002,1461.050049
2012-09-20,135.240005,,,2012-09-25,54.0,13596.929688,1460.26001
2012-09-21,134.570007,,,2012-09-26,53.45,13579.469727000002,1460.150024
2012-09-24,134.270004,,,2012-09-27,54.07,13558.919922,1456.890015
2012-09-25,132.880005,,,2012-09-28,53.0,13457.549805,1441.589966
2012-09-26,132.139999,,,2012-10-01,53.44,13413.509766,1433.319946
2012-09-27,133.429993,,,2012-10-02,53.64,13485.969727000002,1447.150024
2012-09-28,132.830002,,,2012-10-03,53.42,13437.129883000001,1440.670044
2012-10-01,133.179993,,,2012-10-04,54.06,13515.110352000002,1444.48999
2012-10-02,133.309998,,,2012-10-05,54.14,13482.360352000002,1445.75
2012-10-03,133.820007,,,2012-10-08,53.82,13494.610352000002,1450.98999
2012-10-04,134.779999,,,2012-10-09,53.04,13575.360352000002,1461.400024
2012-10-05,134.779999,,,2012-10-10,52.89,13610.150391,1460.930054
2012-10-08,134.320007,,,2012-10-11,53.23,13583.650391,1455.880005
2012-10-09,132.990005,,,2012-10-12,53.17,13473.530272999998,1441.47998
2012-10-10,132.179993,,,2012-10-15,53.69,13344.969727,1432.560059
2012-10-11,132.229996,,,2012-10-16,54.59,13326.389648,1432.839966
2012-10-12,131.830002,,,2012-10-17,55.09,13328.849609,1428.589966
2012-10-15,132.899994,,,2012-10-18,54.86,13424.230469,1440.130005
2012-10-16,134.259995,,,2012-10-19,54.11,13551.780272999998,1454.920044
2012-10-17,134.830002,,,2012-10-22,54.52,13557.0,1460.910034
2012-10-18,134.509995,,,2012-10-23,53.35,13548.94043,1457.339966
2012-10-19,132.279999,,,2012-10-24,53.38,13343.509766,1433.189941
2012-10-22,132.33999599999999,,,2012-10-25,53.7,13345.889648,1433.819946
2012-10-23,130.429993,,,2012-10-26,53.61,13102.530273,1413.109985
2012-10-24,130.029999,,,2012-10-31,53.57,13077.339844,1408.75
2012-10-25,130.419998,,,2012-11-01,54.21,13103.679688,1412.969971
2012-10-26,130.320007,,,2012-11-02,53.66,13107.209961,1411.939941
2012-10-31,130.360001,,,2012-11-05,53.56,13096.459961,1412.160034
2012-11-01,131.78999299999998,,,2012-11-06,54.07,13232.620117,1427.589966
2012-11-02,130.550003,,,2012-11-07,53.26,13093.160156,1414.199951
2012-11-05,130.850006,,,2012-11-08,52.8,13112.44043,1417.26001
2012-11-06,131.880005,,,2012-11-09,52.8,13245.679688,1428.390015
2012-11-07,128.869995,,,2012-11-12,52.78,12932.730469,1394.530029
2012-11-08,127.300003,,,2012-11-13,52.49,12811.320313,1377.51001
2012-11-09,127.519997,,,2012-11-14,51.96,12815.389648,1379.849976
2012-11-12,127.529999,,,2012-11-15,52.1,12815.080078,1380.030029
2012-11-13,127.07,,,2012-11-16,52.09,12756.179688,1374.530029
2012-11-14,125.349998,,,2012-11-19,53.19,12570.950195,1355.48999
2012-11-15,125.160004,,,2012-11-20,53.3,12542.379883,1353.329956
2012-11-16,125.779999,,,2012-11-21,53.39,12588.30957,1359.880005
2012-11-19,128.279999,,,2012-11-23,54.54,12795.959961,1386.890015
2012-11-20,128.380005,,,2012-11-26,54.41,12788.509766,1387.810059
2012-11-21,128.679993,,,2012-11-27,54.14,12836.889648,1391.030029
2012-11-23,130.369995,,,2012-11-28,54.53,13009.530273,1409.150024
2012-11-26,130.110001,,,2012-11-29,55.0,12967.370117,1406.290039
2012-11-27,129.440002,,,2012-11-30,55.07,12878.129883,1398.939941
2012-11-28,130.490005,,,2012-12-03,55.14,12985.110352,1409.930054
2012-11-29,131.070007,,,2012-12-04,55.28,13021.820313,1415.949951
2012-11-30,131.08999599999999,,,2012-12-05,55.36,13025.580078,1416.180054
2012-12-03,130.479996,,,2012-12-06,55.47,12965.599609,1409.459961
2012-12-04,130.259995,,,2012-12-07,55.5,12951.780273,1407.050049
2012-12-05,130.509995,,,2012-12-10,55.55,13034.490234,1409.280029
2012-12-06,130.970001,,,2012-12-11,55.87,13074.040039,1413.939941
2012-12-07,131.360001,,,2012-12-12,56.05,13155.129883,1418.069946
2012-12-10,131.41000400000001,,,2012-12-13,55.88,13169.879883,1418.550049
2012-12-11,132.270004,,,2012-12-14,56.08,13248.44043,1427.839966
2012-12-12,132.360001,,,2012-12-17,56.32,13245.450195,1428.47998
2012-12-13,131.559998,,,2012-12-18,56.28,13170.719727,1419.449951
2012-12-14,131.020004,,,2012-12-19,56.48,13135.009766,1413.579956
2012-12-17,132.570007,,,2012-12-20,56.86,13235.389648,1430.359985
2012-12-18,134.100006,,,2012-12-21,56.51,13350.959961,1446.790039
2012-12-19,133.08999599999999,,,2012-12-24,56.36,13251.969727,1435.810059
2012-12-20,133.83999599999999,,,2012-12-26,56.35,13311.719727,1443.689941
2012-12-21,131.690002,,,2012-12-27,56.61,13190.839844,1430.150024
2012-12-24,131.380005,,,2012-12-28,56.01,13138.929688,1426.660034
2012-12-26,130.75,,,2012-12-31,56.86,13114.589844,1419.829956
2012-12-27,130.619995,,,2013-01-02,57.74,13096.30957,1418.099976
2012-12-28,129.190002,,,2013-01-03,57.18,12938.110352,1402.430054
2012-12-31,131.369995,,,2013-01-04,57.47,13104.139648,1426.189941
2013-01-02,134.740005,,,2013-01-07,57.22,13412.549805,1462.420044
2013-01-03,134.46000700000002,,,2013-01-08,56.9,13391.360352,1459.369995
2013-01-04,135.110001,,,2013-01-09,57.19,13435.209961000002,1466.469971
2013-01-07,134.690002,,,2013-01-10,57.92,13384.290039,1461.890015
2013-01-08,134.300003,,,2013-01-11,58.04,13328.849609,1457.150024
2013-01-09,134.649994,,,2013-01-14,58.11,13390.509766,1461.02002
2013-01-10,135.679993,,,2013-01-15,58.02,13471.219727000002,1472.119995
2013-01-11,135.679993,,,2013-01-16,57.74,13488.429688,1472.050049
2013-01-14,135.559998,,,2013-01-17,58.21,13507.320313,1470.680054
2013-01-15,135.71000700000002,,,2013-01-18,58.15,13534.889647999998,1472.339966
2013-01-16,135.75,,,2013-01-22,58.18,13511.230469,1472.630005
2013-01-17,136.520004,,,2013-01-23,58.12,13596.019531,1480.939941
2013-01-18,136.979996,,,2013-01-24,58.4,13649.700195,1485.97998
2013-01-22,137.600006,,,2013-01-25,59.03,13712.209961000002,1492.560059
2013-01-23,137.800003,,,2013-01-28,58.74,13779.330078,1494.810059
2013-01-24,137.809998,,,2013-01-29,59.14,13825.330078,1494.819946
2013-01-25,138.559998,,,2013-01-30,59.2,13895.980469,1502.959961
2013-01-28,138.309998,,,2013-01-31,58.98,13881.929688,1500.180054
2013-01-29,139.020004,,,2013-02-01,59.45,13954.419922,1507.839966
2013-01-30,138.509995,,,2013-02-04,58.38,13910.419922,1501.959961
2013-01-31,138.169998,,,2013-02-05,58.65,13860.580078,1498.109985
2013-02-01,139.559998,,,2013-02-06,58.64,14009.790038999998,1513.170044
2013-02-04,137.949997,,,2013-02-07,58.16,13880.080078,1495.709961
2013-02-05,139.399994,,,2013-02-08,58.53,13979.299805,1511.290039
2013-02-06,139.490005,,,2013-02-11,58.47,13986.519531,1512.119995
2013-02-07,139.300003,,,2013-02-12,58.76,13944.049805,1509.390015
2013-02-08,140.08999599999999,,,2013-02-13,58.9,13992.969727000002,1517.930054
2013-02-11,140.009995,,,2013-02-14,58.58,13971.240234,1517.01001
2013-02-12,140.240005,,,2013-02-15,58.43,14018.700195,1519.430054
2013-02-13,140.380005,,,2013-02-19,59.12,13982.910156,1520.329956
2013-02-14,140.5,,,2013-02-20,58.54,13973.389647999998,1521.380005
2013-02-15,140.360001,,,2013-02-21,57.66,13981.759766,1519.790039
2013-02-19,141.41000400000001,,,2013-02-22,58.49,14035.669922,1530.939941
2013-02-20,139.66000400000001,,,2013-02-25,57.09,13927.540038999998,1511.949951
2013-02-21,138.809998,,,2013-02-26,57.55,13880.620116999999,1502.420044
2013-02-22,140.050003,,,2013-02-27,58.28,14000.570313,1515.599976
2013-02-25,137.490005,,,2013-02-28,58.22,13784.169922,1487.849976
2013-02-26,138.33999599999999,,,2013-03-01,58.1,13900.129883000001,1496.939941
2013-02-27,140.139999,,,2013-03-04,58.35,14075.370116999999,1515.98999
2013-02-28,140.020004,,,2013-03-05,58.93,14054.490234,1514.680054
2013-03-01,140.350006,,,2013-03-06,59.08,14089.660156,1518.199951
2013-03-04,141.0,,,2013-03-07,59.25,14127.820313,1525.199951
2013-03-05,142.350006,,,2013-03-08,59.38,14253.769531,1539.790039
2013-03-06,142.53999299999998,,,2013-03-11,59.56,14296.240234,1541.459961
2013-03-07,142.820007,,,2013-03-12,59.26,14329.490234,1544.26001
2013-03-08,143.470001,,,2013-03-13,59.16,14397.070313,1551.180054
2013-03-11,143.940002,,,2013-03-14,59.75,14447.290038999998,1556.219971
2013-03-12,143.600006,,,2013-03-15,59.87,14450.05957,1552.47998
2013-03-13,143.83999599999999,,,2013-03-18,59.21,14455.280272999998,1554.52002
2013-03-14,144.649994,,,2013-03-19,59.03,14539.139647999998,1563.22998
2013-03-15,144.41000400000001,,,2013-03-20,59.39,14514.110352000002,1560.699951
2013-03-18,143.619995,,,2013-03-21,58.85,14452.05957,1552.099976
2013-03-19,143.270004,,,2013-03-22,59.36,14455.820313,1548.339966
2013-03-20,144.229996,,,2013-03-25,58.62,14511.730469,1558.709961
2013-03-21,142.399994,,,2013-03-26,58.98,14421.490234,1545.800049
2013-03-22,143.419998,,,2013-03-27,58.7,14512.030272999998,1556.890015
2013-03-25,142.940002,,,2013-03-28,58.98,14447.75,1551.689941
2013-03-26,144.100006,,,2013-04-01,58.17,14559.650391,1563.77002
2013-03-27,144.029999,,,2013-04-02,58.81,14526.160156,1562.849976
2013-03-28,144.610001,,,2013-04-03,58.52,14578.540038999998,1569.189941
2013-04-01,143.970001,,,2013-04-04,59.04,14572.849609,1562.170044
2013-04-02,144.71000700000002,,,2013-04-05,58.77,14662.009766,1570.25
2013-04-03,143.21000700000002,,,2013-04-08,59.0,14550.349609,1553.689941
2013-04-04,143.800003,,,2013-04-09,59.21,14606.110352000002,1559.97998
2013-04-05,143.179993,,,2013-04-10,60.08,14565.25,1553.280029
2013-04-08,144.130005,,,2013-04-11,60.56,14613.480469,1563.069946
2013-04-09,144.639999,,,2013-04-12,60.41,14673.459961000002,1568.609985
2013-04-10,146.419998,,,2013-04-15,59.22,14802.240234,1587.72998
2013-04-11,146.940002,,,2013-04-16,60.06,14865.139647999998,1593.369995
2013-04-12,146.529999,,,2013-04-17,58.81,14865.05957,1588.849976
2013-04-15,143.169998,,,2013-04-18,58.63,14599.200195,1552.359985
2013-04-16,145.21000700000002,,,2013-04-19,59.1,14756.780272999998,1574.569946
2013-04-17,143.130005,,,2013-04-22,59.35,14618.589844,1552.01001
2013-04-18,142.179993,,,2013-04-23,60.19,14537.139647999998,1541.609985
2013-04-19,143.440002,,,2013-04-24,60.71,14547.509766,1555.25
2013-04-22,144.110001,,,2013-04-25,61.03,14567.169922,1562.5
2013-04-23,145.610001,,,2013-04-26,61.08,14719.459961000002,1578.780029
2013-04-24,145.630005,,,2013-04-29,61.86,14676.299805,1578.790039
2013-04-25,146.220001,,,2013-04-30,61.94,14700.799805,1585.160034
2013-04-26,145.96000700000002,,,2013-05-01,61.57,14712.549805,1582.23999
2013-04-29,147.009995,,,2013-05-02,61.76,14818.75,1593.609985
2013-04-30,147.369995,,,2013-05-03,62.55,14839.799805,1597.569946
2013-05-01,146.009995,,,2013-05-06,62.47,14700.950195,1582.699951
2013-05-02,147.389999,,,2013-05-07,62.57,14831.580078,1597.589966
2013-05-03,148.96000700000002,,,2013-05-08,63.23,14973.959961000002,1614.420044
2013-05-06,149.240005,,,2013-05-09,62.62,14968.889647999998,1617.5
2013-05-07,150.029999,,,2013-05-10,62.69,15056.200195,1625.959961
2013-05-08,150.720001,,,2013-05-13,62.66,15105.120116999999,1632.689941
2013-05-09,150.229996,,,2013-05-14,62.78,15082.620116999999,1626.670044
2013-05-10,150.880005,,,2013-05-15,63.05,15118.490234,1633.699951
2013-05-13,150.899994,,,2013-05-16,62.62,15091.679688,1633.77002
2013-05-14,152.46000700000002,,,2013-05-17,63.05,15215.25,1650.339966
2013-05-15,153.28999299999998,,,2013-05-20,63.4,15275.69043,1658.780029
2013-05-16,152.529999,,,2013-05-21,63.53,15233.219727000002,1650.469971
2013-05-17,154.100006,,,2013-05-22,62.89,15354.400391,1667.469971
2013-05-20,153.990005,,,2013-05-23,61.99,15335.280272999998,1666.290039
2013-05-21,154.259995,,,2013-05-24,61.45,15387.580078,1669.160034
2013-05-22,153.009995,,,2013-05-28,61.61,15307.169922,1655.349976
2013-05-23,152.580002,,,2013-05-29,61.02,15294.5,1650.51001
2013-05-24,152.509995,,,2013-05-30,61.26,15303.099609,1649.599976
2013-05-28,153.46000700000002,,,2013-05-31,60.07,15409.389647999998,1660.060059
2013-05-29,152.41000400000001,,,2013-06-03,60.3,15302.799805,1648.359985
2013-05-30,152.990005,,,2013-06-04,60.52,15324.530272999998,1654.410034
2013-05-31,150.800003,,,2013-06-05,59.17,15115.570313,1630.73999
2013-06-03,151.71000700000002,,,2013-06-06,59.5,15254.030272999998,1640.420044
2013-06-04,150.880005,,,2013-06-07,60.3,15177.540038999998,1631.380005
2013-06-05,148.83999599999999,,,2013-06-10,60.36,14960.589844,1608.900024
2013-06-06,150.119995,,,2013-06-11,59.62,15040.620116999999,1622.560059
2013-06-07,152.050003,,,2013-06-12,59.55,15248.120116999999,1643.380005
2013-06-10,152.0,,,2013-06-13,60.46,15238.589844,1642.810059
2013-06-11,150.46000700000002,,,2013-06-14,59.8,15122.019531,1626.130005
2013-06-12,149.229996,,,2013-06-17,60.66,14995.230469,1612.52002
2013-06-13,151.46000700000002,,,2013-06-18,61.09,15176.080078,1636.359985
2013-06-14,150.570007,,,2013-06-19,59.95,15070.179688,1626.72998
2013-06-17,151.71000700000002,,,2013-06-20,57.75,15179.849609,1639.040039
2013-06-18,152.889999,,,2013-06-21,57.94,15318.230469,1651.810059
2013-06-19,150.779999,,,2013-06-24,57.03,15112.19043,1628.930054
2013-06-20,147.029999,,,2013-06-25,57.76,14758.320313,1588.189941
2013-06-21,146.720001,,,2013-06-26,57.98,14799.400391,1592.430054
2013-06-24,144.940002,,,2013-06-27,57.41,14659.55957,1573.089966
2013-06-25,146.330002,,,2013-06-28,57.3,14760.30957,1588.030029
2013-06-26,147.759995,,,2013-07-01,57.84,14910.139647999998,1603.26001
2013-06-27,148.690002,,,2013-07-02,57.55,15024.490234,1613.199951
2013-06-28,148.059998,,,2013-07-03,57.57,14909.599609,1606.280029
2013-07-01,148.869995,,,2013-07-05,57.84,14974.959961000002,1614.959961
2013-07-02,148.820007,,,2013-07-08,58.2,14932.410156,1614.079956
2013-07-03,148.940002,,,2013-07-09,58.52,14988.370116999999,1615.410034
2013-07-05,150.46000700000002,,,2013-07-10,58.69,15135.839844,1631.890015
2013-07-08,151.300003,,,2013-07-11,60.21,15224.69043,1640.459961
2013-07-09,152.389999,,,2013-07-12,59.81,15300.339844,1652.319946
2013-07-10,152.429993,,,2013-07-15,60.18,15291.660156,1652.619995
2013-07-11,154.509995,,,2013-07-16,60.14,15460.919922,1675.02002
2013-07-12,154.979996,,,2013-07-17,60.32,15464.299805,1680.189941
2013-07-15,155.199997,,,2013-07-18,60.72,15484.259766,1682.5
2013-07-16,154.619995,,,2013-07-19,60.67,15451.849609,1676.26001
2013-07-17,155.059998,,,2013-07-22,61.01,15470.519531,1680.910034
2013-07-18,155.860001,,,2013-07-23,61.14,15548.540038999998,1689.369995
2013-07-19,156.119995,,,2013-07-24,61.06,15543.740234,1692.089966
2013-07-22,156.429993,,,2013-07-25,61.18,15545.549805,1695.530029
2013-07-23,156.139999,,,2013-07-26,60.8,15567.740234,1692.390015
2013-07-24,155.550003,,,2013-07-29,60.22,15542.240234,1685.939941
2013-07-25,155.949997,,,2013-07-30,60.21,15555.610352000002,1690.25
2013-07-26,156.080002,,,2013-07-31,60.35,15558.830078,1691.6500239999998
2013-07-29,155.5,,,2013-08-01,61.17,15521.969727000002,1685.3299559999998
2013-07-30,155.570007,,,2013-08-02,61.67,15520.589844,1685.959961
2013-07-31,155.570007,,,2013-08-05,61.54,15499.540038999998,1685.72998
2013-08-01,157.529999,,,2013-08-06,61.45,15628.019531,1706.869995
2013-08-02,157.78999299999998,,,2013-08-07,61.18,15658.360352000002,1709.6700440000002
2013-08-05,157.570007,,,2013-08-08,61.74,15612.129883000001,1707.140015
2013-08-06,156.679993,,,2013-08-09,61.84,15518.740234,1697.369995
2013-08-07,156.130005,,,2013-08-12,61.67,15470.669922,1690.910034
2013-08-08,156.770004,,,2013-08-13,62.07,15498.320313,1697.47998
2013-08-09,156.240005,,,2013-08-14,62.1,15425.509766,1691.4200440000002
2013-08-12,156.059998,,,2013-08-15,61.58,15419.679688,1689.469971
2013-08-13,156.529999,,,2013-08-16,61.69,15451.009766,1694.160034
2013-08-14,155.75,,,2013-08-19,61.25,15337.660156,1685.390015
2013-08-15,153.550003,,,2013-08-20,61.17,15112.19043,1661.319946
2013-08-16,153.050003,,,2013-08-21,60.45,15081.469727000002,1655.829956
2013-08-19,152.16000400000001,,,2013-08-22,61.04,15010.740234,1646.060059
2013-08-20,152.740005,,,2013-08-23,61.57,15002.990234,1652.349976
2013-08-21,151.860001,,,2013-08-26,61.12,14897.549805,1642.800049
2013-08-22,153.169998,,,2013-08-27,60.08,14963.740234,1656.959961
2013-08-23,153.800003,,,2013-08-28,60.01,15010.509766,1663.5
2013-08-26,153.179993,,,2013-08-29,59.91,14946.459961000002,1656.780029
2013-08-27,150.75,,,2013-08-30,59.17,14776.129883000001,1630.47998
2013-08-28,151.190002,,,2013-09-03,60.31,14824.509766,1634.959961
2013-08-29,151.509995,,,2013-09-04,60.85,14840.950195,1638.170044
2013-08-30,151.03999299999998,,,2013-09-05,60.8,14810.30957,1632.969971
2013-09-03,151.679993,,,2013-09-06,61.13,14833.959961000002,1639.77002
2013-09-04,152.940002,,,2013-09-09,61.97,14930.870116999999,1653.079956
2013-09-05,153.130005,,,2013-09-10,62.67,14937.480469,1655.079956
2013-09-06,153.16000400000001,,,2013-09-11,62.89,14922.5,1655.170044
2013-09-09,154.690002,,,2013-09-12,62.53,15063.120116999999,1671.709961
2013-09-10,155.830002,,,2013-09-13,62.83,15191.05957,1683.9899899999998
2013-09-11,156.330002,,,2013-09-16,63.32,15326.599609,1689.130005
2013-09-12,155.83999599999999,,,2013-09-17,63.36,15300.639647999998,1683.4200440000002
2013-09-13,156.270004,,,2013-09-18,65.05,15376.05957,1687.9899899999998
2013-09-16,157.149994,,,2013-09-19,64.74,15494.780272999998,1697.5999760000002
2013-09-17,157.820007,,,2013-09-20,64.26,15529.730469,1704.7600100000002
2013-09-18,159.740005,,,2013-09-23,64.25,15676.94043,1725.52002
2013-09-19,159.470001,,,2013-09-24,64.15,15636.549805,1722.339966
2013-09-20,157.570007,,,2013-09-25,64.22,15451.089844,1709.910034
2013-09-23,156.830002,,,2013-09-26,64.49,15401.379883000001,1701.839966
2013-09-24,156.440002,,,2013-09-27,64.26,15334.589844,1697.4200440000002
2013-09-25,156.009995,,,2013-09-30,63.8,15273.259766,1692.77002
2013-09-26,156.58999599999999,,,2013-10-01,64.14,15328.299805,1698.6700440000002
2013-09-27,155.96000700000002,,,2013-10-02,64.12,15258.240234,1691.75
2013-09-30,155.020004,,,2013-10-03,63.7,15129.669922,1681.550049
2013-10-01,156.270004,,,2013-10-04,63.85,15191.700195,1695.0
2013-10-02,156.190002,,,2013-10-07,63.19,15133.139647999998,1693.869995
2013-10-03,154.78999299999998,,,2013-10-08,62.7,14996.480469,1678.660034
2013-10-04,155.889999,,,2013-10-09,62.97,15072.580078,1690.5
2013-10-07,154.559998,,,2013-10-10,64.1,14936.240234,1676.119995
2013-10-08,152.699997,,,2013-10-11,64.44,14776.530272999998,1655.449951
2013-10-09,152.800003,,,2013-10-14,64.66,14802.980469,1656.400024
2013-10-10,156.16000400000001,,,2013-10-15,64.35,15126.070313,1692.560059
2013-10-11,157.139999,,,2013-10-16,64.84,15237.110352000002,1703.199951
2013-10-14,157.779999,,,2013-10-17,65.69,15301.259766,1710.140015
2013-10-15,156.669998,,,2013-10-18,66.08,15168.009766,1698.060059
2013-10-16,158.850006,,,2013-10-21,66.18,15373.830078,1721.540039
2013-10-17,159.929993,,,2013-10-22,66.84,15371.650391,1733.1500239999998
2013-10-18,160.979996,,,2013-10-23,66.19,15399.650391,1744.5
2013-10-21,160.990005,,,2013-10-24,66.65,15392.200195,1744.660034
2013-10-22,161.919998,,,2013-10-25,66.46,15467.660156,1754.6700440000002
2013-10-23,161.149994,,,2013-10-28,66.35,15413.330078,1746.380005
2013-10-24,161.679993,,,2013-10-29,66.49,15509.209961000002,1752.069946
2013-10-25,162.389999,,,2013-10-30,66.25,15570.280272999998,1759.77002
2013-10-28,162.610001,,,2013-10-31,65.88,15568.929688,1762.109985
2013-10-29,163.520004,,,2013-11-01,65.56,15680.349609,1771.949951
2013-10-30,162.740005,,,2013-11-04,65.88,15618.759766,1763.310059
2013-10-31,162.130005,,,2013-11-05,65.3,15545.75,1756.540039
2013-11-01,162.58999599999999,,,2013-11-06,65.88,15615.549805,1761.640015
2013-11-04,163.179993,,,2013-11-07,64.84,15639.120116999999,1767.930054
2013-11-05,162.729996,,,2013-11-08,65.22,15618.219727000002,1762.969971
2013-11-06,163.520004,,,2013-11-11,65.36,15746.879883000001,1770.4899899999998
2013-11-07,161.399994,,,2013-11-12,65.14,15593.980469,1747.1500239999998
