Batch,Speed,BatchQty,Para1Tgt,Para1,Para2Tgt,Para2,Para3,Para4,Para5,Para6,Para7,Para8,Para9,Para10,Para11,Para12,Para13,Para14,Para15,Para16,Para17,Para18,Para19,Para20,Para21,Para22,Para23
418,105,42,0.417,0.44975,315,320,308,51056,1488,0.45075,319.5,24434,821,0.44775,312.25,894,0.4485,306.5,1141,49.35,31.40360459,53.92670157,2.852441031,0.31,0.89,0.689342404,21
419,109,69,0.417,0.4405,315,317,300,48724,1430,0.44175,307,23132,700,0.44075,296.25,831,0.449,288,2232,53.9,28.66894198,56.36363636,2.324195471,0.39,0.68,0.671171171,24
420,98,81,0.419,0.43625,315,317,315,45574,1533,0.4335,308.25,21895,830,0.43225,318.25,665,0.4345,334.5,1218,57.16666667,38.66362079,61.2565445,2.630106323,0.62,0.7,0.57918552,21
421,98,56,0.419,0.42425,315,316,300,48773,1694,0.4215,305,24612,1015,0.425,309,877,0.4295,315,1533,76.5,22.51184834,42.85714286,2.992220227,0.23,0.65,0.644705882,22
422,94,97,0.425,0.4275,315,316,331,48242,1470,0.4315,302.25,23358,971,0.4295,304,901,0.4385,303.5,1498,59.66666667,19.58121109,40.90909091,3.483870968,0.27,0.8,0.504524887,25
423,100,18,0.417,0.434,315,319,309,47503,1507,0.43325,306.5,22618,718,0.43225,312.75,666,0.4365,324,1211,59.33333333,25.74031891,54.18994413,2.983293556,0.43,0.64,0.630841121,25
424,96,62,0.419,0.442,315,318,316,60508,1682,0.44175,309.5,25882,737,0.44075,313.5,920,0.444,302.5,1040,56.33333333,22.52873563,51.76470588,2.53164557,0.35,0.76,0.637583893,20
425,92,23,0.417,0.444,315,317,322,54062,1535,0.43775,318,25464,884,0.438,308.25,803,0.444,247.5,1281,73.33333333,26.11111111,44.86486486,3.624078624,0.41,0.79,0.589073634,22
426,102,65,0.419,0.4235,315,319,309,45059,1619,0.4265,300,25013,1001,0.42225,305,858,0.419,313.5,1362,62.5,31.45400593,52.69461078,3.276622558,0.39,0.8,0.694638695,23
427,87,122,0.423,0.438,315,320,317,52164,1802,0.43075,299.25,24210,920,0.43575,309.25,886,0.4425,315,1256,62.16666667,31.99534613,39.20454545,2.678062678,0.38,0.6,0.746575342,23
428,95,44,0.419,0.418,315,317,299,47937,1794,0.41925,304.25,23277,921,0.4145,299.75,758,0.418,304,1001,59.33333333,28.55450237,37.28813559,2.5,0.18,0.78,0.767058824,20
429,88,103,0.425,0.445,314,319,314,51457,1526,0.4425,300,20014,893,0.445,307.25,738,0.449,305,1228,63.66666667,28.07881773,52.15053763,3.324099723,0.28,0.66,0.729216152,20
430,94,33,0.421,0.44025,315,321,312,53017,1575,0.44225,311.25,24596,887,0.44675,316.75,956,0.4395,298,1234,55.95,32.44853738,48.64864865,2.920560748,0.5,0.74,0.768518519,22
431,107,91,0.417,0.44625,315,321,323,59351,1941,0.44375,323.5,26540,789,0.44575,314,912,0.453,322,1379,48.03333333,29.55421024,47.82608696,3.718535469,0.38,0.84,0.801843318,23
432,108,23,0.417,0.436,315,319,306,44749,1351,0.43675,310,24338,789,0.43675,306,751,0.447,309.5,1225,53.08333333,24.30011198,51.12359551,3.436018957,0.49,0.84,0.567307692,22
433,109,74,0.417,0.45075,315,321,322,59578,1818,0.44675,316.5,27409,934,0.45475,321.75,1116,0.459,334,1624,47.4,27.97586396,54.05405405,3.27689787,0.39,0.71,0.818807339,21
434,104,64,0.419,0.4415,315,318,320,61167,1992,0.44175,325.25,26540,1034,0.44075,320.75,1080,0.444,321.5,1176,52.5,29.57264957,50.83798883,2.712060012,0.35,0.74,0.665943601,19
435,102,100,0.425,0.43925,315,317,298,53016,1780,0.438,308,24000,1004,0.43925,302.25,948,0.449,305,1242,51.83333333,28.26815642,62.06896552,3.303684879,0.31,0.8,0.544217687,22
436,98,28,0.419,0.42675,315,317,301,52551,1636,0.4275,294.5,21187,641,0.428,313,987,0.436,303,1410,79.5,27.7499709,45,5.460662526,0.3,0.85,0.676814988,24
437,95,65,0.419,0.4505,315,318,323,57839,1990,0.45125,328,27521,1172,0.44775,318.5,1017,0.4545,331,1512,50,25.9529148,49.13294798,0.982800983,0.19,0.52,0.603982301,21
438,105,36,0.421,0.4405,315,314,312,57325,1545,0.444,301.5,23583,718,0.443,314.75,880,0.451,311,1250,39.83333333,32.30593607,60.60606061,3.210175651,0.35,0.57,0.788990826,20
439,104,87,0.425,0.44025,315,318,302,46554,1530,0.4435,303.75,23984,896,0.44,301.5,872,0.4495,1862.5,1060,49.5,34.8581355,57.77777778,3.042959427,0.35,0.8,0.69751693,24
440,75,56,0.428,0.45475,315,322,328,59752,1834,0.45775,316.5,24820,810,0.458,328.5,898,0.4585,319,766,44.05,23.70804475,38.02083333,4.255319149,0.35,0.72,0.630289532,23
441,98,111,0.421,0.44725,315,320,313,52148,1550,0.442,298,21991,686,0.44675,314.25,938,0.4525,307.5,788,57.2,31.35639758,50,2.858809802,0.34,0.66,0.749435666,23
442,75,12,0.429,0.431,314,317,313,52936,1743,0.428,306.75,24033,929,0.43375,309.25,864,0.4285,303.5,830,68.83333333,36.44595359,53.64583333,2.422680412,0.35,0.65,0.670644391,20
443,108,112,0.417,0.4375,314,317,304,43034,1272,0.4345,307.75,22409,791,0.43725,311.75,716,0.4385,309.5,1068,52.83333333,29.79942693,61.5819209,2.915951973,0.4,0.71,0.813364055,20
444,80,14,0.421,0.42575,314,318,305,46586,1675,0.423,307.5,20962,714,0.4265,300,794,0.425,310,1197,70.26666667,22.58630778,38.37837838,3.057553957,0.39,0.72,0.649411765,21
445,96,9,0.421,0.43825,317,321,320,52792,1839,0.43975,321.5,24386,875,0.44025,322.75,929,0.437,324,1533,59.33333333,26.36054422,50.80213904,2.362204724,0.28,0.59,0.791762014,20
446,101,33,0.417,0.4235,315,317,304,47905,1650,0.42325,302.25,22940,749,0.425,309,934,0.4305,314.5,2009,73.16666667,26.07398568,35.91160221,2.386495925,0.22,0.62,0.687943262,20
447,106,34,0.421,0.449,315,317,323,52262,1741,0.44525,312.5,25930,886,0.4515,314.75,774,0.456,319.5,1320,53.53333333,25.91380251,43.33333333,4.756575266,0.35,0.91,0.635321101,23
448,106,84,0.421,0.442,315,317,310,51313,1542,0.436,308,24489,1024,0.44275,315.5,1068,0.4525,303.5,1631,55.65,25.72074618,44.18604651,4.606060606,0.38,0.78,0.686936937,22
449,106,26,0.417,0.44225,314,318,317,56087,1486,0.4435,320.5,24804,826,0.44425,317,1022,0.454,324,1466,57.28333333,33.55592654,42.32804233,3.181336161,0.34,0.58,0.695749441,23
450,109,120,0.417,0.44425,314,320,310,52204,1671,0.44175,310.25,24000,868,0.4435,315,1006,0.4355,307.5,1418,50.98333333,35.64189189,56.66666667,2.576489533,0.36,0.69,0.876355748,22
451,102,9,0.417,0.437,314,318,310,49400,1654,0.44375,316.75,25464,947,0.43875,316.5,992,0.4385,311,1365,63.16666667,40.96989967,58.15217391,2.312138728,0.42,0.81,0.707093822,22
452,104,14,0.425,0.43525,314,318,317,46554,1608,0.4315,313.25,24917,929,0.438,315.25,819,0.438,315,784,51.33333333,23.98843931,41.37931034,3.658536585,0.42,0.45,0.69212963,24
453,102,65,0.417,0.44025,314,318,306,47310,1750,0.44575,312.5,27103,1116,0.4455,314,1057,0.458,316.5,1530,57.66666667,26.23922414,53.2967033,3.391684902,0.36,0.71,0.599045346,26
454,106,34,0.421,0.443,314,323,298,53596,1754,0.44525,311,23566,962,0.4405,301.25,868,0.4465,298,1274,57.83333333,32.65421619,65.51724138,3.143960287,0.31,0.65,0.713302752,24
455,108,73,0.417,0.453,315,320,322,57426,2135,0.45125,312.5,26417,1024,0.457,321,1026,0.457,318,1684,59.66666667,31.36830719,69.94219653,2.81447444,0.32,0.63,0.767653759,23
456,92,46,0.433,0.4435,315,316,318,53933,1830,0.44325,309.5,31250,1183,0.443,321,1136,0.4415,304,2264,62.16666667,20.34559643,44,3.00245098,0.37,0.68,0.514606742,22
457,108,77,0.421,0.446,315,316,317,49030,1930,0.446,316.75,27553,1085,0.452,321.25,970,0.4485,310,990,56.83333333,31.59609121,53.80434783,4.355400697,0.43,0.65,0.653579677,22
458,92,51,0.421,0.432,315,318,310,49448,1932,0.4345,314,24933,1036,0.4385,318.25,985,0.436,296,1050,61,21.51968941,41.84782609,3.473389356,0.23,0.6,0.55971897,24
459,102,86,0.421,0.4455,315,318,309,48998,1680,0.44825,320.5,27344,1148,0.4465,311,803,0.4475,312,1407,52,25.68704431,55.15151515,2.826217679,0.32,0.5,0.725446429,24
460,109,46,0.413,0.451,315,326,322,54769,1853,0.45175,301,24965,816,0.452,325.5,934,0.4595,304,1124,35.83333333,32.85714286,63.44086022,3.728813559,0.39,0.9,0.831509847,25
461,106,141,0.413,0.4425,315,319,315,54059,1852,0.44025,313.5,25978,1017,0.4435,310.75,1057,0.443,299.5,1064,62,25.20413718,44.38502674,3.770491803,0.4,0.8,0.568445476,23
462,102,32,0.417,0.42925,314,318,306,47889,1675,0.435,312.5,21911,968,0.43175,303.5,898,0.4345,309.5,1204,65.16666667,27.81232335,46.875,2.777777778,0.39,0.85,0.727688787,23
463,104,122,0.417,0.444,314,318,311,55235,1754,0.44775,311.5,25014,878,0.43875,312,826,0.442,300,1064,62.5,24.94382022,43.09392265,NULL,0.43,0.8,0.86199095,22
464,104,34,0.417,0.4525,315,318,318,51699,1698,0.45275,310.25,24015,931,0.452,314.25,873,0.455,308,1344,52.83333333,38.5331144,58.33333333,2.465753425,0.33,0.86,0.689189189,20
465,103,146,0.417,0.432,314,318,303,42809,1465,0.4275,307,23116,906,0.4305,306.75,766,0.43,303.5,1477,58.16666667,33.73842593,57.05882353,2.786377709,0.45,1.21,0.721153846,20
466,109,97,0.417,0.437,314,320,299,45526,1544,0.43875,301.25,20882,796,0.43775,306.25,872,0.44,302,1278,49.66666667,33.88666285,62.65060241,3.055721989,0.3,0.77,0.698412698,20
467,103,53,0.421,0.43375,315,320,322,55396,1995,0.43825,328.25,23004,926,0.43175,318.25,982,0.444,305,1144,62.5,21.56976744,48.14814815,3.039158387,0.28,0.76,0.632054176,19
468,98,81,0.421,0.43225,315,319,312,46298,1902,0.42625,304.75,20930,948,0.429,314.5,900,0.4325,306.5,1533,67,24.11594203,51.38121547,2.812687014,0.37,0.7,0.748251748,22
469,83,29,0.425,0.4355,315,315,306,50477,1908,0.43475,304,21638,936,0.432,310.5,1027,0.436,297,1365,68.66666667,30.00580383,60.12269939,2.166476625,0.39,0.64,0.666666667,22
470,106,92,0.417,0.44525,315,321,305,46988,1589,0.4445,307.5,21059,989,0.44125,316,970,0.438,309.5,1256,51.66666667,40.91671325,65.36312849,3.065355697,0.4,0.81,0.840182648,22
471,101,67,0.417,0.42975,315,316,291,41169,1295,0.433,299.25,23534,931,0.43425,288.5,770,0.4345,290.5,1172,50.66666667,30.49199085,62.2754491,2.120141343,0.43,0.63,0.538641686,23
472,105,46,0.421,0.433,315,320,302,47251,1577,0.432,298.75,22329,1029,0.4345,307.5,906,0.443,312.5,1337,69.33333333,29.06032483,50.56179775,2.796352584,0.29,0.66,0.494252874,22
473,99,73,0.421,0.44,315,320,320,50557,1844,0.436,314,24724,1097,0.4425,321,1036,0.441,302.5,1148,60.16666667,24.8600224,45.21276596,2.736842105,0.2,0.69,0.534988713,22
474,88,25,0.421,0.438,315,319,307,48130,1787,0.43725,313.75,28196,1172,0.437,312,919,0.436,311,1456,59,23.3995585,43.42857143,3.327495622,0.44,0.79,0.535307517,25
475,102,119,0.417,0.42625,315,319,309,47953,1857,0.42625,300.5,21878,1026,0.425,307,824,0.425,292,1148,47.66666667,36.34782609,51.36612022,3.176341731,0.3,0.48,0.724465558,22
476,94,24,0.425,0.445,314,318,316,53515,1692,0.45225,314.75,29434,1143,0.45325,319.25,957,0.452,313.5,1393,60,29.88950276,56.04395604,3.468208092,0.32,0.82,0.605568445,22
477,102,20,0.421,0.446,314,323,328,56972,1832,0.437,314.5,24032,858,0.444,327.75,770,0.4425,324.5,774,28.56666667,45.84050488,63.00578035,2.181208054,0.48,0.68,0.70917226,21
478,108,72,0.417,0.4555,314,320,318,56328,1886,0.45525,315,21686,772,0.4565,318.25,880,0.461,323.5,1239,30.23333333,45.51835853,61.46341463,3.100775194,0.43,0.76,0.734782609,23
479,106,20,0.421,0.449,314,320,312,46683,1776,0.4415,313.25,19194,866,0.45,314,733,0.4445,311,1071,45.16666667,39.24914676,66.12903226,2.973568282,0.4,0.87,0.567928731,20
480,109,71,0.417,0.45925,314,320,317,42714,1472,0.4575,318.5,21627,875,0.45075,314,679,0.4575,310,1043,26.33333333,28.14042787,54.85714286,2.88184438,0.33,0.65,0.769230769,21
481,105,87,0.417,0.43375,314,319,312,45176,1585,0.43525,306.5,21975,882,0.43275,296.75,588,0.4405,306.5,1120,34.65,31.16438356,50.82872928,2.227171492,0.42,0.68,0.813953488,21
482,104,25,0.421,0.45275,315,320,309,53354,1696,0.458,310,25110,915,0.451,303,922,0.455,313,1288,34.5,23.59234234,49.13294798,2.824551874,0.32,0.69,0.622362869,20
483,96,31,0.421,0.45,315,320,321,62887,2053,0.45175,335,27650,1099,0.44925,311,1054,0.4545,309.5,1225,76.16666667,25.16129032,47.80487805,3.111814346,0.34,1.12,0.786995516,21
484,100,87,0.421,0.441,315,321,302,48724,1596,0.4485,299.25,25190,1004,0.43825,295.25,737,0.4415,283,1046,57.66666667,24.68856172,66.45962733,3.636363636,0.25,0.63,0.585972851,23
485,103,24,0.417,0.42275,315,317,303,41780,1466,0.4295,306.25,22809,1069,0.425,303.25,882,0.424,296.5,980,62.66666667,41.41904184,64.1509434,2.421924793,0.39,0.87,0.910138249,21
486,85,93,0.421,0.43025,314,322,306,43789,1549,0.42425,296.5,21316,1031,0.4235,307.5,803,0.4315,304.5,872,57,42.3880597,58.75706215,2.142857143,0.26,0.64,0.792626728,23
487,98,118,0.417,0.43075,314,318,320,52550,1362,0.42875,313,23888,864,0.4305,311.75,807,0.4355,313.5,1550,52.48333333,28.86480319,43.25842697,3.126843658,0.35,0.87,0.618705036,20
488,88,35,0.421,0.43525,314,321,316,47872,1642,0.44,317.25,20384,782,0.43675,325.25,750,0.4395,327.5,1281,67.31666667,20.85924251,38.62433862,3.139269406,0.29,0.7,0.607888631,20
489,106,78,0.421,0.4385,314,320,314,47889,1642,0.45,315.5,23936,878,0.43975,313,933,0.4485,303,914,61.45,32.95774648,51.39664804,3.163841808,0.39,0.78,0.709302326,23
490,100,83,0.417,0.425,314,320,316,48808,1617,0.426,317.25,22361,828,0.42725,312.5,947,0.424,301.5,906,63.56666667,26.27070246,44.08602151,2.160318363,0.38,0.49,0.630170316,20
491,100,122,0.417,0.43775,314,318,311,45510,1444,0.44625,318.5,21846,770,0.44425,316.25,900,0.443,319,1270,53.71666667,25.93210907,50.25906736,2.211874272,0.26,0.73,0.719178082,21
492,98,4,0.417,0.424,314,318,305,47598,1342,0.42825,292.75,20946,707,0.431,308.25,868,0.4325,292,1438,54.36666667,24.23188406,54.9132948,2.522421525,0.49,0.77,0.751184834,24
493,98,35,0.417,0.4315,314,320,320,51248,1820,0.432,316.5,22602,802,0.434,316.25,1015,0.4415,317,1894,49.46666667,32.11678832,56.4516129,2.282377919,0.4,0.73,0.793764988,23
494,102,18,0.417,0.4425,310,320,316,49207,1620,0.43975,313,22088,849,0.4415,320.5,994,0.4405,314,1256,62.83333333,28.60335196,52.22222222,2.370689655,0.32,0.64,0.588235294,20
495,83,29,0.425,0.44475,316,318,323,55058,1636,0.44375,310.5,27634,770,0.4405,313.75,814,0.447,313,794,67.16666667,14.3575419,36.81318681,3.941176471,0.44,0.72,0.67816092,25
496,97,38,0.423,0.443,315,316,310,50007,1820,0.4355,306.75,25808,1078,0.43925,314.5,942,0.4285,296.5,1124,64.4,30.09491904,49.44444444,3.463203463,0.43,0.82,0.464285714,23
497,105,79,0.421,0.4325,314,319,321,56216,1839,0.433,310.25,23454,756,0.43175,317,875,0.4365,319.5,878,63.45,25.26193248,37.83783784,1.53937241,0.45,0.83,0.626450116,23
498,105,43,0.417,0.44625,314,318,321,52920,1897,0.4445,316,26396,1150,0.44625,316.5,1057,0.45,325.5,928,57.5,21.47138965,53,3.867403315,0.54,0.78,0.630841121,23
499,100,25,0.417,0.45675,314,318,312,49834,1766,0.45125,306.5,23599,915,0.4535,303.75,961,0.4565,315.5,1414,59.66666667,33.08470964,53.40314136,3.52303523,0.48,0.84,0.69837587,22
500,90,98,0.425,0.4455,314,321,315,49593,1614,0.4395,315.75,19914,914,0.44725,319.75,882,0.446,1808,1292,60.83333333,35.69372481,60.11560694,2.266124346,0.48,0.5,0.493421053,20
501,94,34,0.421,0.44175,314,321,310,52245,1886,0.4395,319.25,26106,1052,0.4445,324.25,1088,0.444,317,1662,57.16666667,18.87755102,35.51912568,3.724928367,0.55,0.81,0.712328767,22
502,94,52,0.421,0.4505,314,319,323,56039,1962,0.451,316.75,25158,1057,0.45125,323,884,0.4555,329,1726,61.16666667,20.54495913,39.57219251,4.043126685,0.45,0.68,0.590909091,22
503,109,135,0.417,0.443,314,321,312,46699,1594,0.439,313.25,24644,784,0.44,319.25,700,0.4365,326,990,39.65,53.1587934,89.14285714,3.757225434,0.48,0.92,0.891891892,23
504,92,24,0.421,0.4395,315,318,308,47438,1846,0.441,305,22345,931,0.446,317.75,957,0.4465,304.5,1036,61.16666667,20.88036117,45.40229885,3.273137698,0.19,1.04,0.598173516,20
505,96,64,0.421,0.441,315,317,302,45027,1610,0.43875,306,19548,850,0.44325,311.5,928,0.4475,311.5,1214,66.83333333,23.3163554,48.5380117,3.052064632,0.25,0.83,0.675174014,20
506,100,81,0.421,0.43025,315,323,302,46136,1626,0.4265,305.5,20866,854,0.425,306.75,873,0.4295,315.5,1330,63.66666667,33.50846468,44.38202247,3.106682298,0.43,0.68,0.719817768,19
507,96,21,0.421,0.433,315,323,311,45092,1582,0.43225,310,19178,833,0.433,306.75,749,0.4395,307,966,49.33333333,27.3255814,49.70760234,2.614379085,0.36,0.65,0.903669725,18
508,106,82,0.417,0.4345,315,318,318,50862,1934,0.4455,321.25,26187,1092,0.44,311.5,1078,0.442,296.5,1088,77.16666667,21.22425629,39.13043478,2.840909091,0.38,0.93,0.793721973,20
509,105,8,0.417,0.4395,314,318,302,51200,1746,0.43925,306.75,23132,805,0.442,305,796,0.4445,301,1032,51.61666667,21.64477441,44,2.719546742,0.29,0.66,0.822988506,22
510,105,8,0.417,0.43675,314,318,308,51602,1426,0.4365,302.75,21477,634,0.43725,296.5,830,0.4415,289,826,52.95,24.17519909,50.5952381,3.174603175,0.26,0.73,0.812641084,22
511,105,8,0.417,0.4305,314,318,305,49071,1606,0.43325,303.75,22827,850,0.43,305.5,754,0.44,304,910,NULL,23.84189463,46.19565217,3.339296363,0.4,0.52,0.828235294,22
512,105,38,0.417,0.435,314,320,312,47776,1463,0.433,304.75,23148,796,0.43475,309,1026,0.442,304,1026,54,22.84408909,47.70114943,3.038674033,0.29,0.66,0.655889145,20
513,105,38,0.417,0.446,314,317,318,50605,1503,0.44975,321,22602,686,0.4485,318.75,945,0.449,302.5,900,49.35,23.74378796,52.04678363,3.045977011,0.33,0.63,0.619047619,20
514,105,38,0.417,0.444,314,317,316,54158,1766,0.4505,321,25448,910,0.445,320.5,990,0.4515,321.5,980,60.85,27.25770925,53.26086957,2.891844997,0.25,0.55,0.71954023,20
515,106,59,0.417,0.435,315,319,309,47390,1762,0.43475,308.25,21220,864,0.43325,304.25,817,0.435,298.5,1236,51.83333333,36.15886189,58.62068966,2.293862368,0.36,0.7,0.742081448,20
516,104,96,0.417,0.42775,315,319,304,44561,1542,0.429,299,19081,835,0.42675,302.75,889,0.4285,305,1435,54.16666667,30.22170362,57.22222222,2.094240838,0.28,0.75,0.717647059,20
517,101,38,0.421,0.4535,315,318,317,56167,1787,0.4495,318.5,23149,864,0.453,317.75,805,0.4555,317,1064,43.5,27.97586396,52.43243243,2.77324633,0.4,0.68,0.885964912,20
518,98,116,0.421,0.432,315,317,303,42359,1463,0.435,315,25672,976,0.43575,308.5,794,0.4395,330.5,1390,67.5,29.86651835,53.43915344,2.714932127,0.37,0.86,0.599088838,22
519,100,18,0.421,0.43675,315,320,305,42841,1416,0.43975,310.25,21846,970,0.43525,302,672,0.433,313,1096,50.83333333,39.58927553,56.80473373,2.798400914,0.31,0.72,0.931034483,22
520,102,45,0.425,0.43425,315,322,318,52856,1771,0.43325,324,27923,1118,0.4345,316.5,942,0.4405,306.5,1256,53.33333333,34.77508651,53.33333333,3.556609366,0.31,0.58,0.594405594,23
521,102,94,0.425,0.444,315,318,297,50107,1788,0.43825,314,27553,955,0.43925,302.5,856,0.448,300.5,1124,57.33333333,25.01411632,50.57471264,3.544450901,0.36,0.7,0.725663717,23
522,103,71,0.421,0.43575,314,318,315,52277,1566,0.437,308.75,23984,760,0.43975,322,1017,0.446,300.5,1295,64.98333333,26.93181818,40.8839779,2.482929857,0.41,0.52,0.637413395,21
523,103,119,0.425,0.4545,314,324,315,50589,1614,0.452,319.75,26814,917,0.456,324,964,0.4625,323.5,1396,55.03333333,35.21667581,51.32275132,2.795573675,0.39,0.6,0.689277899,21
524,100,37,0.417,0.4435,314,324,311,50621,1864,0.4505,318.75,25946,1158,0.44775,309.5,961,0.45,309,1082,69.5,25.02780868,50,3.314917127,0.4,0.83,0.628959276,22
525,96,36,0.421,0.425,314,318,299,47229,1558,0.4295,295.75,19644,833,0.4255,305.25,959,0.433,314,1631,56.2,28.78787879,37.5,2.787068004,0.35,0.74,0.793981481,22
526,106,44,0.417,0.458,314,320,322,53242,1815,0.4525,323.75,27264,976,0.45675,322,992,0.4505,303.5,1043,41.76666667,31.93420306,58.72093023,3.428571429,0.35,1.89,0.796536797,24
527,106,94,0.417,0.4475,314,321,313,51474,1706,0.44175,319.75,23261,858,0.44425,308.75,877,0.451,321.5,1446,48.31666667,36.87214612,64.73988439,3.244166192,0.42,0.77,0.608695652,23
528,106,104,0.417,0.4435,315,322,316,46780,1638,0.44,305.25,21123,816,0.43475,314.75,886,0.4525,325,1648,57,40.51509577,66.48648649,2.906976744,0.4,0.5,0.7695962,20
529,95,24,0.421,0.4275,315,316,302,46281,1603,0.43225,306.5,23310,873,0.42925,304.25,889,0.429,299.5,1085,60.83333333,23.6645606,60.97560976,3.272498427,0.26,0.48,0.584295612,23
530,103,89,0.417,0.44175,315,318,312,45140,1886,0.43925,305,22329,976,0.43525,314,985,0.443,306.5,1376,55.83333333,34.93424814,56.47058824,3.227699531,0.28,0.69,0.702078522,24
531,103,130,0.417,0.4265,315,322,297,40012,1318,0.43,294,20994,914,0.4335,306.5,833,0.4365,293.5,1428,51.51666667,32.53747918,54.14364641,3.468208092,0.33,0.68,0.644859813,23
532,103,19,0.417,0.4225,315,317,300,45429,1561,0.43125,303.25,20624,934,0.42625,305,1004,0.432,296.5,1337,47.83333333,31.7571512,45.50898204,2.979274611,0.44,0.6,0.645833333,20
533,103,30,0.417,0.44375,315,320,314,45879,1734,0.4395,312.75,20464,1012,0.44125,306.25,938,0.4485,324,1074,50.78333333,57.79816514,63.38797814,2.45398773,0.44,0.52,0.769574944,23
534,101,97,0.417,0.437,315,321,314,44063,1713,0.43475,312,21590,928,0.43625,309,821,0.436,302,788,70,47.34463277,55,1.612903226,0.29,0.42,0.631336406,22
535,106,66,0.417,0.433,314,320,307,44625,1255,0.43625,313.25,25029,849,0.4305,309.5,858,0.428,302,872,45.81666667,46.27277747,69.23076923,2.442827443,0.2,0.56,0.746411483,21
536,106,81,0.413,0.42525,314,317,311,46538,1325,0.4195,310.25,24515,970,0.42725,307.75,740,0.4355,310,777,57.6,41.21863799,65.14285714,3.047404063,0.26,0.76,0.684085511,22
537,103,37,0.421,0.443,312,313,312,48701,1628,0.44225,320,24692,850,0.444,315.25,822,0.4465,310,917,58.98333333,31.39140271,60.57142857,2.691867125,0.51,0.82,0.941834452,21
538,80,22,0.425,0.43975,315,323,321,50959,1654,0.4335,316.25,24901,1045,0.43825,322.5,1092,0.434,309.5,1158,65.5,23.83654938,45.74468085,2.521008403,0.38,0.6,0.754022989,22
539,90,66,0.421,0.42775,312,312,309,42954,1505,0.42075,306.5,22361,900,0.42925,313.25,882,0.424,314.5,1134,78,32.48993675,60.84656085,2.412868633,0.32,0.55,0.754761905,22
540,96,34,0.417,0.42875,315,324,321,52872,1678,0.42825,317.75,20480,812,0.427,321.5,859,0.4265,309,1246,50.66666667,31.30733945,60.33519553,1.991150442,0.25,0.62,0.734741784,20
541,103,96,0.417,0.4295,315,318,304,49994,1668,0.43425,305.25,22425,882,0.43225,308.5,985,0.434,304.5,1522,62.66666667,25.26564345,53.65853659,2.704257768,0.31,0.86,0.601769912,22
542,105,108,0.417,0.42425,314,313,316,47583,1741,0.4235,313.75,22457,852,0.424,304.75,780,0.424,322.5,1656,47.66666667,40.28021016,61.57894737,3.418339664,0.33,0.57,0.839243499,25
543,106,44,0.413,0.42775,314,316,311,49930,1715,0.426,315,23856,954,0.4295,302.5,936,0.4345,311.5,1295,62.5,28.81257276,40.8839779,2.838557067,0.17,0.57,0.569506726,22
544,107,127,0.413,0.4455,314,312,316,53885,1892,0.4485,304.25,25930,931,0.44175,312.25,882,0.4545,301,976,52.66666667,32.39823982,53.51351351,3.201396973,0.31,0.42,0.747747748,22
545,102,45,0.417,0.43125,312,313,311,48934,1349,0.43375,311,22409,793,0.43325,312,788,0.4375,308.5,1162,60.83333333,40.39238315,57.86516854,3.204047218,0.1,0.47,0.631205674,25
546,103,80,0.421,0.433,314,319,307,46731,1536,0.438,305.75,21027,800,0.4345,307.75,780,0.44,312,1498,49.9,39.62795941,56.59340659,2.78223649,0.38,0.75,0.795823666,21
547,109,98,0.417,0.45175,312,315,319,53017,1766,0.45225,323.75,25720,747,0.4535,313.25,922,0.459,314,1484,41.01666667,39.15431082,47.44897959,2.536640361,0.49,0.86,0.695259594,22
548,109,138,0.417,0.4575,312,317,320,51216,1740,0.45325,323,24354,800,0.45575,328.75,798,0.4515,348,1533,38.98333333,47.14285714,70.32967033,1.873278237,0.42,0.84,0.641255605,21
549,97,103,0.421,0.43075,312,312,318,61440,2070,0.43275,307,24482,954,0.4365,308.25,901,0.4355,305.5,1088,60.5,24.91620112,42.85714286,4.656577416,0.25,0.48,0.589164786,21
550,85,32,0.433,0.4375,312,312,308,54094,1871,0.43925,303.25,21589,858,0.439,311,780,0.439,308,1362,58.83333333,18.20744081,30.21978022,3.719008264,0.14,0.42,0.651376147,20
551,105,180,0.417,0.42775,312,313,301,45172,1484,0.4295,309.5,20368,936,0.4315,311.25,819,0.4325,305,1180,51.83333333,34.98273878,58.79120879,2.5769956,0.25,0.59,0.793981481,22
552,105,215,0.417,0.4215,312,312,350,43918,1556,0.4235,302.75,19676,872,0.42275,302,537,0.4225,299,1180,56.5,31.1023622,66.06060606,2.496798976,0.37,0.55,0.867298578,21
553,102,29,0.417,0.44625,312,313,298,47872,1456,0.587333333,411.6666667,24494,758,0.447,307.25,742,0.4625,308.5,1253,59,26.02631875,50.88757396,3.300733496,0.29,0.52,0.65,23
554,106,130,0.417,0.434,312,314,313,47503,1549,0.43475,313.5,21477,718,0.43425,305.5,772,0.43,283.5,920,51.16666667,24.81375358,54.11764706,2.965864578,0.25,0.67,0.876168224,20
555,108,30,0.417,0.456,312,317,322,57646,1771,0.452,315.25,24997,826,0.454,321.25,956,0.46,326,1446,40.48333333,38.6951631,61.79775281,2.228571429,0.31,0.48,0.830107527,20
556,108,96,0.417,0.4325,312,316,311,52100,1764,0.432,310.5,21380,766,0.44025,319.75,1012,0.4385,310.5,1544,52.18333333,34.93699885,48.33333333,2.191464821,0.23,0.72,0.801843318,20
