ID,RecordNumber,Produces,Year,DaysOnLine,VolumeMCF,Time
6256,67686,GAS,1945,363,40158,5
6257,67686,GAS,1946,54,6395,6
6258,67686,GAS,1947,105,13081,7
6259,67686,GAS,1948,362,39369,8
6260,67686,GAS,1949,362,33068,9
6261,67686,GAS,1950,359,28112,10
6262,67686,GAS,1951,362,28250,11
6263,67686,GAS,1952,362,37746,12
6264,67686,GAS,1953,362,22882,13
6265,67686,GAS,1954,362,21329,14
6266,67686,GAS,1955,350,48868,15
6267,67686,GAS,1956,362,40217,16
6268,67686,GAS,1957,369,43484,17
6269,67686,GAS,1958,364,29931,18
6270,67686,GAS,1959,364,24753,19
6271,67686,GAS,1960,362,42426,20
6272,67686,GAS,1961,355,33840,21
6273,67686,GAS,1962,184,21551,22
6274,67686,GAS,1963,154,23905,23
6275,67686,GAS,1964,199,25665,24
6276,67686,GAS,1965,181,22751,25
6277,67686,GAS,1966,207,15425,26
6278,67686,GAS,1967,191,60986,27
6279,67686,GAS,1968,13,5430,28
6280,67686,GAS,1969,363,83372,29
6281,67686,GAS,1970,356,96909,30
6282,67686,GAS,1971,346,51745,31
6283,67686,GAS,1972,195,42167,32
6284,67686,GAS,1973,155,27604,33
6285,67686,GAS,1974,195,42621,34
6286,67686,GAS,1975,133,25146,35
6287,67686,GAS,1976,66,19053,36
6288,67686,GAS,1977,238,48951,37
6289,67686,GAS,1978,215,32896,38
6290,67686,GAS,1979,332,39961,39
6291,67686,GAS,1980,129,31072,40
6292,67686,GAS,1981,175,35846,41
6293,67686,GAS,1982,3,650,42
6294,67700,GAS,1944,342,3681,1
6295,67700,GAS,1945,363,2522,2
6296,67700,GAS,1946,185,1101,3
6297,67700,GAS,1947,365,2822,4
6298,67700,GAS,1948,363,3017,5
6299,67700,GAS,1949,359,4372,6
6300,67700,GAS,1950,353,3572,7
6301,67700,GAS,1951,362,3300,8
6302,67700,GAS,1952,364,1405,9
6303,67700,GAS,1953,362,3164,10
6304,67700,GAS,1954,362,2639,11
6305,67700,GAS,1955,362,3269,12
6306,67700,GAS,1956,362,4808,13
6307,67700,GAS,1957,369,5453,14
6308,67700,GAS,1958,362,4528,15
6309,67700,GAS,1959,351,6609,16
6310,67700,GAS,1960,362,3709,17
6311,67700,GAS,1961,361,3626,18
6312,67700,GAS,1962,362,4154,19
6313,67700,GAS,1963,362,4940,20
6314,67700,GAS,1964,361,3751,21
6315,67700,GAS,1965,199,12321,22
6316,67700,GAS,1966,152,8013,23
6317,67700,GAS,1967,262,12060,24
6318,67700,GAS,1968,302,6574,25
6319,67700,GAS,1969,354,13948,26
6320,67700,GAS,1970,263,18593,27
6321,67700,GAS,1971,300,13586,28
6322,67700,GAS,1972,347,14564,29
6323,67700,GAS,1973,302,23728,30
6324,67700,GAS,1974,187,11465,31
6325,67700,GAS,1975,245,13317,32
6326,67700,GAS,1976,362,6286,33
6327,67700,GAS,1977,369,8308,34
6328,67700,GAS,1978,301,6011,35
6329,67700,GAS,1979,363,9551,36
6330,67700,GAS,1980,364,7846,37
6331,67754,GAS,1979,62,2194,1
6332,67754,GAS,1980,365,11335,2
6333,67754,GAS,1981,190,7534,3
6334,67874,GAS,1942,345,94192,1
6335,67874,GAS,1943,115,34913,2
6336,67874,GAS,1944,363,83679,3
6337,67874,GAS,1945,363,65179,4
6338,67874,GAS,1946,179,29521,5
6339,67874,GAS,1947,363,51420,6
6340,67874,GAS,1948,199,32601,7
6341,67874,GAS,1949,126,8490,8
6342,67874,GAS,1950,364,17490,9
6343,67874,GAS,1951,362,18326,10
6344,67874,GAS,1952,280,15613,11
6345,67874,GAS,1953,363,21525,12
6346,67874,GAS,1954,181,10989,13
6347,67874,GAS,1955,95,5671,14
6348,67874,GAS,1956,177,9138,15
6349,67874,GAS,1957,362,13974,16
6350,67874,GAS,1958,23,1685,17
6351,67874,GAS,1959,360,10327,18
6352,67874,GAS,1960,362,14284,19
6353,67874,GAS,1961,362,11062,20
6354,67874,GAS,1962,361,19031,21
6355,67874,GAS,1963,324,13504,22
6356,67874,GAS,1964,362,17104,23
6357,67874,GAS,1965,326,12426,24
6358,67874,GAS,1966,0,0,25
6359,67874,GAS,1967,217,1980,26
6360,67874,GAS,1968,271,6305,27
6361,67874,GAS,1969,211,10624,28
6362,67874,GAS,1970,184,8300,29
6363,67874,GAS,1971,163,8906,30
6364,67874,GAS,1972,197,13325,31
6365,67874,GAS,1973,353,9817,32
6366,67874,GAS,1974,362,8538,33
6367,67874,GAS,1975,358,5756,34
6368,67874,GAS,1976,362,6465,35
6369,67874,GAS,1977,362,15853,36
6370,67874,GAS,1978,362,17579,37
6371,67874,GAS,1979,367,19356,38
6372,67874,GAS,1980,360,17794,39
6373,67874,GAS,1981,211,5118,40
6374,67874,GAS,1982,185,6327,41
6375,67876,GAS,1934,349,15047,1
6376,67876,GAS,1935,363,3167,2
6377,67876,GAS,1936,351,10764,3
6378,67876,GAS,1937,341,2198,4
6379,67876,GAS,1938,363,3042,5
6380,67876,GAS,1939,233,15557,6
6381,67876,GAS,1940,363,2787,7
6382,67876,GAS,1941,12,1138,8
6383,67876,GAS,1942,361,2571,9
6384,67876,GAS,1943,364,1855,10
6385,67876,GAS,1944,360,10856,11
6386,67876,GAS,1945,358,10643,12
6387,67876,GAS,1946,229,2145,13
6388,67876,GAS,1947,358,3071,14
6389,67876,GAS,1948,364,2984,15
6390,67876,GAS,1949,361,3041,16
6391,67876,GAS,1950,369,3131,17
6392,67876,GAS,1951,203,2673,18
6393,67876,GAS,1952,362,3449,19
6394,67876,GAS,1953,183,1886,20
6395,67876,GAS,1954,219,2566,21
6396,67876,GAS,1955,156,1824,22
6397,67876,GAS,1956,178,1960,23
6398,67876,GAS,1957,194,2034,24
6399,67876,GAS,1958,311,6711,25
6400,67876,GAS,1959,369,3434,26
6401,67876,GAS,1960,362,3184,27
6402,67876,GAS,1961,217,3776,28
6403,67876,GAS,1962,362,3214,29
6404,67876,GAS,1963,215,2257,30
6405,67876,GAS,1964,349,3437,31
6406,67876,GAS,1965,364,4375,32
6407,67876,GAS,1966,359,3720,33
6408,67876,GAS,1967,360,2442,34
6409,67876,GAS,1968,362,1484,35
6410,67876,GAS,1969,362,2408,36
6411,67876,GAS,1970,92,2525,37
6412,67876,GAS,1971,165,2390,38
6413,67876,GAS,1972,213,1587,39
6414,67876,GAS,1973,362,3492,40
6415,67876,GAS,1974,329,3719,41
6416,67876,GAS,1975,362,2633,42
6417,67876,GAS,1976,94,1588,43
6418,67876,GAS,1977,221,2899,44
6419,67876,GAS,1978,127,1573,45
6420,67876,GAS,1979,359,2709,46
6421,67876,GAS,1980,187,2469,47
6422,67876,GAS,1981,185,2337,48
6423,67876,GAS,1982,113,1437,49
6424,67877,GAS,1934,357,7891,1
6425,67877,GAS,1935,359,9263,2
6426,67877,GAS,1936,351,7708,3
6427,67877,GAS,1937,362,7684,4
6428,67877,GAS,1938,181,4339,5
6429,67877,GAS,1939,358,8717,6
6430,67877,GAS,1940,364,10328,7
6431,67877,GAS,1941,363,8182,8
6432,67877,GAS,1942,362,36701,9
6433,67877,GAS,1943,292,91044,10
6434,67877,GAS,1944,362,6069,11
6435,67877,GAS,1945,356,64770,12
6436,67877,GAS,1946,363,41561,13
6437,67877,GAS,1947,97,10115,14
6438,67877,GAS,1948,330,31575,15
6439,67877,GAS,1949,342,18795,16
6440,67877,GAS,1950,164,12213,17
6441,67877,GAS,1951,362,5896,18
6442,67877,GAS,1952,6,3574,19
6443,67877,GAS,1953,362,7331,20
6444,67877,GAS,1954,364,6186,21
6445,67877,GAS,1955,362,10031,22
6446,67877,GAS,1956,362,7890,23
6447,67877,GAS,1957,303,8383,24
6448,67877,GAS,1958,361,12546,25
6449,67877,GAS,1959,369,8760,26
6450,67877,GAS,1960,360,9367,27
6451,67877,GAS,1961,176,7032,28
6452,67877,GAS,1962,219,7089,29
6453,67877,GAS,1963,300,9504,30
6454,67877,GAS,1964,133,4502,31
6455,67877,GAS,1965,155,4064,32
6456,67877,GAS,1966,122,5216,33
6457,67877,GAS,1967,183,5062,34
6458,67877,GAS,1968,236,7959,35
6459,67877,GAS,1969,0,0,36
6460,67877,GAS,1970,129,4561,37
6461,67877,GAS,1971,362,8286,38
6462,67877,GAS,1972,362,9865,39
6463,67877,GAS,1973,168,5209,40
6464,67877,GAS,1974,195,4792,41
6465,67877,GAS,1975,200,7314,42
6466,67877,GAS,1976,213,4232,43
6467,67877,GAS,1977,362,7356,44
6468,67877,GAS,1978,359,7344,45
6469,67877,GAS,1979,194,6907,46
6470,67877,GAS,1980,149,5380,47
6471,67877,GAS,1981,360,10886,48
6472,67879,GAS,1943,362,14624,1
6473,67879,GAS,1944,357,11230,2
6474,67879,GAS,1945,363,13440,3
6475,67879,GAS,1946,321,9576,4
6476,67879,GAS,1947,363,10890,5
6477,67879,GAS,1948,176,6278,6
6478,67879,GAS,1949,363,14175,7
6479,67879,GAS,1950,364,11555,8
6480,67879,GAS,1951,363,11551,9
6481,67879,GAS,1952,369,12622,10
6482,67879,GAS,1953,362,11321,11
6483,67879,GAS,1954,362,13269,12
6484,67879,GAS,1955,362,7630,13
6485,67879,GAS,1956,361,9851,14
6486,67879,GAS,1957,364,8727,15
6487,67879,GAS,1958,360,16976,16
6488,67879,GAS,1959,360,17953,17
6489,67879,GAS,1960,363,19934,18
6490,67879,GAS,1961,362,14541,19
6491,67879,GAS,1962,363,15022,20
6492,67879,GAS,1963,368,18767,21
6493,67879,GAS,1964,355,13047,22
6494,67879,GAS,1965,364,14317,23
6495,67879,GAS,1966,362,13039,24
6496,67879,GAS,1967,362,11362,25
6497,67879,GAS,1968,359,11485,26
6498,67879,GAS,1969,332,16496,27
6499,67879,GAS,1970,267,18828,28
6500,67879,GAS,1971,357,23412,29
6501,67879,GAS,1972,331,15486,30
6502,67879,GAS,1973,364,17348,31
6503,67879,GAS,1974,360,22636,32
6504,67879,GAS,1975,148,13343,33
6505,67879,GAS,1976,177,13644,34
6506,67879,GAS,1977,363,20513,35
6507,67879,GAS,1978,151,10123,36
6508,67879,GAS,1979,303,16664,37
6509,67879,GAS,1980,210,14252,38
6510,67879,GAS,1981,112,13917,39
6511,67879,GAS,1982,364,27618,40
6512,67882,GAS,1936,359,9144,1
6513,67882,GAS,1937,161,11771,2
6514,67882,GAS,1938,362,11596,3
6515,67882,GAS,1939,225,16568,4
6516,67882,GAS,1940,102,5185,5
6517,67882,GAS,1941,171,9494,6
6518,67882,GAS,1942,342,17887,7
6519,67882,GAS,1943,225,16386,8
6520,67882,GAS,1944,362,11785,9
6521,67882,GAS,1945,301,13603,10
6522,67882,GAS,1946,144,10113,11
6523,67882,GAS,1947,0,0,12
6524,67882,GAS,1948,362,13439,13
6525,67882,GAS,1949,359,23526,14
6526,67882,GAS,1950,362,15075,15
6527,67882,GAS,1951,193,8947,16
6528,67882,GAS,1952,363,14959,17
6529,67882,GAS,1953,360,16165,18
6530,67882,GAS,1954,136,7673,19
6531,67882,GAS,1955,195,8377,20
6532,67882,GAS,1956,362,12323,21
6533,67882,GAS,1957,362,8862,22
6534,67882,GAS,1958,33,5205,23
6535,67882,GAS,1959,363,9521,24
6536,67882,GAS,1960,362,17471,25
6537,67882,GAS,1961,360,13578,26
6538,67882,GAS,1962,363,14283,27
6539,67882,GAS,1963,363,13740,28
6540,67882,GAS,1964,363,15469,29
6541,67882,GAS,1965,360,14363,30
6542,67882,GAS,1966,366,13178,31
6543,67882,GAS,1967,360,13416,32
6544,67882,GAS,1968,218,14131,33
6545,67882,GAS,1969,167,16079,34
6546,67882,GAS,1970,358,8169,35
6547,67882,GAS,1971,256,10891,36
6548,67882,GAS,1972,271,13866,37
6549,67882,GAS,1973,359,17758,38
6550,67882,GAS,1974,140,13486,39
6551,67882,GAS,1975,204,23573,40
6552,67882,GAS,1976,168,25347,41
6553,67882,GAS,1977,362,11581,42
6554,67882,GAS,1978,173,15823,43
6555,67882,GAS,1979,186,20324,44
6556,67882,GAS,1980,361,16215,45
6557,67882,GAS,1981,362,14763,46
6558,67882,GAS,1982,369,17351,47
6559,67884,GAS,1944,363,3630,1
6560,67884,GAS,1945,364,4132,2
6561,67884,GAS,1946,232,5636,3
6562,67884,GAS,1947,179,4246,4
6563,67884,GAS,1948,362,4898,5
6564,67884,GAS,1949,364,5228,6
6565,67884,GAS,1950,0,0,7
6566,67884,GAS,1951,23,893,8
6567,67884,GAS,1952,250,6752,9
6568,67884,GAS,1953,105,3838,10
6569,67884,GAS,1954,96,3976,11
6570,67884,GAS,1955,198,5774,12
6571,67884,GAS,1956,363,5785,13
6572,67884,GAS,1957,362,6479,14
6573,67884,GAS,1958,363,7143,15
6574,67884,GAS,1959,203,5252,16
6575,67884,GAS,1960,367,5449,17
6576,67884,GAS,1961,210,2726,18
6577,67884,GAS,1962,353,3272,19
6578,67884,GAS,1963,185,4409,20
6579,67884,GAS,1964,200,3922,21
6580,67884,GAS,1965,135,2628,22
6581,67884,GAS,1966,184,4567,23
6582,67884,GAS,1967,226,6511,24
6583,67884,GAS,1968,361,6194,25
6584,67884,GAS,1969,362,4841,26
6585,67884,GAS,1970,360,4991,27
6586,67884,GAS,1971,364,4721,28
6587,67884,GAS,1972,362,5517,29
6588,67884,GAS,1973,362,6193,30
6589,67884,GAS,1974,367,7486,31
6590,67884,GAS,1975,360,5999,32
6591,67884,GAS,1976,362,8290,33
6592,67884,GAS,1977,362,5611,34
6593,67884,GAS,1978,359,8112,35
6594,67884,GAS,1979,362,4011,36
6595,67884,GAS,1980,363,9731,37
6596,67884,GAS,1981,59,1535,38
6597,68072,GAS,1980,272,5940,1
6598,68072,GAS,1981,240,4470,2
6599,68072,GAS,1982,304,6310,3
6600,68129,GAS,1938,366,9099,1
6601,68129,GAS,1939,363,8749,2
6602,68129,GAS,1940,361,9445,3
6603,68129,GAS,1941,249,6654,4
6604,68129,GAS,1942,366,8000,5
6605,68129,GAS,1943,361,9657,6
6606,68129,GAS,1944,337,9452,7
6607,68129,GAS,1945,362,10329,8
6608,68129,GAS,1946,359,8808,9
6609,68129,GAS,1947,363,7511,10
6610,68129,GAS,1948,362,7368,11
6611,68129,GAS,1949,188,17482,12
6612,68129,GAS,1950,354,40455,13
6613,68129,GAS,1951,360,11186,14
6614,68129,GAS,1952,362,9440,15
6615,68129,GAS,1953,337,12183,16
6616,68129,GAS,1954,362,9645,17
6617,68129,GAS,1955,359,9205,18
6618,68129,GAS,1956,350,16560,19
6619,68129,GAS,1957,250,15283,20
6620,68129,GAS,1958,362,9999,21
6621,68129,GAS,1959,364,11113,22
6622,68129,GAS,1960,362,8488,23
6623,68129,GAS,1961,276,12962,24
6624,68129,GAS,1962,305,11713,25
6625,68129,GAS,1963,302,15368,26
6626,68129,GAS,1964,359,14680,27
6627,68129,GAS,1965,363,12347,28
6628,68129,GAS,1966,360,13431,29
6629,68129,GAS,1967,363,15826,30
6630,68129,GAS,1968,344,12505,31
6631,68129,GAS,1969,362,11956,32
6632,68129,GAS,1970,363,10527,33
6633,68129,GAS,1971,364,19856,34
6634,68129,GAS,1972,363,21002,35
6635,68129,GAS,1973,360,13737,36
6636,68129,GAS,1974,363,16968,37
6637,68129,GAS,1975,363,24104,38
6638,68129,GAS,1976,362,9243,39
6639,68129,GAS,1977,369,10559,40
6640,68129,GAS,1978,363,38481,41
6641,68129,GAS,1979,362,7054,42
6642,68129,GAS,1980,362,7051,43
6643,68132,GAS,1937,244,6892,1
6644,68132,GAS,1938,360,10439,2
6645,68132,GAS,1939,334,12069,3
6646,68132,GAS,1940,367,9294,4
6647,68132,GAS,1941,133,6997,5
6648,68132,GAS,1942,362,9301,6
6649,68132,GAS,1943,363,11269,7
6650,68132,GAS,1944,184,16861,8
6651,68132,GAS,1945,363,9722,9
6652,68132,GAS,1946,325,8497,10
6653,68132,GAS,1947,357,10167,11
6654,68132,GAS,1948,219,12926,12
6655,68132,GAS,1949,362,2220,13
6656,68132,GAS,1950,212,36174,14
6657,68132,GAS,1951,230,30112,15
6658,68132,GAS,1952,362,629,16
6659,68132,GAS,1953,362,2670,17
6660,68132,GAS,1954,363,44155,18
6661,68132,GAS,1955,362,3123,19
6662,68132,GAS,1956,363,29403,20
6663,68132,GAS,1957,362,11000,21
6664,68132,GAS,1958,369,9913,22
6665,68132,GAS,1959,361,8219,23
6666,68132,GAS,1960,364,36524,24
6667,68132,GAS,1961,362,11285,25
6668,68132,GAS,1962,360,11309,26
6669,68132,GAS,1963,362,6080,27
6670,68132,GAS,1964,362,10963,28
6671,68132,GAS,1965,272,11937,29
6672,68132,GAS,1966,366,20204,30
6673,68132,GAS,1967,333,15564,31
6674,68132,GAS,1968,304,13630,32
6675,68132,GAS,1969,333,13257,33
6676,68132,GAS,1970,0,0,34
6677,68132,GAS,1971,0,0,35
6678,68132,GAS,1972,0,0,36
6679,68132,GAS,1973,297,8916,37
6680,68132,GAS,1974,241,11560,38
6681,68132,GAS,1975,302,15030,39
6682,68132,GAS,1976,360,13994,40
6683,68132,GAS,1977,152,10999,41
6684,68132,GAS,1978,362,11839,42
6685,68132,GAS,1979,360,9585,43
6686,68132,GAS,1980,204,14096,44
6687,68132,GAS,1981,363,14733,45
6688,68288,GAS,1946,189,2226,1
6689,68288,GAS,1947,366,4129,2
6690,68288,GAS,1948,255,3060,3
6691,68288,GAS,1949,341,4014,4
6692,68288,GAS,1950,363,3921,5
6693,68288,GAS,1951,359,4533,6
6694,68288,GAS,1952,361,4157,7
6695,68288,GAS,1953,365,4321,8
6696,68288,GAS,1954,356,4575,9
6697,68288,GAS,1955,362,4297,10
6698,68288,GAS,1956,364,3712,11
6699,68288,GAS,1957,351,3862,12
6700,68288,GAS,1958,328,3613,13
6701,68288,GAS,1959,346,3891,14
6702,68288,GAS,1960,361,4400,15
6703,68288,GAS,1961,356,4619,16
6704,68288,GAS,1962,362,5025,17
6705,68288,GAS,1963,362,5087,18
6706,68288,GAS,1964,362,4417,19
6707,68288,GAS,1965,359,4399,20
6708,68288,GAS,1966,362,4466,21
6709,68288,GAS,1967,369,4683,22
6710,68288,GAS,1968,363,6318,23
6711,68288,GAS,1969,364,6565,24
6712,68288,GAS,1970,363,5585,25
6713,68288,GAS,1971,367,5508,26
6714,68288,GAS,1972,363,4992,27
6715,68288,GAS,1973,363,9668,28
6716,68288,GAS,1974,363,7690,29
6717,68288,GAS,1975,363,9338,30
6718,68288,GAS,1976,362,5945,31
6719,68288,GAS,1977,328,6036,32
6720,68288,GAS,1978,359,7040,33
6721,68288,GAS,1979,361,6836,34
6722,68288,GAS,1980,300,9262,35
6723,68288,GAS,1981,363,11638,36
6724,68288,GAS,1982,364,9868,37
6725,69114,GAS,1980,366,25956,1
6726,69114,GAS,1981,365,28176,2
6727,69114,GAS,1982,365,36000,3
6728,69114,GAS,1983,281,14100,4
6729,69114,GAS,1984,361,43580,5
6730,70031,GAS,1942,363,728,1
6731,70031,GAS,1943,362,899,2
6732,70031,GAS,1944,362,5293,3
6733,70031,GAS,1945,363,4104,4
6734,70031,GAS,1946,361,2783,5
6735,70031,GAS,1947,364,2473,6
6736,70031,GAS,1948,360,2387,7
6737,70031,GAS,1949,362,4322,8
6738,70031,GAS,1950,361,4627,9
6739,70031,GAS,1951,366,4367,10
6740,70031,GAS,1952,365,5341,11
6741,70031,GAS,1953,364,1512,12
6742,70031,GAS,1954,364,1746,13
6743,70031,GAS,1955,364,1864,14
6744,70031,GAS,1956,371,1781,15
6745,70031,GAS,1957,362,1485,16
6746,70031,GAS,1958,362,1082,17
6747,70031,GAS,1959,365,1266,18
6748,70031,GAS,1960,362,1013,19
6749,70031,GAS,1961,362,1153,20
6750,70031,GAS,1962,363,806,21
6751,70031,GAS,1963,365,1205,22
6752,70031,GAS,1964,363,1226,23
6753,70031,GAS,1965,364,953,24
6754,70031,GAS,1966,363,7796,25
6755,70031,GAS,1967,363,7331,26
6756,70031,GAS,1968,254,5512,27
6757,70031,GAS,1969,362,7210,28
6758,70031,GAS,1970,335,5697,29
6759,70031,GAS,1971,359,6182,30
6760,70031,GAS,1972,358,6650,31
6761,70031,GAS,1973,360,7273,32
6762,70031,GAS,1974,362,5974,33
6763,70031,GAS,1975,344,12299,34
6764,70031,GAS,1976,363,8461,35
6765,70031,GAS,1977,363,7972,36
6766,70031,GAS,1978,363,6678,37
6767,70031,GAS,1979,364,10165,38
6768,70124,GAS,1935,362,3048,1
6769,70124,GAS,1936,363,1343,2
6770,70124,GAS,1937,362,1154,3
6771,70124,GAS,1938,364,3075,4
6772,70124,GAS,1939,365,2406,5
6773,70124,GAS,1940,363,3266,6
6774,70124,GAS,1941,362,3448,7
6775,70124,GAS,1942,362,3495,8
6776,70124,GAS,1943,365,626,9
6777,70124,GAS,1944,364,1430,10
6778,70124,GAS,1945,362,1495,11
6779,70124,GAS,1946,362,1472,12
6780,70124,GAS,1947,362,2529,13
6781,70124,GAS,1948,300,13189,14
6782,70124,GAS,1949,350,12203,15
6783,70124,GAS,1950,371,3178,16
6784,70124,GAS,1951,364,2877,17
6785,70124,GAS,1952,359,2954,18
6786,70124,GAS,1953,362,3800,19
6787,70124,GAS,1954,361,3111,20
6788,70124,GAS,1955,363,10671,21
6789,70124,GAS,1956,358,3354,22
6790,70124,GAS,1957,364,8067,23
6791,70124,GAS,1958,332,8373,24
6792,70124,GAS,1959,363,9807,25
6793,70124,GAS,1960,253,8018,26
6794,70124,GAS,1961,364,10805,27
6795,70124,GAS,1962,180,5841,28
6796,70124,GAS,1963,364,3977,29
6797,70124,GAS,1964,362,4108,30
6798,70124,GAS,1965,363,7187,31
6799,70124,GAS,1966,362,6222,32
6800,70124,GAS,1967,362,6018,33
6801,70124,GAS,1968,363,7171,34
6802,70124,GAS,1969,215,4560,35
6803,70124,GAS,1970,363,6247,36
6804,70124,GAS,1971,361,4575,37
6805,70124,GAS,1972,365,4746,38
6806,70124,GAS,1973,365,5039,39
6807,70124,GAS,1974,362,5047,40
6808,70124,GAS,1975,362,5285,41
6809,70124,GAS,1976,357,5250,42
6810,70124,GAS,1977,359,5380,43
6811,70124,GAS,1978,358,4629,44
6812,70124,GAS,1979,363,6590,45
6813,70124,GAS,1980,360,6112,46
6814,70438,GAS,1977,294,6600,1
6815,70438,GAS,1978,330,4740,2
6816,70438,GAS,1979,358,4460,3
6817,70438,GAS,1980,353,5360,4
6818,70438,GAS,1981,366,6060,5
6819,70438,GAS,1982,361,5171,6
6820,70630,,1974,102,2000,1
6821,70630,,1975,327,0,2
6822,70630,,1976,335,5400,3
6823,70630,,1977,266,5100,4
6824,70630,,1978,365,7330,5
6825,70630,,1979,365,7330,6
6826,70630,,1980,363,5490,7
6827,70630,,1981,365,5110,8
6828,70630,,1982,354,4850,9
6829,70630,,1983,153,2829,10
6830,70630,,1984,366,4369,11
6831,70632,,1965,31,2170,1
6832,70632,,1966,358,15090,2
6833,70632,,1967,359,11163,3
6834,70632,,1968,362,26357,4
6835,70632,,1969,330,10336,5
6836,70632,,1970,362,11266,6
6837,70632,,1971,330,10646,7
6838,70632,,1972,341,8992,8
6839,70632,,1973,340,9716,9
6840,70632,,1974,330,7442,10
6841,70632,,1975,344,10336,11
6842,70632,,1976,360,8165,12
6843,70632,,1977,291,4754,13
6844,70632,,1978,51,5070,14
6845,70632,,1979,365,6630,15
6846,70632,,1980,351,4840,16
6847,70632,,1981,365,4890,17
6848,70632,,1982,351,4500,18
6849,70632,,1983,141,1767,19
6850,70632,,1984,359,1921,20
6851,70633,,1973,12,600,1
6852,70633,,1974,310,7800,2
6853,70633,,1975,304,4000,3
6854,70633,,1976,321,3500,4
6855,70633,,1977,266,3200,5
6856,70633,,1978,362,4140,6
6857,70633,,1979,365,3450,7
6858,70633,,1980,366,3380,8
6859,70633,,1981,365,3070,9
6860,70633,,1982,365,2700,10
6861,70633,,1983,358,2235,11
6862,70633,,1984,366,0,12
6863,71680,,1932,0,4651,1
6864,71680,,1933,0,13747,2
6865,71680,,1934,0,23566,3
6866,71680,,1935,0,27080,4
6867,71680,,1936,0,30595,5
6868,71680,,1937,0,25323,6
6869,71680,,1938,0,13023,7
6870,71680,,1939,0,19225,8
6871,71680,,1940,0,12403,9
6872,71680,,1941,0,930,10
6873,71680,,1942,0,2067,11
6874,71680,,1943,0,9509,12
6875,71680,,1944,0,5375,13
6876,71680,,1945,0,5995,14
6877,71680,,1946,0,10233,15
6878,71680,,1947,0,5685,16
6879,71680,,1948,0,5788,17
6880,71680,,1949,0,7959,18
6881,71680,,1950,214,5685,19
6882,71680,,1951,169,4031,20
6883,71680,,1952,225,5478,21
6884,71680,,1953,180,4754,22
6885,71680,,1954,355,7132,23
6886,71680,,1955,306,5685,24
6887,71680,,1956,365,5891,25
6888,71680,,1957,364,5168,26
6889,71680,,1958,365,4548,27
6890,71680,,1959,366,4341,28
6891,71680,,1960,341,3514,29
6892,71680,,1961,351,3721,30
6893,71680,,1962,346,3101,31
6894,71680,,1963,343,2584,32
6895,71680,,1964,341,2481,33
6896,71680,,1965,365,2274,34
6897,71680,,1966,364,2274,35
6898,71680,,1967,366,15091,36
6899,71680,,1968,365,15091,37
6900,71680,,1969,350,11576,38
6901,71680,,1970,365,9302,39
6902,71680,,1971,366,5685,40
6903,71680,,1972,365,4548,41
6904,71680,,1973,350,1860,42
6905,71680,,1974,365,3514,43
6906,71680,,1975,366,7545,44
6907,71680,,1976,365,5271,45
6908,71680,,1977,350,350,46
6909,71680,,1978,349,493,47
6910,71688,,1948,0,9406,1
6911,71688,,1949,0,14160,2
6912,71688,,1950,0,8992,3
6913,71688,,1951,215,7028,4
6914,71688,,1952,168,5168,5
6915,71688,,1953,226,7235,6
6916,71688,,1954,180,6098,7
6917,71688,,1955,354,7338,8
6918,71688,,1956,305,5478,9
6919,71688,,1957,363,5581,10
6920,71688,,1958,364,5375,11
6921,71688,,1959,363,3928,12
6922,71688,,1960,358,3928,13
6923,71688,,1961,322,3618,14
6924,71688,,1962,266,2687,15
6925,71688,,1963,330,3411,16
6926,71688,,1964,325,6202,17
6927,71688,,1965,315,4651,18
6928,71688,,1966,345,3618,19
6929,71688,,1967,334,2377,20
6930,71688,,1968,302,2791,21
6931,71688,,1969,232,517,22
6932,71688,,1970,162,1654,23
6933,71688,,1971,357,3721,24
6934,71688,,1972,348,3618,25
6935,71688,,1973,344,3204,26
6936,71688,,1974,238,1447,27
6937,71688,,1975,312,2791,28
6938,71688,,1976,340,3204,29
6939,71688,,1977,365,3650,30
6940,71688,,1978,365,3290,31
6941,71688,,1979,366,5490,32
6942,71688,,1980,351,2810,33
6943,71688,,1981,330,660,34
6944,71688,,1982,200,381,35
6945,71688,,1983,348,696,36
6946,71787,,1944,0,29458,1
6947,71787,,1945,0,17458,2
6948,71787,,1946,0,25117,3
6949,71787,,1947,0,18605,4
6950,71787,,1948,0,15297,5
6951,71787,,1949,0,14780,6
6952,71787,,1950,0,16331,7
6953,71787,,1951,365,19122,8
6954,71787,,1952,365,16538,9
6955,71787,,1953,365,14884,10
6956,71787,,1954,349,9612,11
6957,71787,,1955,365,12300,12
6958,71787,,1956,366,10646,13
6959,71787,,1957,364,11783,14
6960,71787,,1958,365,10853,15
6961,71787,,1959,365,10026,16
6962,71787,,1960,351,5581,17
6963,71787,,1961,351,5995,18
6964,71787,,1962,365,6408,19
6965,71787,,1963,365,6408,20
6966,71787,,1964,366,5685,21
6967,71787,,1965,365,5788,22
6968,71787,,1966,350,5375,23
6969,71787,,1967,365,7132,24
6970,71787,,1968,366,5685,25
6971,71787,,1969,365,4858,26
6972,71787,,1970,351,6925,27
6973,71787,,1971,365,3824,28
6974,71787,,1972,366,7235,29
6975,71787,,1973,365,6828,30
6976,71787,,1974,343,5995,31
6977,71787,,1975,362,6408,32
6978,71787,,1976,58,930,33
