,County,County Code,Year,Year Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval
54931,Wyoming County, WV,54109,2012,2012,21,23249,90.3,55.9,138.1,100.7,61.5,155.5
54932,Wyoming County, WV,54109,2013,2013,14,22964,61.0 (Unreliable),33.3,102.3,66.5 (Unreliable),35.4,113.8
54933,Wyoming County, WV,54109,2014,2014,19,22556,84.2 (Unreliable),50.7,131.5,83.3 (Unreliable),49.4,131.7
54934,Wyoming County, WV,54109,2015,2015,24,22152,108.3,69.4,161.2,112.7,71.4,169.1
54935,Wyoming County, WV,54109,2016,2016,15,21763,68.9 (Unreliable),38.6,113.7,61.9 (Unreliable),33.0,105.9
54936,Adams County, WI,55001,1999,1999,,18462,,,,,,
54937,Adams County, WI,55001,2000,2000,,18643,,,,,,
54938,Adams County, WI,55001,2001,2001,,20337,,,,,,
54939,Adams County, WI,55001,2002,2002,,20578,,,,,,
54940,Adams County, WI,55001,2003,2003,,20644,,,,,,
54941,Adams County, WI,55001,2004,2004,,20774,,,,,,
54942,Adams County, WI,55001,2005,2005,,21211,,,,,,
54943,Adams County, WI,55001,2006,2006,,21185,,,,,,
54944,Adams County, WI,55001,2007,2007,,21156,,,,,,
54945,Adams County, WI,55001,2008,2008,,21101,,,,,,
54946,Adams County, WI,55001,2009,2009,,20930,,,,,,
54947,Adams County, WI,55001,2010,2010,,20875,,,,,,
54948,Adams County, WI,55001,2011,2011,,20919,,,,,,
54949,Adams County, WI,55001,2012,2012,,20540,,,,,,
54950,Adams County, WI,55001,2013,2013,,20494,,,,,,
54951,Adams County, WI,55001,2014,2014,,20205,,,,,,
54952,Adams County, WI,55001,2015,2015,,20161,,,,,,
54953,Adams County, WI,55001,2016,2016,,20069,,,,,,
54954,Ashland County, WI,55003,1999,1999,,16891,,,,,,
54955,Ashland County, WI,55003,2000,2000,,16866,,,,,,
54956,Ashland County, WI,55003,2001,2001,,16773,,,,,,
54957,Ashland County, WI,55003,2002,2002,,16747,,,,,,
54958,Ashland County, WI,55003,2003,2003,,16647,,,,,,
54959,Ashland County, WI,55003,2004,2004,,16547,,,,,,
54960,Ashland County, WI,55003,2005,2005,,16407,,,,,,
54961,Ashland County, WI,55003,2006,2006,,16408,,,,,,
54962,Ashland County, WI,55003,2007,2007,,16199,,,,,,
54963,Ashland County, WI,55003,2008,2008,,16145,,,,,,
54964,Ashland County, WI,55003,2009,2009,,16128,,,,,,
54965,Ashland County, WI,55003,2010,2010,,16157,,,,,,
54966,Ashland County, WI,55003,2011,2011,,16081,,,,,,
54967,Ashland County, WI,55003,2012,2012,,15914,,,,,,
54968,Ashland County, WI,55003,2013,2013,,16068,,,,,,
54969,Ashland County, WI,55003,2014,2014,,16101,,,,,,
54970,Ashland County, WI,55003,2015,2015,,15883,,,,,,
54971,Ashland County, WI,55003,2016,2016,,15714,,,,,,
54972,Barron County, WI,55005,1999,1999,,44705,,,,,,
54973,Barron County, WI,55005,2000,2000,,44963,,,,,,
54974,Barron County, WI,55005,2001,2001,,45225,,,,,,
54975,Barron County, WI,55005,2002,2002,,45515,,,,,,
54976,Barron County, WI,55005,2003,2003,,45601,,,,,,
54977,Barron County, WI,55005,2004,2004,,45804,,,,,,
54978,Barron County, WI,55005,2005,2005,,45808,,,,,,
54979,Barron County, WI,55005,2006,2006,,45968,,,,,,
54980,Barron County, WI,55005,2007,2007,,45874,,,,,,
54981,Barron County, WI,55005,2008,2008,,46009,,,,,,
54982,Barron County, WI,55005,2009,2009,,45876,,,,,,
54983,Barron County, WI,55005,2010,2010,,45870,,,,,,
54984,Barron County, WI,55005,2011,2011,,45906,,,,,,
54985,Barron County, WI,55005,2012,2012,,45789,,,,,,
54986,Barron County, WI,55005,2013,2013,,45620,,,,,,
54987,Barron County, WI,55005,2014,2014,,45446,,,,,,
54988,Barron County, WI,55005,2015,2015,,45474,,,,,,
54989,Barron County, WI,55005,2016,2016,,45412,,,,,,
54990,Bayfield County, WI,55007,1999,1999,,14895,,,,,,
54991,Bayfield County, WI,55007,2000,2000,,15013,,,,,,
54992,Bayfield County, WI,55007,2001,2001,,15076,,,,,,
54993,Bayfield County, WI,55007,2002,2002,,15128,,,,,,
54994,Bayfield County, WI,55007,2003,2003,,15165,,,,,,
54995,Bayfield County, WI,55007,2004,2004,,15164,,,,,,
54996,Bayfield County, WI,55007,2005,2005,,15163,,,,,,
54997,Bayfield County, WI,55007,2006,2006,,15172,,,,,,
54998,Bayfield County, WI,55007,2007,2007,,15255,,,,,,
54999,Bayfield County, WI,55007,2008,2008,,15160,,,,,,
55000,Bayfield County, WI,55007,2009,2009,,14981,,,,,,
55001,Bayfield County, WI,55007,2010,2010,,15014,,,,,,
55002,Bayfield County, WI,55007,2011,2011,,15102,,,,,,
55003,Bayfield County, WI,55007,2012,2012,,15080,,,,,,
55004,Bayfield County, WI,55007,2013,2013,,15099,,,,,,
55005,Bayfield County, WI,55007,2014,2014,,14931,,,,,,
55006,Bayfield County, WI,55007,2015,2015,,14936,,,,,,
55007,Bayfield County, WI,55007,2016,2016,,14891,,,,,,
55008,Brown County, WI,55009,1999,1999,,224825,,,,,,
55009,Brown County, WI,55009,2000,2000,,226778,,,,,,
55010,Brown County, WI,55009,2001,2001,,229332,,,,,,
55011,Brown County, WI,55009,2002,2002,,231821,,,,,,
55012,Brown County, WI,55009,2003,2003,16,233878,6.8 (Unreliable),3.9,11.1,6.7 (Unreliable),3.8,10.9
55013,Brown County, WI,55009,2004,2004,15,236654,6.3 (Unreliable),3.5,10.5,6.2 (Unreliable),3.5,10.2
55014,Brown County, WI,55009,2005,2005,23,238587,9.6,6.1,14.5,9.4,6.0,14.1
55015,Brown County, WI,55009,2006,2006,21,240191,8.7,5.4,13.4,8.5,5.3,13.0
55016,Brown County, WI,55009,2007,2007,22,242691,9.1,5.7,13.7,9.0,5.6,13.6
55017,Brown County, WI,55009,2008,2008,21,244016,8.6,5.3,13.2,8.4,5.2,12.8
55018,Brown County, WI,55009,2009,2009,25,246476,10.1,6.6,15.0,9.8,6.3,14.5
55019,Brown County, WI,55009,2010,2010,16,248007,6.5 (Unreliable),3.7,10.5,6.3 (Unreliable),3.6,10.2
55020,Brown County, WI,55009,2011,2011,28,250551,11.2,7.4,16.2,11.0,7.2,15.9
55021,Brown County, WI,55009,2012,2012,27,252981,10.7,7.0,15.5,10.5,6.9,15.4
55022,Brown County, WI,55009,2013,2013,29,254592,11.4,7.6,16.4,11.2,7.4,16.2
55023,Brown County, WI,55009,2014,2014,27,256612,10.5,6.9,15.3,10.7,7.0,15.7
55024,Brown County, WI,55009,2015,2015,28,258520,10.8,7.2,15.7,10.9,7.2,15.8
55025,Brown County, WI,55009,2016,2016,34,260401,13.1,9.0,18.2,12.8,8.7,18.0
55026,Buffalo County, WI,55011,1999,1999,,13751,,,,,,
55027,Buffalo County, WI,55011,2000,2000,,13804,,,,,,
55028,Buffalo County, WI,55011,2001,2001,,13855,,,,,,
55029,Buffalo County, WI,55011,2002,2002,,13777,,,,,,
55030,Buffalo County, WI,55011,2003,2003,,13807,,,,,,
55031,Buffalo County, WI,55011,2004,2004,,13785,,,,,,
55032,Buffalo County, WI,55011,2005,2005,,13969,,,,,,
55033,Buffalo County, WI,55011,2006,2006,,13908,,,,,,
55034,Buffalo County, WI,55011,2007,2007,,13885,,,,,,
55035,Buffalo County, WI,55011,2008,2008,,13734,,,,,,
55036,Buffalo County, WI,55011,2009,2009,,13618,,,,,,
55037,Buffalo County, WI,55011,2010,2010,,13587,,,,,,
55038,Buffalo County, WI,55011,2011,2011,,13479,,,,,,
55039,Buffalo County, WI,55011,2012,2012,,13354,,,,,,
55040,Buffalo County, WI,55011,2013,2013,,13383,,,,,,
55041,Buffalo County, WI,55011,2014,2014,,13222,,,,,,
55042,Buffalo County, WI,55011,2015,2015,,13220,,,,,,
55043,Buffalo County, WI,55011,2016,2016,,13099,,,,,,
55044,Burnett County, WI,55013,1999,1999,,15433,,,,,,
55045,Burnett County, WI,55013,2000,2000,,15674,,,,,,
55046,Burnett County, WI,55013,2001,2001,,15797,,,,,,
55047,Burnett County, WI,55013,2002,2002,,15906,,,,,,
55048,Burnett County, WI,55013,2003,2003,,16063,,,,,,
55049,Burnett County, WI,55013,2004,2004,,16180,,,,,,
55050,Burnett County, WI,55013,2005,2005,,16143,,,,,,
55051,Burnett County, WI,55013,2006,2006,,16056,,,,,,
55052,Burnett County, WI,55013,2007,2007,,15965,,,,,,
55053,Burnett County, WI,55013,2008,2008,,15696,,,,,,
55054,Burnett County, WI,55013,2009,2009,,15609,,,,,,
55055,Burnett County, WI,55013,2010,2010,,15457,,,,,,
55056,Burnett County, WI,55013,2011,2011,,15504,,,,,,
55057,Burnett County, WI,55013,2012,2012,,15357,,,,,,
55058,Burnett County, WI,55013,2013,2013,,15305,,,,,,
55059,Burnett County, WI,55013,2014,2014,,15278,,,,,,
55060,Burnett County, WI,55013,2015,2015,,15142,,,,,,
55061,Burnett County, WI,55013,2016,2016,,15213,,,,,,
55062,Calumet County, WI,55015,1999,1999,,40276,,,,,,
55063,Calumet County, WI,55015,2000,2000,,40631,,,,,,
55064,Calumet County, WI,55015,2001,2001,,41950,,,,,,
55065,Calumet County, WI,55015,2002,2002,,43411,,,,,,
55066,Calumet County, WI,55015,2003,2003,,44660,,,,,,
55067,Calumet County, WI,55015,2004,2004,,45456,,,,,,
55068,Calumet County, WI,55015,2005,2005,,46185,,,,,,
55069,Calumet County, WI,55015,2006,2006,,46809,,,,,,
55070,Calumet County, WI,55015,2007,2007,,47188,,,,,,
55071,Calumet County, WI,55015,2008,2008,,48014,,,,,,
55072,Calumet County, WI,55015,2009,2009,,48457,,,,,,
55073,Calumet County, WI,55015,2010,2010,,48971,,,,,,
55074,Calumet County, WI,55015,2011,2011,,49711,,,,,,
55075,Calumet County, WI,55015,2012,2012,,49732,,,,,,
55076,Calumet County, WI,55015,2013,2013,,49683,,,,,,
55077,Calumet County, WI,55015,2014,2014,,49507,,,,,,
55078,Calumet County, WI,55015,2015,2015,,49792,,,,,,
55079,Calumet County, WI,55015,2016,2016,,49553,,,,,,
55080,Chippewa County, WI,55017,1999,1999,,54760,,,,,,
55081,Chippewa County, WI,55017,2000,2000,,55195,,,,,,
55082,Chippewa County, WI,55017,2001,2001,,55820,,,,,,
55083,Chippewa County, WI,55017,2002,2002,,56353,,,,,,
55084,Chippewa County, WI,55017,2003,2003,,57184,,,,,,
55085,Chippewa County, WI,55017,2004,2004,,58801,,,,,,
55086,Chippewa County, WI,55017,2005,2005,,59802,,,,,,
55087,Chippewa County, WI,55017,2006,2006,12,60271,19.9 (Unreliable),10.3,34.8,20.6 (Unreliable),10.6,35.9
55088,Chippewa County, WI,55017,2007,2007,,61022,,,,,,
55089,Chippewa County, WI,55017,2008,2008,,61524,,,,,,
55090,Chippewa County, WI,55017,2009,2009,,61997,,,,,,
55091,Chippewa County, WI,55017,2010,2010,,62415,,,,,,
55092,Chippewa County, WI,55017,2011,2011,,62909,,,,,,
55093,Chippewa County, WI,55017,2012,2012,,63019,,,,,,
55094,Chippewa County, WI,55017,2013,2013,,63145,,,,,,
55095,Chippewa County, WI,55017,2014,2014,,63426,,,,,,
55096,Chippewa County, WI,55017,2015,2015,,63535,,,,,,
55097,Chippewa County, WI,55017,2016,2016,,63649,,,,,,
55098,Clark County, WI,55019,1999,1999,,33418,,,,,,
55099,Clark County, WI,55019,2000,2000,,33557,,,,,,
55100,Clark County, WI,55019,2001,2001,,33763,,,,,,
55101,Clark County, WI,55019,2002,2002,,33851,,,,,,
55102,Clark County, WI,55019,2003,2003,,34066,,,,,,
55103,Clark County, WI,55019,2004,2004,,34234,,,,,,
55104,Clark County, WI,55019,2005,2005,,34334,,,,,,
55105,Clark County, WI,55019,2006,2006,,34399,,,,,,
55106,Clark County, WI,55019,2007,2007,,34435,,,,,,
55107,Clark County, WI,55019,2008,2008,,34644,,,,,,
55108,Clark County, WI,55019,2009,2009,,34589,,,,,,
55109,Clark County, WI,55019,2010,2010,,34690,,,,,,
55110,Clark County, WI,55019,2011,2011,,34735,,,,,,
55111,Clark County, WI,55019,2012,2012,,34461,,,,,,
55112,Clark County, WI,55019,2013,2013,,34561,,,,,,
55113,Clark County, WI,55019,2014,2014,,34412,,,,,,
55114,Clark County, WI,55019,2015,2015,,34441,,,,,,
55115,Clark County, WI,55019,2016,2016,,34557,,,,,,
55116,Columbia County, WI,55021,1999,1999,,51949,,,,,,
55117,Columbia County, WI,55021,2000,2000,,52468,,,,,,
55118,Columbia County, WI,55021,2001,2001,,53167,,,,,,
55119,Columbia County, WI,55021,2002,2002,,53488,,,,,,
55120,Columbia County, WI,55021,2003,2003,,54168,,,,,,
55121,Columbia County, WI,55021,2004,2004,,55048,,,,,,
55122,Columbia County, WI,55021,2005,2005,,55409,,,,,,
55123,Columbia County, WI,55021,2006,2006,10,55820,17.9 (Unreliable),8.6,32.9,18.2 (Unreliable),8.7,33.4
55124,Columbia County, WI,55021,2007,2007,,56197,,,,,,
55125,Columbia County, WI,55021,2008,2008,11,56362,19.5 (Unreliable),9.7,34.9,19.0 (Unreliable),9.5,34.1
55126,Columbia County, WI,55021,2009,2009,,56469,,,,,,
55127,Columbia County, WI,55021,2010,2010,,56833,,,,,,
55128,Columbia County, WI,55021,2011,2011,,56691,,,,,,
55129,Columbia County, WI,55021,2012,2012,,56423,,,,,,
55130,Columbia County, WI,55021,2013,2013,14,56572,24.7 (Unreliable),13.5,41.5,25.6 (Unreliable),14.0,42.9
55131,Columbia County, WI,55021,2014,2014,,56574,,,,,,
55132,Columbia County, WI,55021,2015,2015,13,56754,22.9 (Unreliable),12.2,39.2,24.0 (Unreliable),12.4,42.0
55133,Columbia County, WI,55021,2016,2016,17,56927,29.9 (Unreliable),17.4,47.8,31.6 (Unreliable),18.1,51.4
55134,Crawford County, WI,55023,1999,1999,,17163,,,,,,
55135,Crawford County, WI,55023,2000,2000,,17243,,,,,,
55136,Crawford County, WI,55023,2001,2001,,17020,,,,,,
55137,Crawford County, WI,55023,2002,2002,,16984,,,,,,
55138,Crawford County, WI,55023,2003,2003,,16891,,,,,,
55139,Crawford County, WI,55023,2004,2004,,17007,,,,,,
55140,Crawford County, WI,55023,2005,2005,,16895,,,,,,
55141,Crawford County, WI,55023,2006,2006,,16953,,,,,,
55142,Crawford County, WI,55023,2007,2007,,16924,,,,,,
55143,Crawford County, WI,55023,2008,2008,,16808,,,,,,
55144,Crawford County, WI,55023,2009,2009,,16692,,,,,,
55145,Crawford County, WI,55023,2010,2010,,16644,,,,,,
55146,Crawford County, WI,55023,2011,2011,,16688,,,,,,
55147,Crawford County, WI,55023,2012,2012,,16543,,,,,,
55148,Crawford County, WI,55023,2013,2013,,16423,,,,,,
55149,Crawford County, WI,55023,2014,2014,,16394,,,,,,
55150,Crawford County, WI,55023,2015,2015,,16394,,,,,,
55151,Crawford County, WI,55023,2016,2016,,16321,,,,,,
55152,Dane County, WI,55025,1999,1999,24,423248,5.7,3.6,8.4,5.3,3.4,7.9
55153,Dane County, WI,55025,2000,2000,26,426526,6.1,4.0,8.9,5.7,3.7,8.4
55154,Dane County, WI,55025,2001,2001,25,434745,5.8,3.7,8.5,5.2,3.3,7.6
55155,Dane County, WI,55025,2002,2002,26,441623,5.9,3.8,8.6,5.9,3.8,8.6
55156,Dane County, WI,55025,2003,2003,32,447515,7.2,4.9,10.1,6.7,4.6,9.5
55157,Dane County, WI,55025,2004,2004,39,453327,8.6,6.1,11.8,8.1,5.7,11.1
55158,Dane County, WI,55025,2005,2005,36,459048,7.8,5.5,10.9,7.7,5.4,10.7
55159,Dane County, WI,55025,2006,2006,46,465018,9.9,7.2,13.2,9.6,7.0,12.9
55160,Dane County, WI,55025,2007,2007,44,471644,9.3,6.8,12.5,9.1,6.6,12.3
55161,Dane County, WI,55025,2008,2008,57,477791,11.9,9.0,15.5,11.6,8.7,15.0
55162,Dane County, WI,55025,2009,2009,50,484979,10.3,7.7,13.6,10.0,7.4,13.2
55163,Dane County, WI,55025,2010,2010,58,488073,11.9,9.0,15.4,11.2,8.5,14.6
55164,Dane County, WI,55025,2011,2011,79,496460,15.9,12.6,19.8,15.0,11.8,18.7
55165,Dane County, WI,55025,2012,2012,70,503438,13.9,10.8,17.6,13.3,10.3,16.8
55166,Dane County, WI,55025,2013,2013,88,510007,17.3,13.8,21.3,16.4,13.1,20.3
55167,Dane County, WI,55025,2014,2014,79,516494,15.3,12.1,19.1,15.1,11.9,18.9
55168,Dane County, WI,55025,2015,2015,83,522878,15.9,12.6,19.7,15.6,12.4,19.4
55169,Dane County, WI,55025,2016,2016,105,531273,19.8,16.0,23.5,19.7,15.9,23.5
55170,Dodge County, WI,55027,1999,1999,,85397,,,,,,
55171,Dodge County, WI,55027,2000,2000,,85897,,,,,,
55172,Dodge County, WI,55027,2001,2001,,86385,,,,,,
55173,Dodge County, WI,55027,2002,2002,,86908,,,,,,
55174,Dodge County, WI,55027,2003,2003,,87415,,,,,,
55175,Dodge County, WI,55027,2004,2004,,88070,,,,,,
55176,Dodge County, WI,55027,2005,2005,,88168,,,,,,
55177,Dodge County, WI,55027,2006,2006,,89003,,,,,,
55178,Dodge County, WI,55027,2007,2007,10,89007,11.2 (Unreliable),5.4,20.7,11.0 (Unreliable),5.3,20.2
55179,Dodge County, WI,55027,2008,2008,11,89239,12.3 (Unreliable),6.2,22.1,12.0 (Unreliable),6.0,21.5
55180,Dodge County, WI,55027,2009,2009,17,88677,19.2 (Unreliable),11.2,30.7,17.9 (Unreliable),10.2,29.0
55181,Dodge County, WI,55027,2010,2010,12,88759,13.5 (Unreliable),7.0,23.6,14.1 (Unreliable),7.3,24.6
55182,Dodge County, WI,55027,2011,2011,10,88728,11.3 (Unreliable),5.4,20.7,10.0 (Unreliable),4.6,19.0
55183,Dodge County, WI,55027,2012,2012,,88570,,,,,,
55184,Dodge County, WI,55027,2013,2013,13,88359,14.7 (Unreliable),7.8,25.2,12.9 (Unreliable),6.7,22.5
55185,Dodge County, WI,55027,2014,2014,10,88587,11.3 (Unreliable),5.4,20.8,11.5 (Unreliable),5.2,21.8
55186,Dodge County, WI,55027,2015,2015,22,88434,24.9,15.6,37.7,24.2,15.0,37.0
55187,Dodge County, WI,55027,2016,2016,26,88068,29.5,19.3,43.3,30.8,19.7,45.8
55188,Door County, WI,55029,1999,1999,,27681,,,,,,
55189,Door County, WI,55029,2000,2000,,27961,,,,,,
55190,Door County, WI,55029,2001,2001,,28159,,,,,,
55191,Door County, WI,55029,2002,2002,,28249,,,,,,
55192,Door County, WI,55029,2003,2003,,28313,,,,,,
55193,Door County, WI,55029,2004,2004,,28213,,,,,,
55194,Door County, WI,55029,2005,2005,,28146,,,,,,
55195,Door County, WI,55029,2006,2006,,28167,,,,,,
55196,Door County, WI,55029,2007,2007,,27957,,,,,,
55197,Door County, WI,55029,2008,2008,,28023,,,,,,
55198,Door County, WI,55029,2009,2009,,27919,,,,,,
55199,Door County, WI,55029,2010,2010,,27785,,,,,,
55200,Door County, WI,55029,2011,2011,,27878,,,,,,
55201,Door County, WI,55029,2012,2012,,27690,,,,,,
55202,Door County, WI,55029,2013,2013,,27822,,,,,,
55203,Door County, WI,55029,2014,2014,,27705,,,,,,
55204,Door County, WI,55029,2015,2015,,27540,,,,,,
55205,Door County, WI,55029,2016,2016,,27587,,,,,,
55206,Douglas County, WI,55031,1999,1999,,42960,,,,,,
55207,Douglas County, WI,55031,2000,2000,,43287,,,,,,
55208,Douglas County, WI,55031,2001,2001,,43529,,,,,,
55209,Douglas County, WI,55031,2002,2002,,43593,,,,,,
55210,Douglas County, WI,55031,2003,2003,,43790,,,,,,
55211,Douglas County, WI,55031,2004,2004,,43833,,,,,,
55212,Douglas County, WI,55031,2005,2005,,43872,,,,,,
55213,Douglas County, WI,55031,2006,2006,,43815,,,,,,
55214,Douglas County, WI,55031,2007,2007,,43710,,,,,,
55215,Douglas County, WI,55031,2008,2008,,43830,,,,,,
55216,Douglas County, WI,55031,2009,2009,,43998,,,,,,
55217,Douglas County, WI,55031,2010,2010,,44159,,,,,,
55218,Douglas County, WI,55031,2011,2011,,43975,,,,,,
55219,Douglas County, WI,55031,2012,2012,,43800,,,,,,
55220,Douglas County, WI,55031,2013,2013,,43818,,,,,,
55221,Douglas County, WI,55031,2014,2014,,43775,,,,,,
55222,Douglas County, WI,55031,2015,2015,,43623,,,,,,
55223,Douglas County, WI,55031,2016,2016,,43509,,,,,,
55224,Dunn County, WI,55033,1999,1999,,39518,,,,,,
55225,Dunn County, WI,55033,2000,2000,,39858,,,,,,
55226,Dunn County, WI,55033,2001,2001,,40599,,,,,,
55227,Dunn County, WI,55033,2002,2002,,40947,,,,,,
55228,Dunn County, WI,55033,2003,2003,,41222,,,,,,
55229,Dunn County, WI,55033,2004,2004,,41690,,,,,,
55230,Dunn County, WI,55033,2005,2005,,41988,,,,,,
55231,Dunn County, WI,55033,2006,2006,,42828,,,,,,
55232,Dunn County, WI,55033,2007,2007,,43148,,,,,,
55233,Dunn County, WI,55033,2008,2008,,43382,,,,,,
55234,Dunn County, WI,55033,2009,2009,,43570,,,,,,
55235,Dunn County, WI,55033,2010,2010,,43857,,,,,,
55236,Dunn County, WI,55033,2011,2011,,43882,,,,,,
55237,Dunn County, WI,55033,2012,2012,,43939,,,,,,
55238,Dunn County, WI,55033,2013,2013,,44221,,,,,,
55239,Dunn County, WI,55033,2014,2014,,44325,,,,,,
55240,Dunn County, WI,55033,2015,2015,,44552,,,,,,
55241,Dunn County, WI,55033,2016,2016,,44704,,,,,,
55242,Eau Claire County, WI,55035,1999,1999,,92618,,,,,,
55243,Eau Claire County, WI,55035,2000,2000,,93142,,,,,,
55244,Eau Claire County, WI,55035,2001,2001,,93835,,,,,,
55245,Eau Claire County, WI,55035,2002,2002,,94493,,,,,,
55246,Eau Claire County, WI,55035,2003,2003,,94632,,,,,,
55247,Eau Claire County, WI,55035,2004,2004,,94618,,,,,,
55248,Eau Claire County, WI,55035,2005,2005,10,95007,10.5 (Unreliable),5.0,19.4,11.7 (Unreliable),5.6,21.6
55249,Eau Claire County, WI,55035,2006,2006,11,95896,11.5 (Unreliable),5.7,20.5,12.5 (Unreliable),6.3,22.4
55250,Eau Claire County, WI,55035,2007,2007,,96632,,,,,,
55251,Eau Claire County, WI,55035,2008,2008,,97176,,,,,,
55252,Eau Claire County, WI,55035,2009,2009,,98274,,,,,,
55253,Eau Claire County, WI,55035,2010,2010,,98736,,,,,,
55254,Eau Claire County, WI,55035,2011,2011,,99933,,,,,,
55255,Eau Claire County, WI,55035,2012,2012,,100905,,,,,,
55256,Eau Claire County, WI,55035,2013,2013,,101819,,,,,,
55257,Eau Claire County, WI,55035,2014,2014,,101725,,,,,,
55258,Eau Claire County, WI,55035,2015,2015,,102119,,,,,,
55259,Eau Claire County, WI,55035,2016,2016,10,102965,9.7 (Unreliable),4.7,17.9,11.2 (Unreliable),5.1,21.2
55260,Florence County, WI,55037,1999,1999,,5039,,,,,,
55261,Florence County, WI,55037,2000,2000,,5088,,,,,,
55262,Florence County, WI,55037,2001,2001,,5036,,,,,,
55263,Florence County, WI,55037,2002,2002,,5068,,,,,,
55264,Florence County, WI,55037,2003,2003,,4960,,,,,,
55265,Florence County, WI,55037,2004,2004,,4890,,,,,,
55266,Florence County, WI,55037,2005,2005,,4825,,,,,,
55267,Florence County, WI,55037,2006,2006,,4794,,,,,,
55268,Florence County, WI,55037,2007,2007,,4682,,,,,,
55269,Florence County, WI,55037,2008,2008,,4564,,,,,,
55270,Florence County, WI,55037,2009,2009,,4494,,,,,,
55271,Florence County, WI,55037,2010,2010,,4423,,,,,,
55272,Florence County, WI,55037,2011,2011,,4497,,,,,,
55273,Florence County, WI,55037,2012,2012,,4475,,,,,,
55274,Florence County, WI,55037,2013,2013,,4509,,,,,,
55275,Florence County, WI,55037,2014,2014,,4473,,,,,,
55276,Florence County, WI,55037,2015,2015,,4467,,,,,,
55277,Florence County, WI,55037,2016,2016,,4456,,,,,,
55278,Fond du Lac County, WI,55039,1999,1999,,96985,,,,,,
55279,Fond du Lac County, WI,55039,2000,2000,,97296,,,,,,
55280,Fond du Lac County, WI,55039,2001,2001,,97856,,,,,,
55281,Fond du Lac County, WI,55039,2002,2002,,98097,,,,,,
55282,Fond du Lac County, WI,55039,2003,2003,,98470,,,,,,
55283,Fond du Lac County, WI,55039,2004,2004,,98929,,,,,,
55284,Fond du Lac County, WI,55039,2005,2005,12,99297,12.1 (Unreliable),6.2,21.1,12.3 (Unreliable),6.3,21.5
55285,Fond du Lac County, WI,55039,2006,2006,11,99920,11.0 (Unreliable),5.5,19.7,11.2 (Unreliable),5.6,20.0
55286,Fond du Lac County, WI,55039,2007,2007,,100520,,,,,,
55287,Fond du Lac County, WI,55039,2008,2008,,101122,,,,,,
55288,Fond du Lac County, WI,55039,2009,2009,,101370,,,,,,
55289,Fond du Lac County, WI,55039,2010,2010,15,101633,14.8 (Unreliable),8.3,24.3,14.4 (Unreliable),7.9,24.2
55290,Fond du Lac County, WI,55039,2011,2011,,101902,,,,,,
55291,Fond du Lac County, WI,55039,2012,2012,13,101865,12.8 (Unreliable),6.8,21.8,12.0 (Unreliable),6.2,21.0
55292,Fond du Lac County, WI,55039,2013,2013,,101868,,,,,,
55293,Fond du Lac County, WI,55039,2014,2014,12,102018,11.8 (Unreliable),6.1,20.5,11.8 (Unreliable),5.9,21.1
55294,Fond du Lac County, WI,55039,2015,2015,16,101943,15.7 (Unreliable),9.0,25.5,17.0 (Unreliable),9.5,28.0
55295,Fond du Lac County, WI,55039,2016,2016,14,102144,13.7 (Unreliable),7.5,23.0,14.2 (Unreliable),7.6,24.3
55296,Forest County, WI,55041,1999,1999,,9955,,,,,,
55297,Forest County, WI,55041,2000,2000,,10024,,,,,,
55298,Forest County, WI,55041,2001,2001,,9916,,,,,,
55299,Forest County, WI,55041,2002,2002,,9879,,,,,,
55300,Forest County, WI,55041,2003,2003,,9876,,,,,,
55301,Forest County, WI,55041,2004,2004,,9924,,,,,,
55302,Forest County, WI,55041,2005,2005,,9820,,,,,,
55303,Forest County, WI,55041,2006,2006,,9737,,,,,,
55304,Forest County, WI,55041,2007,2007,,9639,,,,,,
55305,Forest County, WI,55041,2008,2008,,9620,,,,,,
55306,Forest County, WI,55041,2009,2009,,9396,,,,,,
55307,Forest County, WI,55041,2010,2010,,9304,,,,,,
55308,Forest County, WI,55041,2011,2011,,9260,,,,,,
55309,Forest County, WI,55041,2012,2012,,9181,,,,,,
55310,Forest County, WI,55041,2013,2013,,9120,,,,,,
55311,Forest County, WI,55041,2014,2014,,9132,,,,,,
55312,Forest County, WI,55041,2015,2015,,9043,,,,,,
55313,Forest County, WI,55041,2016,2016,,9064,,,,,,
55314,Grant County, WI,55043,1999,1999,,49708,,,,,,
55315,Grant County, WI,55043,2000,2000,,49597,,,,,,
55316,Grant County, WI,55043,2001,2001,,49739,,,,,,
55317,Grant County, WI,55043,2002,2002,,49667,,,,,,
55318,Grant County, WI,55043,2003,2003,,49925,,,,,,
55319,Grant County, WI,55043,2004,2004,,50143,,,,,,
55320,Grant County, WI,55043,2005,2005,,50244,,,,,,
55321,Grant County, WI,55043,2006,2006,,50051,,,,,,
55322,Grant County, WI,55043,2007,2007,,50544,,,,,,
55323,Grant County, WI,55043,2008,2008,,50834,,,,,,
55324,Grant County, WI,55043,2009,2009,,50916,,,,,,
55325,Grant County, WI,55043,2010,2010,,51208,,,,,,
55326,Grant County, WI,55043,2011,2011,,51244,,,,,,
55327,Grant County, WI,55043,2012,2012,,51018,,,,,,
